WP, 02, 2015020600,   , MIWU, 0,  85N, 1600E,  15, 1012, DB,  0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Higos,
WP, 02, 2015020606,   , MIWU, 0,  88N, 1590E,  20, 1011, DB,
WP, 02, 2015020612,   , MIWU, 0,  90N, 1584E,  20, 1011, DB,
WP, 02, 2015020618,   , MIWU, 0,  95N, 1582E,  25, 1009, TD,
WP, 02, 2015020700,   , MIWU, 0, 100N, 1580E,  30, 1007, TD,
WP, 02, 2015020706,   , MIWU, 0, 104N, 1579E,  35, 1005, TS,
WP, 02, 2015020712,   , MIWU, 0, 109N, 1579E,  45, 1001, TS,
WP, 02, 2015020718,   , MIWU, 0, 114N, 1578E,  50,  999, TS,
WP, 02, 2015020800,   , MIWU, 0, 119N, 1576E,  60,  995, TS,
WP, 02, 2015020806,   , MIWU, 0, 121N, 1573E,  65,  992, TY,
WP, 02, 2015020812,   , MIWU, 0, 121N, 1571E,  65,  991, TY,
WP, 02, 2015020818,   , MIWU, 0, 121N, 1570E,  70,  988, TY,
WP, 02, 2015020900,   , MIWU, 0, 122N, 1567E,  70,  988, TY,
WP, 02, 2015020906,   , MIWU, 0, 124N, 1563E,  75,  984, TY,
WP, 02, 2015020912,   , MIWU, 0, 127N, 1558E,  85,  976, TY,
WP, 02, 2015020918,   , MIWU, 0, 132N, 1553E,  90,  972, TY,
WP, 02, 2015021000,   , MIWU, 0, 137N, 1546E, 105,  960, TY,
WP, 02, 2015021003,   , MIWU, 0, 140N, 1543E, 115,  952, TY,
WP, 02, 2015021006,   , MIWU, 0, 142N, 1541E, 130,  940, ST,
WP, 02, 2015021009,   , MIWU, 0, 145N, 1540E, 110,  952, TY,
WP, 02, 2015021012,   , MIWU, 0, 148N, 1539E,  95,  961, TY,
WP, 02, 2015021018,   , MIWU, 0, 151N, 1536E,  75,  978, TY,
WP, 02, 2015021100,   , MIWU, 0, 153N, 1531E,  50,  996, TS,
WP, 02, 2015021106,   , MIWU, 0, 156N, 1527E,  35, 1004, TS,
WP, 02, 2015021112,   , MIWU, 0, 160N, 1524E,  30, 1006, TD,
WP, 02, 2015021118,   , MIWU, 0, 163N, 1522E,  25, 1008, LO,
WP, 02, 2015021200,   , MIWU, 0, 167N, 1523E,  20, 1010, LO,
WP, 02, 2015021206,   , MIWU, 0, 172N, 1525E,  20, 1011, LO,
WP, 02, 2015021212,   , MIWU, 0, 180N, 1529E,  20, 1011, LO,
WP, 02, 2015021218,   , MIWU, 0, 190N, 1535E,  20, 1011, LO,
WP, 02, 2015021300,   , MIWU, 0, 200N, 1543E,  15, 1013, LO,
WP, 02, 2015021306,   , MIWU, 0, 208N, 1552E,  15, 1014, LO,
WP, 02, 2015021312,   , MIWU, 0, 212N, 1562E,  15, 1014, LO,
