EP, 08, 2015072612,   , MIWU, 0, 130N, 1181W,  20, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Eight-E,
EP, 08, 2015072618,   , MIWU, 0, 131N, 1195W,  20, 1012, DB,
EP, 08, 2015072700,   , MIWU, 0, 136N, 1210W,  20, 1012, WV,
EP, 08, 2015072706,   , MIWU, 0, 144N, 1226W,  25, 1010, WV,
EP, 08, 2015072712,   , MIWU, 0, 150N, 1240W,  30, 1008, WV,
EP, 08, 2015072718,   , MIWU, 0, 154N, 1252W,  35, 1006, TS,
EP, 08, 2015072800,   , MIWU, 0, 158N, 1263W,  35, 1005, TS,
EP, 08, 2015072806,   , MIWU, 0, 161N, 1274W,  35, 1005, TS,
EP, 08, 2015072812,   , MIWU, 0, 163N, 1284W,  35, 1005, TS,
EP, 08, 2015072818,   , MIWU, 0, 165N, 1295W,  30, 1006, TD,
EP, 08, 2015072900,   , MIWU, 0, 166N, 1306W,  30, 1007, LO,
EP, 08, 2015072906,   , MIWU, 0, 167N, 1318W,  30, 1007, LO,
EP, 08, 2015072912,   , MIWU, 0, 168N, 1331W,  30, 1007, LO,
EP, 08, 2015072918,   , MIWU, 0, 167N, 1345W,  30, 1007, LO,
EP, 08, 2015073000,   , MIWU, 0, 165N, 1362W,  25, 1009, LO,
EP, 08, 2015073006,   , MIWU, 0, 164N, 1376W,  20, 1011, LO,
EP, 08, 2015073012,   , MIWU, 0, 163N, 1390W,  20, 1011, LO,
EP, 08, 2015073018,   , MIWU, 0, 164N, 1404W,  20, 1011, LO,
EP, 08, 2015073100,   , MIWU, 0, 164N, 1420W,  20, 1011, LO,
EP, 08, 2015073106,   , MIWU, 0, 163N, 1438W,  20, 1011, LO,
EP, 08, 2015073112,   , MIWU, 0, 162N, 1454W,  20, 1011, LO,
EP, 08, 2015073118,   , MIWU, 0, 161N, 1470W,  20, 1011, WV,
EP, 08, 2015080100,   , MIWU, 0, 161N, 1488W,  20, 1010, WV,
EP, 08, 2015080106,   , MIWU, 0, 162N, 1505W,  25, 1008, WV,
EP, 08, 2015080112,   , MIWU, 0, 162N, 1521W,  25, 1008, WV,
EP, 08, 2015080118,   , MIWU, 0, 162N, 1537W,  25, 1008, WV,
EP, 08, 2015080200,   , MIWU, 0, 161N, 1550W,  20, 1010, WV,
EP, 08, 2015080206,   , MIWU, 0, 159N, 1562W,  20, 1010, WV,
EP, 08, 2015080212,   , MIWU, 0, 155N, 1575W,  20, 1010, WV,
EP, 08, 2015080218,   , MIWU, 0, 149N, 1590W,  20, 1010, WV,
EP, 08, 2015080300,   , MIWU, 0, 142N, 1606W,  20, 1010, WV,
EP, 08, 2015080306,   , MIWU, 0, 137N, 1621W,  20, 1010, WV,
EP, 08, 2015080312,   , MIWU, 0, 134N, 1637W,  20, 1010, WV,
EP, 08, 2015080318,   , MIWU, 0, 134N, 1650W,  20, 1010, WV,
EP, 08, 2015080400,   , MIWU, 0, 135N, 1662W,  15, 1012, WV,
EP, 08, 2015080406,   , MIWU, 0, 137N, 1675W,  15, 1012, WV,
EP, 08, 2015080412,   , MIWU, 0, 140N, 1689W,  15, 1012, WV,
