EP, 13, 2015082512,   , MIWU, 0,  97N, 1050W,  15, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Jimena,
EP, 13, 2015082518,   , MIWU, 0,  99N, 1062W,  15, 1012, DB,
EP, 13, 2015082600,   , MIWU, 0, 100N, 1075W,  20, 1010, DB,
EP, 13, 2015082606,   , MIWU, 0, 102N, 1090W,  20, 1010, DB,
EP, 13, 2015082612,   , MIWU, 0, 105N, 1107W,  25, 1008, TD,
EP, 13, 2015082618,   , MIWU, 0, 110N, 1125W,  25, 1008, TD,
EP, 13, 2015082700,   , MIWU, 0, 116N, 1140W,  30, 1007, TD,
EP, 13, 2015082706,   , MIWU, 0, 121N, 1157W,  35, 1006, TS,
EP, 13, 2015082712,   , MIWU, 0, 123N, 1170W,  40, 1004, TS,
EP, 13, 2015082718,   , MIWU, 0, 123N, 1182W,  50, 1000, TS,
EP, 13, 2015082800,   , MIWU, 0, 122N, 1194W,  65,  990, HU,
EP, 13, 2015082806,   , MIWU, 0, 122N, 1205W,  75,  982, HU,
EP, 13, 2015082812,   , MIWU, 0, 123N, 1216W,  85,  974, HU,
EP, 13, 2015082818,   , MIWU, 0, 123N, 1226W, 100,  960, HU,
EP, 13, 2015082900,   , MIWU, 0, 122N, 1235W, 120,  940, HU,
EP, 13, 2015082906,   , MIWU, 0, 122N, 1244W, 135,  922, HU,
EP, 13, 2015082912,   , MIWU, 0, 123N, 1252W, 135,  920, HU,
EP, 13, 2015082918,   , MIWU, 0, 126N, 1260W, 125,  922, HU,
EP, 13, 2015083000,   , MIWU, 0, 130N, 1270W, 120,  925, HU,
EP, 13, 2015083006,   , MIWU, 0, 135N, 1278W, 115,  928, HU,
EP, 13, 2015083012,   , MIWU, 0, 140N, 1290W, 110,  931, HU,
EP, 13, 2015083018,   , MIWU, 0, 144N, 1303W, 120,  926, HU,
EP, 13, 2015083100,   , MIWU, 0, 148N, 1318W, 130,  920, HU,
EP, 13, 2015083106,   , MIWU, 0, 152N, 1334W, 125,  920, HU,
EP, 13, 2015083112,   , MIWU, 0, 156N, 1347W, 115,  926, HU,
EP, 13, 2015083118,   , MIWU, 0, 159N, 1361W, 110,  930, HU,
EP, 13, 2015090100,   , MIWU, 0, 161N, 1375W, 110,  934, HU,
EP, 13, 2015090106,   , MIWU, 0, 163N, 1386W, 110,  936, HU,
EP, 13, 2015090112,   , MIWU, 0, 164N, 1397W, 105,  940, HU,
EP, 13, 2015090118,   , MIWU, 0, 167N, 1405W, 100,  945, HU,
