EP, 06, 2015071106,   , MIWU, 0, 135N, 1235W,  20, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Enrique,
EP, 06, 2015071112,   , MIWU, 0, 133N, 1240W,  20, 1011, DB,
EP, 06, 2015071118,   , MIWU, 0, 132N, 1244W,  20, 1011, DB,
EP, 06, 2015071200,   , MIWU, 0, 131N, 1247W,  30, 1007, TD,
EP, 06, 2015071206,   , MIWU, 0, 131N, 1250W,  35, 1005, TS,
EP, 06, 2015071212,   , MIWU, 0, 132N, 1252W,  40, 1003, TS,
EP, 06, 2015071218,   , MIWU, 0, 136N, 1255W,  40, 1002, TS,
EP, 06, 2015071300,   , MIWU, 0, 142N, 1258W,  35, 1004, TS,
EP, 06, 2015071306,   , MIWU, 0, 149N, 1260W,  35, 1004, TS,
EP, 06, 2015071312,   , MIWU, 0, 157N, 1264W,  35, 1004, TS,
EP, 06, 2015071318,   , MIWU, 0, 164N, 1272W,  35, 1004, TS,
EP, 06, 2015071400,   , MIWU, 0, 166N, 1280W,  35, 1003, TS,
EP, 06, 2015071406,   , MIWU, 0, 170N, 1286W,  40, 1001, TS,
EP, 06, 2015071412,   , MIWU, 0, 175N, 1295W,  45,  999, TS,
EP, 06, 2015071418,   , MIWU, 0, 181N, 1302W,  45,  999, TS,
EP, 06, 2015071500,   , MIWU, 0, 184N, 1308W,  45,  998, TS,
EP, 06, 2015071506,   , MIWU, 0, 186N, 1316W,  45,  998, TS,
EP, 06, 2015071512,   , MIWU, 0, 189N, 1324W,  45,  998, TS,
EP, 06, 2015071518,   , MIWU, 0, 191N, 1333W,  40, 1000, TS,
EP, 06, 2015071600,   , MIWU, 0, 192N, 1339W,  40, 1000, TS,
EP, 06, 2015071606,   , MIWU, 0, 194N, 1346W,  35, 1002, TS,
EP, 06, 2015071612,   , MIWU, 0, 197N, 1351W,  35, 1002, TS,
EP, 06, 2015071618,   , MIWU, 0, 200N, 1356W,  35, 1003, TS,
EP, 06, 2015071700,   , MIWU, 0, 203N, 1360W,  35, 1003, TS,
EP, 06, 2015071706,   , MIWU, 0, 204N, 1364W,  35, 1002, TS,
EP, 06, 2015071712,   , MIWU, 0, 204N, 1368W,  35, 1002, TS,
EP, 06, 2015071718,   , MIWU, 0, 203N, 1371W,  35, 1002, LO,
EP, 06, 2015071800,   , MIWU, 0, 202N, 1374W,  30, 1004, LO,
EP, 06, 2015071806,   , MIWU, 0, 200N, 1376W,  30, 1004, LO,
EP, 06, 2015071812,   , MIWU, 0, 198N, 1375W,  30, 1004, LO,
EP, 06, 2015071818,   , MIWU, 0, 196N, 1373W,  30, 1005, LO,
EP, 06, 2015071900,   , MIWU, 0, 195N, 1370W,  30, 1005, LO,
EP, 06, 2015071906,   , MIWU, 0, 195N, 1367W,  25, 1007, LO,
EP, 06, 2015071912,   , MIWU, 0, 196N, 1365W,  25, 1007, LO,
EP, 06, 2015071918,   , MIWU, 0, 197N, 1364W,  25, 1008, LO,
EP, 06, 2015072000,   , MIWU, 0, 198N, 1361W,  20, 1010, LO,
EP, 06, 2015072006,   , MIWU, 0, 200N, 1359W,  20, 1010, LO,
EP, 06, 2015072012,   , MIWU, 0, 203N, 1360W,  20, 1011, LO,
EP, 06, 2015072018,   , MIWU, 0, 207N, 1362W,  20, 1011, LO,
EP, 06, 2015072100,   , MIWU, 0, 212N, 1366W,  20, 1011, LO,
EP, 06, 2015072106,   , MIWU, 0, 218N, 1371W,  20, 1011, LO,
EP, 06, 2015072112,   , MIWU, 0, 222N, 1378W,  15, 1012, LO,
EP, 06, 2015072118,   , MIWU, 0, 226N, 1386W,  15, 1012, LO,
EP, 06, 2015072200,   , MIWU, 0, 229N, 1396W,  15, 1012, LO,
EP, 06, 2015072206,   , MIWU, 0, 232N, 1406W,  15, 1012, LO,
EP, 06, 2015072212,   , MIWU, 0, 234N, 1415W,  15, 1012, LO,
EP, 06, 2015072218,   , MIWU, 0, 234N, 1423W,  15, 1012, LO,
EP, 06, 2015072300,   , MIWU, 0, 234N, 1431W,  15, 1012, LO,
EP, 06, 2015072306,   , MIWU, 0, 235N, 1437W,  15, 1012, LO,
EP, 06, 2015072312,   , MIWU, 0, 236N, 1442W,  15, 1012, LO,
EP, 06, 2015072318,   , MIWU, 0, 236N, 1446W,  15, 1012, LO,
EP, 06, 2015072400,   , MIWU, 0, 235N, 1449W,  15, 1012, LO,
EP, 06, 2015072406,   , MIWU, 0, 235N, 1451W,  15, 1012, LO,
EP, 06, 2015072412,   , MIWU, 0, 236N, 1454W,  15, 1012, LO,
