EP, 15, 2015090412,   , MIWU, 0, 103N, 1042W,  20, 1007, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Linda,
EP, 15, 2015090418,   , MIWU, 0, 105N, 1042W,  20, 1007, DB,
EP, 15, 2015090500,   , MIWU, 0, 109N, 1045W,  20, 1006, DB,
EP, 15, 2015090506,   , MIWU, 0, 112N, 1050W,  20, 1006, DB,
EP, 15, 2015090512,   , MIWU, 0, 117N, 1056W,  25, 1004, TD,
EP, 15, 2015090518,   , MIWU, 0, 122N, 1064W,  30, 1002, TD,
EP, 15, 2015090600,   , MIWU, 0, 127N, 1071W,  35, 1000, TS,
EP, 15, 2015090606,   , MIWU, 0, 133N, 1079W,  40,  998, TS,
EP, 15, 2015090612,   , MIWU, 0, 139N, 1085W,  45,  995, TS,
EP, 15, 2015090618,   , MIWU, 0, 145N, 1092W,  50,  992, TS,
EP, 15, 2015090700,   , MIWU, 0, 155N, 1098W,  65,  983, HU,
EP, 15, 2015090706,   , MIWU, 0, 164N, 1107W,  75,  976, HU,
EP, 15, 2015090712,   , MIWU, 0, 172N, 1117W,  90,  964, HU,
EP, 15, 2015090718,   , MIWU, 0, 179N, 1123W,  85,  966, HU,
EP, 15, 2015090800,   , MIWU, 0, 186N, 1127W,  95,  958, HU,
EP, 15, 2015090806,   , MIWU, 0, 196N, 1130W, 100,  954, HU,
EP, 15, 2015090812,   , MIWU, 0, 205N, 1136W, 105,  950, HU,
EP, 15, 2015090818,   , MIWU, 0, 215N, 1145W, 110,  946, HU,
EP, 15, 2015090900,   , MIWU, 0, 222N, 1153W, 100,  950, HU,
EP, 15, 2015090906,   , MIWU, 0, 228N, 1159W,  90,  956, HU,
EP, 15, 2015090912,   , MIWU, 0, 235N, 1164W,  75,  968, HU,
EP, 15, 2015090918,   , MIWU, 0, 242N, 1171W,  65,  976, HU,
EP, 15, 2015091000,   , MIWU, 0, 247N, 1176W,  55,  983, TS,
EP, 15, 2015091006,   , MIWU, 0, 253N, 1182W,  45,  989, TS,
EP, 15, 2015091012,   , MIWU, 0, 258N, 1185W,  40,  992, LO,
EP, 15, 2015091018,   , MIWU, 0, 261N, 1189W,  40,  993, LO,
EP, 15, 2015091100,   , MIWU, 0, 264N, 1193W,  40,  993, LO,
EP, 15, 2015091106,   , MIWU, 0, 265N, 1197W,  35,  996, LO,
EP, 15, 2015091112,   , MIWU, 0, 267N, 1200W,  30,  999, LO,
EP, 15, 2015091118,   , MIWU, 0, 271N, 1204W,  30, 1000, LO,
EP, 15, 2015091200,   , MIWU, 0, 275N, 1209W,  30, 1000, LO,
EP, 15, 2015091206,   , MIWU, 0, 277N, 1214W,  25, 1002, LO,
EP, 15, 2015091212,   , MIWU, 0, 278N, 1219W,  25, 1003, LO,
EP, 15, 2015091218,   , MIWU, 0, 278N, 1222W,  20, 1005, LO,
EP, 15, 2015091300,   , MIWU, 0, 277N, 1223W,  20, 1005, LO,
EP, 15, 2015091306,   , MIWU, 0, 277N, 1225W,  20, 1006, LO,
EP, 15, 2015091312,   , MIWU, 0, 278N, 1228W,  20, 1006, LO,
EP, 15, 2015091318,   , MIWU, 0, 279N, 1230W,  15, 1008, LO,
EP, 15, 2015091400,   , MIWU, 0, 279N, 1231W,  15, 1008, LO,
EP, 15, 2015091406,   , MIWU, 0, 278N, 1231W,  15, 1008, LO,
EP, 15, 2015091412,   , MIWU, 0, 277N, 1229W,  15, 1009, LO,
EP, 15, 2015091418,   , MIWU, 0, 278N, 1226W,  15, 1009, LO,
