EP, 22, 2015112300,   , MIWU, 0, 110N,  974W,  15, 1014, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Sandra,
EP, 22, 2015112306,   , MIWU, 0, 110N,  990W,  20, 1012, DB,
EP, 22, 2015112312,   , MIWU, 0, 110N, 1005W,  20, 1011, DB,
EP, 22, 2015112318,   , MIWU, 0, 110N, 1020W,  25, 1009, TD,
EP, 22, 2015112400,   , MIWU, 0, 110N, 1034W,  30, 1007, TD,
EP, 22, 2015112406,   , MIWU, 0, 110N, 1045W,  35, 1005, TS,
EP, 22, 2015112412,   , MIWU, 0, 112N, 1055W,  40, 1003, TS,
EP, 22, 2015112418,   , MIWU, 0, 115N, 1065W,  45, 1000, TS,
EP, 22, 2015112500,   , MIWU, 0, 119N, 1075W,  60,  991, TS,
EP, 22, 2015112506,   , MIWU, 0, 121N, 1084W,  70,  985, HU,
EP, 22, 2015112512,   , MIWU, 0, 123N, 1092W,  90,  973, HU,
EP, 22, 2015112518,   , MIWU, 0, 126N, 1097W, 105,  964, HU,
EP, 22, 2015112600,   , MIWU, 0, 132N, 1101W, 115,  956, HU,
EP, 22, 2015112603,   , MIWU, 0, 136N, 1102W, 125,  948, HU,
EP, 22, 2015112606,   , MIWU, 0, 140N, 1102W, 135,  944, HU,
EP, 22, 2015112609,   , MIWU, 0, 145N, 1102W, 125,  946, HU,
EP, 22, 2015112612,   , MIWU, 0, 151N, 1101W, 115,  952, HU,
EP, 22, 2015112618,   , MIWU, 0, 162N, 1100W, 110,  955, HU,
EP, 22, 2015112700,   , MIWU, 0, 175N, 1098W, 120,  951, HU,
EP, 22, 2015112703,   , MIWU, 0, 180N, 1096W, 110,  957, HU,
EP, 22, 2015112706,   , MIWU, 0, 184N, 1094W, 100,  963, HU,
EP, 22, 2015112712,   , MIWU, 0, 194N, 1088W,  85,  974, HU,
EP, 22, 2015112718,   , MIWU, 0, 201N, 1085W,  70,  986, HU,
EP, 22, 2015112800,   , MIWU, 0, 206N, 1088W,  55,  994, TS,
EP, 22, 2015112806,   , MIWU, 0, 211N, 1093W,  45,  998, TS,
EP, 22, 2015112812,   , MIWU, 0, 217N, 1092W,  35, 1002, LO,
EP, 22, 2015112818,   , MIWU, 0, 223N, 1088W,  30, 1004, LO,
EP, 22, 2015112900,   , MIWU, 0, 230N, 1083W,  30, 1005, LO,
EP, 22, 2015112906,   , MIWU, 0, 237N, 1078W,  25, 1007, LO,
EP, 22, 2015112912,   , MIWU, 0, 242N, 1076W,  20, 1009, LO,
EP, 22, 2015112918,   , MIWU, 0, 246N, 1075W,  10, 1013, LO,
