WP, 16, 1989080712,   , MIWU, 0,  87N, 1490E,  20, 1007, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Owen,
WP, 16, 1989080718,   , MIWU, 0,  93N, 1482E,  20, 1007, DB,
WP, 16, 1989080800,   , MIWU, 0,  99N, 1475E,  20, 1007, DB,
WP, 16, 1989080806,   , MIWU, 0, 104N, 1468E,  20, 1007, DB,
WP, 16, 1989080812,   , MIWU, 0, 107N, 1460E,  20, 1007, DB,
WP, 16, 1989080818,   , MIWU, 0, 109N, 1452E,  20, 1006, DB,
WP, 16, 1989080900,   , MIWU, 0, 109N, 1442E,  20, 1006, DB,
WP, 16, 1989080906,   , MIWU, 0, 110N, 1430E,  20, 1006, DB,
WP, 16, 1989080912,   , MIWU, 0, 112N, 1418E,  25, 1004, TD,
WP, 16, 1989080918,   , MIWU, 0, 118N, 1408E,  25, 1004, TD,
WP, 16, 1989081000,   , MIWU, 0, 130N, 1408E,  25, 1004, TD,
WP, 16, 1989081006,   , MIWU, 0, 142N, 1412E,  25, 1003, TD,
WP, 16, 1989081012,   , MIWU, 0, 151N, 1418E,  25, 1003, TD,
WP, 16, 1989081018,   , MIWU, 0, 160N, 1423E,  25, 1003, TD,
WP, 16, 1989081100,   , MIWU, 0, 169N, 1428E,  30, 1001, TD,
WP, 16, 1989081106,   , MIWU, 0, 177N, 1435E,  30, 1001, TD,
WP, 16, 1989081112,   , MIWU, 0, 185N, 1444E,  30, 1000, TD,
WP, 16, 1989081118,   , MIWU, 0, 192N, 1454E,  30, 1000, TD,
WP, 16, 1989081200,   , MIWU, 0, 195N, 1465E,  30, 1000, TD,
WP, 16, 1989081206,   , MIWU, 0, 195N, 1473E,  35,  998, TS,
WP, 16, 1989081212,   , MIWU, 0, 194N, 1480E,  40,  995, TS,
WP, 16, 1989081218,   , MIWU, 0, 192N, 1486E,  45,  992, TS,
WP, 16, 1989081300,   , MIWU, 0, 190N, 1493E,  50,  989, TS,
WP, 16, 1989081306,   , MIWU, 0, 188N, 1500E,  55,  986, TS,
WP, 16, 1989081312,   , MIWU, 0, 189N, 1508E,  60,  983, TS,
WP, 16, 1989081318,   , MIWU, 0, 195N, 1515E,  70,  977, TY,
WP, 16, 1989081400,   , MIWU, 0, 208N, 1519E,  75,  974, TY,
WP, 16, 1989081406,   , MIWU, 0, 221N, 1521E,  80,  970, TY,
WP, 16, 1989081412,   , MIWU, 0, 236N, 1519E,  85,  966, TY,
WP, 16, 1989081415,   , MIWU, 0, 243N, 1517E,  90,  962, TY,
WP, 16, 1989081418,   , MIWU, 0, 250N, 1515E,  90,  960, TY,
WP, 16, 1989081500,   , MIWU, 0, 261N, 1508E,  85,  964, TY,
WP, 16, 1989081506,   , MIWU, 0, 273N, 1503E,  75,  968, TY,
WP, 16, 1989081512,   , MIWU, 0, 284N, 1497E,  75,  969, TY,
WP, 16, 1989081518,   , MIWU, 0, 293N, 1491E,  70,  971, TY,
WP, 16, 1989081600,   , MIWU, 0, 304N, 1482E,  65,  973, TY,
WP, 16, 1989081606,   , MIWU, 0, 314N, 1472E,  60,  975, TS,
WP, 16, 1989081612,   , MIWU, 0, 324N, 1465E,  60,  975, TS,
WP, 16, 1989081618,   , MIWU, 0, 334N, 1460E,  60,  976, TS,
WP, 16, 1989081700,   , MIWU, 0, 345N, 1456E,  65,  974, TY,
WP, 16, 1989081706,   , MIWU, 0, 358N, 1456E,  65,  973, TY,
WP, 16, 1989081712,   , MIWU, 0, 372N, 1459E,  60,  975, TS,
WP, 16, 1989081718,   , MIWU, 0, 386N, 1465E,  55,  977, TS,
WP, 16, 1989081800,   , MIWU, 0, 403N, 1476E,  50,  980, TS,
WP, 16, 1989081806,   , MIWU, 0, 417N, 1488E,  45,  983, TS,
WP, 16, 1989081812,   , MIWU, 0, 431N, 1500E,  45,  984, TS,
WP, 16, 1989081818,   , MIWU, 0, 444N, 1514E,  40,  987, TS,
WP, 16, 1989081900,   , MIWU, 0, 459N, 1528E,  40,  988, TS,
WP, 16, 1989081906,   , MIWU, 0, 474N, 1542E,  40,  988, EX,
WP, 16, 1989081912,   , MIWU, 0, 490N, 1557E,  50,  982, EX,
WP, 16, 1989081918,   , MIWU, 0, 507N, 1575E,  60,  976, EX,
WP, 16, 1989082000,   , MIWU, 0, 524N, 1600E,  55,  978, EX,
WP, 16, 1989082006,   , MIWU, 0, 542N, 1627E,  50,  980, EX,
WP, 16, 1989082012,   , MIWU, 0, 560N, 1655E,  45,  983, EX,
WP, 16, 1989082018,   , MIWU, 0, 575N, 1677E,  45,  983, EX,
WP, 16, 1989082100,   , MIWU, 0, 589N, 1702E,  45,  984, EX,
WP, 16, 1989082106,   , MIWU, 0, 600N, 1732E,  45,  984, EX,
WP, 16, 1989082112,   , MIWU, 0, 612N, 1759E,  45,  984, EX,
WP, 16, 1989082118,   , MIWU, 0, 623N, 1784E,  40,  987, EX,
WP, 16, 1989082200,   , MIWU, 0, 634N, 1797E,  40,  988, EX,
WP, 16, 1989082206,   , MIWU, 0, 642N, 1799W,  35,  991, EX,
WP, 16, 1989082212,   , MIWU, 0, 649N, 1798E,  35,  992, EX,
WP, 16, 1989082218,   , MIWU, 0, 651N, 1792E,  30,  995, EX,
WP, 16, 1989082300,   , MIWU, 0, 649N, 1784E,  30,  995, EX,
WP, 16, 1989082306,   , MIWU, 0, 643N, 1774E,  30,  996, EX,
