SH, 05, 2024011100,   , MIWU, 0, 104S,  600E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Belal,
SH, 05, 2024011106,   , MIWU, 0, 107S,  597E,  20, 1005, DB,
SH, 05, 2024011112,   , MIWU, 0, 110S,  593E,  20, 1004, DB,
SH, 05, 2024011118,   , MIWU, 0, 115S,  586E,  25, 1002, TD,
SH, 05, 2024011200,   , MIWU, 0, 122S,  577E,  30, 1000, TD,
SH, 05, 2024011206,   , MIWU, 0, 130S,  570E,  35,  998, TS,
SH, 05, 2024011212,   , MIWU, 0, 135S,  564E,  40,  995, TS,
SH, 05, 2024011218,   , MIWU, 0, 140S,  560E,  40,  994, TS,
SH, 05, 2024011300,   , MIWU, 0, 145S,  555E,  45,  991, TS,
SH, 05, 2024011306,   , MIWU, 0, 152S,  549E,  45,  990, TS,
SH, 05, 2024011312,   , MIWU, 0, 163S,  543E,  55,  984, TS,
SH, 05, 2024011318,   , MIWU, 0, 174S,  539E,  60,  981, TS,
SH, 05, 2024011400,   , MIWU, 0, 184S,  536E,  70,  975, TY,
SH, 05, 2024011406,   , MIWU, 0, 192S,  536E,  75,  972, TY,
SH, 05, 2024011412,   , MIWU, 0, 199S,  536E,  80,  970, TY,
SH, 05, 2024011414,   , MIWU, 0, 200S,  538E,  85,  967, TY,
SH, 05, 2024011418,   , MIWU, 0, 200S,  540E,  85,  966, TY,
SH, 05, 2024011500,   , MIWU, 0, 203S,  546E,  80,  968, TY,
SH, 05, 2024011506,   , MIWU, 0, 207S,  555E,  75,  970, TY,
SH, 05, 2024011512,   , MIWU, 0, 213S,  563E,  65,  974, TY,
SH, 05, 2024011518,   , MIWU, 0, 218S,  570E,  60,  976, TS,
SH, 05, 2024011600,   , MIWU, 0, 222S,  580E,  60,  977, TS,
SH, 05, 2024011606,   , MIWU, 0, 226S,  590E,  55,  980, TS,
SH, 05, 2024011612,   , MIWU, 0, 230S,  600E,  55,  981, TS,
SH, 05, 2024011618,   , MIWU, 0, 232S,  610E,  50,  984, TS,
SH, 05, 2024011700,   , MIWU, 0, 236S,  622E,  50,  984, TS,
SH, 05, 2024011706,   , MIWU, 0, 240S,  632E,  50,  985, TS,
SH, 05, 2024011712,   , MIWU, 0, 240S,  642E,  55,  983, TS,
SH, 05, 2024011718,   , MIWU, 0, 240S,  650E,  55,  983, TS,
SH, 05, 2024011800,   , MIWU, 0, 239S,  657E,  60,  981, TS,
SH, 05, 2024011806,   , MIWU, 0, 238S,  659E,  60,  980, TS,
SH, 05, 2024011812,   , MIWU, 0, 237S,  658E,  55,  982, TS,
SH, 05, 2024011818,   , MIWU, 0, 237S,  653E,  45,  988, TS,
SH, 05, 2024011900,   , MIWU, 0, 236S,  644E,  35,  994, LO,
SH, 05, 2024011906,   , MIWU, 0, 235S,  638E,  35,  995, LO,
SH, 05, 2024011912,   , MIWU, 0, 236S,  634E,  30,  998, LO,
SH, 05, 2024011918,   , MIWU, 0, 238S,  630E,  30,  999, LO,
SH, 05, 2024012000,   , MIWU, 0, 242S,  624E,  25, 1002, LO,
SH, 05, 2024012006,   , MIWU, 0, 248S,  618E,  25, 1002, LO,
SH, 05, 2024012012,   , MIWU, 0, 254S,  614E,  25, 1003, LO,
SH, 05, 2024012018,   , MIWU, 0, 259S,  607E,  25, 1003, LO,
SH, 05, 2024012100,   , MIWU, 0, 262S,  595E,  25, 1003, EX,
SH, 05, 2024012106,   , MIWU, 0, 264S,  584E,  20, 1005, EX,
SH, 05, 2024012112,   , MIWU, 0, 268S,  572E,  20, 1005, EX,
SH, 05, 2024012118,   , MIWU, 0, 274S,  559E,  20, 1005, EX,
SH, 05, 2024012200,   , MIWU, 0, 281S,  545E,  20, 1006, EX,
SH, 05, 2024012206,   , MIWU, 0, 288S,  530E,  20, 1006, EX,
SH, 05, 2024012212,   , MIWU, 0, 298S,  521E,  20, 1006, EX,
SH, 05, 2024012218,   , MIWU, 0, 309S,  522E,  15, 1008, EX,
SH, 05, 2024012300,   , MIWU, 0, 320S,  528E,  15, 1008, EX,
