SH, 07, 2024011806,   , MIWU, 0, 126S, 1570E,  20, 1002, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Kirrily,
SH, 07, 2024011812,   , MIWU, 0, 129S, 1570E,  20, 1002, DB,
SH, 07, 2024020218,   , MIWU, 0, 186S, 1380E,  40,  993, TS,
SH, 07, 2024020300,   , MIWU, 0, 194S, 1379E,  35,  995, TS,
SH, 07, 2024020306,   , MIWU, 0, 203S, 1379E,  30,  997, TD,
SH, 07, 2024020312,   , MIWU, 0, 214S, 1381E,  30,  998, TD,
SH, 07, 2024020318,   , MIWU, 0, 224S, 1384E,  25, 1000, LO,
SH, 07, 2024020400,   , MIWU, 0, 235S, 1386E,  25, 1001, LO,
SH, 07, 2024020406,   , MIWU, 0, 246S, 1388E,  25, 1001, LO,
SH, 07, 2024020412,   , MIWU, 0, 259S, 1394E,  30,  999, LO,
SH, 07, 2024020418,   , MIWU, 0, 273S, 1405E,  30,  998, LO,
SH, 07, 2024020500,   , MIWU, 0, 287S, 1416E,  30,  998, EX,
SH, 07, 2024020506,   , MIWU, 0, 299S, 1430E,  25, 1000, EX,
SH, 07, 2024020512,   , MIWU, 0, 310S, 1445E,  25, 1000, EX,
SH, 07, 2024020518,   , MIWU, 0, 320S, 1460E,  20, 1002, EX,
SH, 07, 2024020600,   , MIWU, 0, 326S, 1473E,  15, 1004, EX,
