SH, 07, 2024011806,   , MIWU, 0, 126S, 1570E,  20, 1002, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Kirrily,
SH, 07, 2024011812,   , MIWU, 0, 129S, 1570E,  20, 1002, DB,
SH, 07, 2024011818,   , MIWU, 0, 131S, 1568E,  20, 1001, DB,
SH, 07, 2024011900,   , MIWU, 0, 133S, 1565E,  25,  999, TD,
SH, 07, 2024011906,   , MIWU, 0, 135S, 1560E,  25,  998, TD,
SH, 07, 2024011912,   , MIWU, 0, 137S, 1555E,  30,  996, TD,
SH, 07, 2024011918,   , MIWU, 0, 140S, 1552E,  25,  998, TD,
SH, 07, 2024012000,   , MIWU, 0, 144S, 1550E,  20, 1000, DB,
SH, 07, 2024012006,   , MIWU, 0, 147S, 1549E,  20, 1001, DB,
SH, 07, 2024012012,   , MIWU, 0, 150S, 1547E,  20, 1001, DB,
SH, 07, 2024012018,   , MIWU, 0, 151S, 1545E,  20, 1001, DB,
SH, 07, 2024012100,   , MIWU, 0, 152S, 1545E,  25,  999, TD,
SH, 07, 2024012106,   , MIWU, 0, 152S, 1546E,  25,  999, TD,
SH, 07, 2024012112,   , MIWU, 0, 152S, 1547E,  25,  998, TD,
SH, 07, 2024012118,   , MIWU, 0, 155S, 1548E,  30,  996, TD,
SH, 07, 2024012200,   , MIWU, 0, 160S, 1548E,  30,  995, TD,
SH, 07, 2024012206,   , MIWU, 0, 165S, 1547E,  35,  993, TS,
SH, 07, 2024012212,   , MIWU, 0, 169S, 1545E,  35,  993, TS,
SH, 07, 2024012218,   , MIWU, 0, 171S, 1543E,  35,  992, TS,
SH, 07, 2024012300,   , MIWU, 0, 173S, 1540E,  40,  990, TS,
SH, 07, 2024012306,   , MIWU, 0, 174S, 1536E,  40,  990, TS,
SH, 07, 2024012312,   , MIWU, 0, 173S, 1533E,  40,  990, TS,
SH, 07, 2024012318,   , MIWU, 0, 173S, 1531E,  40,  989, TS,
SH, 07, 2024012400,   , MIWU, 0, 174S, 1528E,  40,  989, TS,
SH, 07, 2024012406,   , MIWU, 0, 175S, 1523E,  45,  987, TS,
SH, 07, 2024012412,   , MIWU, 0, 176S, 1513E,  50,  985, TS,
SH, 07, 2024012418,   , MIWU, 0, 178S, 1502E,  60,  980, TS,
SH, 07, 2024012500,   , MIWU, 0, 182S, 1490E,  65,  974, TY,
SH, 07, 2024012506,   , MIWU, 0, 185S, 1477E,  70,  972, TY,
SH, 07, 2024012509,   , MIWU, 0, 187S, 1469E,  70,  972, TY,
SH, 07, 2024012512,   , MIWU, 0, 190S, 1463E,  60,  978, TS,
SH, 07, 2024012518,   , MIWU, 0, 198S, 1452E,  45,  987, TS,
SH, 07, 2024012600,   , MIWU, 0, 207S, 1444E,  30,  996, TD,
SH, 07, 2024012606,   , MIWU, 0, 215S, 1437E,  20, 1002, DB,
SH, 07, 2024012612,   , MIWU, 0, 221S, 1430E,  20, 1002, DB,
SH, 07, 2024012618,   , MIWU, 0, 224S, 1420E,  20, 1003, DB,
SH, 07, 2024012700,   , MIWU, 0, 224S, 1416E,  20, 1003, DB,
SH, 07, 2024012706,   , MIWU, 0, 223S, 1415E,  20, 1003, DB,
SH, 07, 2024012712,   , MIWU, 0, 220S, 1415E,  25, 1001, TD,
SH, 07, 2024012718,   , MIWU, 0, 217S, 1416E,  25, 1001, TD,
SH, 07, 2024012800,   , MIWU, 0, 214S, 1418E,  25, 1002, TD,
SH, 07, 2024012806,   , MIWU, 0, 213S, 1419E,  20, 1004, DB,
SH, 07, 2024012812,   , MIWU, 0, 212S, 1419E,  20, 1004, DB,
SH, 07, 2024012818,   , MIWU, 0, 212S, 1417E,  25, 1002, TD,
SH, 07, 2024012900,   , MIWU, 0, 214S, 1414E,  25, 1002, TD,
SH, 07, 2024012906,   , MIWU, 0, 219S, 1412E,  25, 1002, TD,
SH, 07, 2024012912,   , MIWU, 0, 224S, 1412E,  25, 1002, TD,
SH, 07, 2024012918,   , MIWU, 0, 228S, 1411E,  20, 1004, DB,
SH, 07, 2024013000,   , MIWU, 0, 229S, 1409E,  20, 1004, DB,
SH, 07, 2024013006,   , MIWU, 0, 227S, 1406E,  20, 1003, DB,
SH, 07, 2024013012,   , MIWU, 0, 224S, 1403E,  20, 1003, DB,
SH, 07, 2024013018,   , MIWU, 0, 218S, 1400E,  25, 1001, TD,
SH, 07, 2024013100,   , MIWU, 0, 211S, 1397E,  25, 1001, TD,
SH, 07, 2024013106,   , MIWU, 0, 202S, 1395E,  25, 1000, TD,
SH, 07, 2024013112,   , MIWU, 0, 192S, 1393E,  30,  998, TD,
SH, 07, 2024013118,   , MIWU, 0, 182S, 1393E,  30,  997, TD,
SH, 07, 2024020100,   , MIWU, 0, 176S, 1394E,  35,  995, TS,
SH, 07, 2024020106,   , MIWU, 0, 174S, 1395E,  35,  994, TS,
SH, 07, 2024020112,   , MIWU, 0, 173S, 1395E,  40,  992, TS,
SH, 07, 2024020118,   , MIWU, 0, 173S, 1394E,  45,  990, TS,
SH, 07, 2024020200,   , MIWU, 0, 174S, 1391E,  45,  990, TS,
SH, 07, 2024020206,   , MIWU, 0, 177S, 1387E,  40,  992, TS,
SH, 07, 2024020212,   , MIWU, 0, 181S, 1383E,  40,  992, TS,
