SH, 25, 2024051700,   , MIWU, 0,  23S,  717E,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, TwentyFive-S,
SH, 25, 2024051706,   , MIWU, 0,  24S,  721E,  20, 1011, DB,
SH, 25, 2024051712,   , MIWU, 0,  23S,  724E,  20, 1010, DB,
SH, 25, 2024051718,   , MIWU, 0,  21S,  725E,  25, 1008, TD,
SH, 25, 2024051800,   , MIWU, 0,  19S,  726E,  30, 1006, TD,
SH, 25, 2024051806,   , MIWU, 0,  19S,  727E,  30, 1006, TD,
SH, 25, 2024051812,   , MIWU, 0,  19S,  729E,  30, 1005, TD,
SH, 25, 2024051818,   , MIWU, 0,  21S,  732E,  35, 1003, TS,
SH, 25, 2024051900,   , MIWU, 0,  23S,  735E,  40, 1001, TS,
SH, 25, 2024051906,   , MIWU, 0,  23S,  739E,  40, 1000, TS,
SH, 25, 2024051912,   , MIWU, 0,  22S,  742E,  40, 1000, TS,
SH, 25, 2024051918,   , MIWU, 0,  21S,  746E,  35, 1002, TS,
SH, 25, 2024052000,   , MIWU, 0,  22S,  752E,  30, 1004, TD,
SH, 25, 2024052006,   , MIWU, 0,  26S,  760E,  20, 1008, DB,
SH, 25, 2024052012,   , MIWU, 0,  31S,  770E,  20, 1009, DB,
SH, 25, 2024052018,   , MIWU, 0,  37S,  780E,  15, 1011, DB,
SH, 25, 2024052100,   , MIWU, 0,  42S,  790E,  15, 1011, DB,
