SH, 02, 2023111012,   , MIWU, 0,  50S, 1650E,  20, 1001, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Mal,
SH, 02, 2023111018,   , MIWU, 0,  55S, 1650E,  20, 1001, DB,
SH, 02, 2023111100,   , MIWU, 0,  60S, 1649E,  20, 1000, DB,
SH, 02, 2023111106,   , MIWU, 0,  66S, 1648E,  20, 1000, DB,
SH, 02, 2023111112,   , MIWU, 0,  71S, 1650E,  25,  998, TD,
SH, 02, 2023111118,   , MIWU, 0,  75S, 1654E,  25,  997, TD,
SH, 02, 2023111200,   , MIWU, 0,  78S, 1661E,  25,  997, TD,
SH, 02, 2023111206,   , MIWU, 0,  80S, 1670E,  30,  995, TD,
SH, 02, 2023111212,   , MIWU, 0,  84S, 1681E,  30,  992, TD,
SH, 02, 2023111218,   , MIWU, 0,  88S, 1691E,  40,  986, TS,
SH, 02, 2023111300,   , MIWU, 0,  96S, 1702E,  45,  983, TS,
SH, 02, 2023111306,   , MIWU, 0, 110S, 1718E,  50,  980, TS,
SH, 02, 2023111312,   , MIWU, 0, 123S, 1733E,  55,  977, TS,
SH, 02, 2023111318,   , MIWU, 0, 136S, 1741E,  60,  974, TS,
SH, 02, 2023111400,   , MIWU, 0, 148S, 1747E,  65,  971, TY,
SH, 02, 2023111406,   , MIWU, 0, 161S, 1754E,  70,  968, TY,
SH, 02, 2023111412,   , MIWU, 0, 176S, 1761E,  80,  960, TY,
SH, 02, 2023111418,   , MIWU, 0, 187S, 1770E,  75,  963, TY,
SH, 02, 2023111500,   , MIWU, 0, 202S, 1778E,  70,  966, TY,
SH, 02, 2023111506,   , MIWU, 0, 216S, 1784E,  65,  969, TY,
SH, 02, 2023111512,   , MIWU, 0, 227S, 1790E,  55,  975, TS,
SH, 02, 2023111518,   , MIWU, 0, 237S, 1795E,  55,  976, TS,
SH, 02, 2023111600,   , MIWU, 0, 246S, 1796W,  60,  973, EX,
SH, 02, 2023111606,   , MIWU, 0, 260S, 1781W,  65,  970, EX,
SH, 02, 2023111612,   , MIWU, 0, 274S, 1766W,  65,  969, EX,
SH, 02, 2023111618,   , MIWU, 0, 286S, 1760W,  65,  969, EX,
SH, 02, 2023111700,   , MIWU, 0, 296S, 1754W,  60,  972, EX,
SH, 02, 2023111706,   , MIWU, 0, 299S, 1744W,  55,  975, EX,
SH, 02, 2023111712,   , MIWU, 0, 300S, 1734W,  50,  978, EX,
SH, 02, 2023111718,   , MIWU, 0, 301S, 1725W,  45,  982, EX,
SH, 02, 2023111800,   , MIWU, 0, 303S, 1717W,  35,  990, EX,
SH, 02, 2023111806,   , MIWU, 0, 306S, 1711W,  30,  994, EX,
SH, 02, 2023111812,   , MIWU, 0, 311S, 1710W,  25,  997, EX,
