SH, 20, 2024032318,   , MIWU, 0, 112S,  550E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Gamane,
SH, 20, 2024032400,   , MIWU, 0, 118S,  545E,  20, 1008, DB,
SH, 20, 2024032406,   , MIWU, 0, 122S,  540E,  20, 1007, DB,
SH, 20, 2024032412,   , MIWU, 0, 125S,  536E,  25, 1005, TD,
SH, 20, 2024032418,   , MIWU, 0, 126S,  532E,  25, 1004, TD,
SH, 20, 2024032500,   , MIWU, 0, 128S,  528E,  30, 1002, TD,
SH, 20, 2024032506,   , MIWU, 0, 130S,  524E,  35, 1000, TS,
SH, 20, 2024032512,   , MIWU, 0, 131S,  519E,  40,  998, TS,
SH, 20, 2024032518,   , MIWU, 0, 129S,  514E,  40,  997, TS,
SH, 20, 2024032600,   , MIWU, 0, 125S,  510E,  50,  991, TS,
SH, 20, 2024032606,   , MIWU, 0, 123S,  507E,  65,  982, TY,
SH, 20, 2024032612,   , MIWU, 0, 123S,  506E,  75,  976, TY,
SH, 20, 2024032618,   , MIWU, 0, 124S,  504E,  80,  973, TY,
SH, 20, 2024032700,   , MIWU, 0, 126S,  500E,  85,  970, TY,
SH, 20, 2024032706,   , MIWU, 0, 129S,  495E,  70,  976, TY,
SH, 20, 2024032712,   , MIWU, 0, 131S,  490E,  55,  985, TS,
SH, 20, 2024032718,   , MIWU, 0, 133S,  486E,  45,  991, TS,
SH, 20, 2024032800,   , MIWU, 0, 134S,  484E,  45,  992, TS,
SH, 20, 2024032806,   , MIWU, 0, 136S,  482E,  40,  995, TS,
SH, 20, 2024032812,   , MIWU, 0, 138S,  482E,  35,  998, TS,
SH, 20, 2024032818,   , MIWU, 0, 139S,  484E,  30, 1000, TD,
SH, 20, 2024032900,   , MIWU, 0, 140S,  486E,  20, 1004, DB,
SH, 20, 2024032906,   , MIWU, 0, 142S,  489E,  15, 1006, DB,
SH, 20, 2024032912,   , MIWU, 0, 146S,  494E,  15, 1006, DB,
SH, 20, 2024032918,   , MIWU, 0, 152S,  504E,  15, 1007, DB,
SH, 20, 2024033000,   , MIWU, 0, 160S,  514E,  15, 1007, DB,
