EP, 01, 2013051318,   , MIWU, 0,  70N,  957W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Alvin,
EP, 01, 2013051400,   , MIWU, 0,  71N,  967W,  20, 1009, DB,
EP, 01, 2013051406,   , MIWU, 0,  72N,  978W,  20, 1009, DB,
EP, 01, 2013051412,   , MIWU, 0,  74N,  988W,  20, 1008, DB,
EP, 01, 2013051418,   , MIWU, 0,  76N,  997W,  25, 1007, TD,
EP, 01, 2013051500,   , MIWU, 0,  78N, 1008W,  25, 1007, TD,
EP, 01, 2013051506,   , MIWU, 0,  79N, 1020W,  30, 1006, TD,
EP, 01, 2013051512,   , MIWU, 0,  81N, 1033W,  35, 1005, TS,
EP, 01, 2013051518,   , MIWU, 0,  83N, 1045W,  40, 1003, TS,
EP, 01, 2013051600,   , MIWU, 0,  87N, 1054W,  45, 1001, TS,
EP, 01, 2013051606,   , MIWU, 0,  90N, 1063W,  50,  999, TS,
EP, 01, 2013051612,   , MIWU, 0,  91N, 1073W,  50,  999, TS,
EP, 01, 2013051618,   , MIWU, 0,  93N, 1084W,  45, 1000, TS,
EP, 01, 2013051700,   , MIWU, 0,  95N, 1097W,  40, 1002, TS,
EP, 01, 2013051706,   , MIWU, 0,  98N, 1111W,  35, 1004, TS,
EP, 01, 2013051712,   , MIWU, 0, 103N, 1125W,  30, 1006, TD,
EP, 01, 2013051718,   , MIWU, 0, 109N, 1136W,  25, 1008, TD,
EP, 01, 2013051800,   , MIWU, 0, 117N, 1143W,  20, 1010, DB,
EP, 01, 2013051806,   , MIWU, 0, 120N, 1150W,  20, 1010, DB,
EP, 01, 2013051812,   , MIWU, 0, 121N, 1160W,  20, 1010, DB,
EP, 01, 2013051818,   , MIWU, 0, 120N, 1170W,  20, 1010, DB,
EP, 01, 2013051900,   , MIWU, 0, 119N, 1181W,  15, 1011, DB,
EP, 01, 2013051906,   , MIWU, 0, 119N, 1192W,  15, 1011, DB,
EP, 01, 2013051912,   , MIWU, 0, 120N, 1203W,  15, 1011, DB,
EP, 01, 2013051918,   , MIWU, 0, 123N, 1215W,  15, 1011, DB,
EP, 01, 2013052000,   , MIWU, 0, 127N, 1224W,  15, 1011, DB,
EP, 01, 2013052006,   , MIWU, 0, 132N, 1232W,  15, 1011, DB,
EP, 01, 2013052012,   , MIWU, 0, 133N, 1245W,  15, 1011, DB,
EP, 01, 2013052018,   , MIWU, 0, 131N, 1257W,  15, 1011, DB,
EP, 01, 2013052100,   , MIWU, 0, 127N, 1265W,  15, 1011, DB,
EP, 01, 2013052106,   , MIWU, 0, 122N, 1273W,  15, 1011, DB,
