EP, 10, 2013082606,   , MIWU, 0, 147N,  992W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Juliette,
EP, 10, 2013082612,   , MIWU, 0, 142N, 1004W,  20, 1011, DB,
EP, 10, 2013082618,   , MIWU, 0, 138N, 1014W,  20, 1011, DB,
EP, 10, 2013082700,   , MIWU, 0, 136N, 1021W,  20, 1010, DB,
EP, 10, 2013082706,   , MIWU, 0, 137N, 1025W,  20, 1010, DB,
EP, 10, 2013082712,   , MIWU, 0, 142N, 1028W,  25, 1008, TD,
EP, 10, 2013082718,   , MIWU, 0, 152N, 1030W,  30, 1006, TD,
EP, 10, 2013082800,   , MIWU, 0, 165N, 1035W,  35, 1004, TS,
EP, 10, 2013082806,   , MIWU, 0, 181N, 1048W,  40, 1002, TS,
EP, 10, 2013082812,   , MIWU, 0, 195N, 1064W,  45, 1000, TS,
EP, 10, 2013082818,   , MIWU, 0, 208N, 1080W,  50,  998, TS,
EP, 10, 2013082900,   , MIWU, 0, 220N, 1097W,  55,  996, TS,
EP, 10, 2013082906,   , MIWU, 0, 236N, 1111W,  60,  994, TS,
EP, 10, 2013082912,   , MIWU, 0, 248N, 1125W,  45, 1000, TS,
EP, 10, 2013082918,   , MIWU, 0, 255N, 1135W,  35, 1004, TS,
EP, 10, 2013083000,   , MIWU, 0, 261N, 1142W,  25, 1008, TD,
EP, 10, 2013083006,   , MIWU, 0, 266N, 1149W,  15, 1012, DB,
EP, 10, 2013083012,   , MIWU, 0, 270N, 1159W,  15, 1013, DB,
EP, 10, 2013083018,   , MIWU, 0, 276N, 1171W,  15, 1013, DB,
EP, 10, 2013083100,   , MIWU, 0, 280N, 1185W,  15, 1013, DB,
