EP, 17, 2013101900,   , MIWU, 0, 132N,  988W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Raymond,
EP, 17, 2013101906,   , MIWU, 0, 132N,  991W,  20, 1010, DB,
EP, 17, 2013101912,   , MIWU, 0, 133N,  995W,  25, 1009, TD,
EP, 17, 2013101918,   , MIWU, 0, 135N, 1000W,  30, 1008, TD,
EP, 17, 2013102000,   , MIWU, 0, 138N, 1005W,  35, 1006, TS,
EP, 17, 2013102006,   , MIWU, 0, 143N, 1011W,  45, 1002, TS,
EP, 17, 2013102012,   , MIWU, 0, 148N, 1014W,  55,  998, TS,
EP, 17, 2013102018,   , MIWU, 0, 153N, 1017W,  70,  992, HU,
EP, 17, 2013102100,   , MIWU, 0, 158N, 1019W,  90,  980, HU,
EP, 17, 2013102106,   , MIWU, 0, 161N, 1021W, 105,  968, HU,
EP, 17, 2013102112,   , MIWU, 0, 162N, 1022W, 115,  960, HU,
EP, 17, 2013102118,   , MIWU, 0, 163N, 1021W, 110,  962, HU,
EP, 17, 2013102200,   , MIWU, 0, 164N, 1019W, 105,  965, HU,
EP, 17, 2013102206,   , MIWU, 0, 164N, 1018W,  95,  971, HU,
EP, 17, 2013102212,   , MIWU, 0, 163N, 1018W,  80,  980, HU,
EP, 17, 2013102218,   , MIWU, 0, 162N, 1019W,  75,  983, HU,
EP, 17, 2013102300,   , MIWU, 0, 161N, 1019W,  65,  989, HU,
EP, 17, 2013102306,   , MIWU, 0, 158N, 1021W,  60,  992, TS,
EP, 17, 2013102312,   , MIWU, 0, 155N, 1026W,  50,  996, TS,
EP, 17, 2013102318,   , MIWU, 0, 152N, 1034W,  40, 1000, TS,
EP, 17, 2013102400,   , MIWU, 0, 150N, 1041W,  40, 1001, TS,
EP, 17, 2013102406,   , MIWU, 0, 149N, 1048W,  40, 1001, TS,
EP, 17, 2013102412,   , MIWU, 0, 149N, 1055W,  40, 1000, TS,
EP, 17, 2013102418,   , MIWU, 0, 149N, 1063W,  40, 1000, TS,
EP, 17, 2013102500,   , MIWU, 0, 148N, 1072W,  40, 1000, TS,
EP, 17, 2013102506,   , MIWU, 0, 146N, 1080W,  40, 1001, TS,
EP, 17, 2013102512,   , MIWU, 0, 141N, 1086W,  40, 1001, TS,
EP, 17, 2013102518,   , MIWU, 0, 135N, 1094W,  40, 1001, TS,
EP, 17, 2013102600,   , MIWU, 0, 132N, 1103W,  35, 1003, TS,
EP, 17, 2013102606,   , MIWU, 0, 130N, 1114W,  35, 1003, TS,
EP, 17, 2013102612,   , MIWU, 0, 130N, 1123W,  35, 1002, TS,
EP, 17, 2013102618,   , MIWU, 0, 130N, 1131W,  40, 1000, TS,
EP, 17, 2013102700,   , MIWU, 0, 132N, 1140W,  45,  998, TS,
EP, 17, 2013102706,   , MIWU, 0, 135N, 1149W,  60,  992, TS,
EP, 17, 2013102712,   , MIWU, 0, 139N, 1156W,  80,  976, HU,
EP, 17, 2013102718,   , MIWU, 0, 142N, 1163W,  90,  970, HU,
EP, 17, 2013102800,   , MIWU, 0, 148N, 1167W,  95,  967, HU,
EP, 17, 2013102806,   , MIWU, 0, 154N, 1169W,  85,  973, HU,
EP, 17, 2013102812,   , MIWU, 0, 160N, 1170W,  75,  979, HU,
EP, 17, 2013102818,   , MIWU, 0, 165N, 1171W,  65,  985, HU,
EP, 17, 2013102900,   , MIWU, 0, 170N, 1172W,  55,  991, TS,
EP, 17, 2013102906,   , MIWU, 0, 175N, 1172W,  50,  994, TS,
EP, 17, 2013102912,   , MIWU, 0, 180N, 1171W,  45,  997, TS,
EP, 17, 2013102918,   , MIWU, 0, 185N, 1168W,  45,  998, TS,
EP, 17, 2013103000,   , MIWU, 0, 190N, 1161W,  40, 1000, TS,
EP, 17, 2013103006,   , MIWU, 0, 195N, 1154W,  30, 1004, TD,
EP, 17, 2013103012,   , MIWU, 0, 200N, 1149W,  30, 1005, TD,
EP, 17, 2013103018,   , MIWU, 0, 205N, 1143W,  30, 1005, TD,
EP, 17, 2013103100,   , MIWU, 0, 209N, 1140W,  25, 1007, TD,
EP, 17, 2013103106,   , MIWU, 0, 212N, 1142W,  20, 1009, DB,
EP, 17, 2013103112,   , MIWU, 0, 213N, 1146W,  20, 1010, DB,
EP, 17, 2013103118,   , MIWU, 0, 211N, 1150W,  20, 1010, DB,
EP, 17, 2013110100,   , MIWU, 0, 209N, 1153W,  15, 1012, DB,
EP, 17, 2013110106,   , MIWU, 0, 206N, 1155W,  15, 1012, DB,
EP, 17, 2013110112,   , MIWU, 0, 202N, 1156W,  15, 1013, DB,
