EP, 08, 2002082000,   , MIWU, 0, 131N, 1034W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Fausto,
EP, 08, 2002082006,   , MIWU, 0, 128N, 1041W,  20, 1010, DB,
EP, 08, 2002082012,   , MIWU, 0, 126N, 1046W,  20, 1010, DB,
EP, 08, 2002082018,   , MIWU, 0, 125N, 1050W,  25, 1009, TD,
EP, 08, 2002082100,   , MIWU, 0, 125N, 1055W,  25, 1009, TD,
EP, 08, 2002082106,   , MIWU, 0, 125N, 1062W,  30, 1008, TD,
EP, 08, 2002082112,   , MIWU, 0, 125N, 1069W,  35, 1006, TS,
EP, 08, 2002082118,   , MIWU, 0, 126N, 1076W,  40, 1004, TS,
EP, 08, 2002082200,   , MIWU, 0, 128N, 1085W,  45, 1001, TS,
EP, 08, 2002082206,   , MIWU, 0, 131N, 1096W,  55,  995, TS,
EP, 08, 2002082212,   , MIWU, 0, 135N, 1110W,  60,  992, TS,
EP, 08, 2002082218,   , MIWU, 0, 139N, 1123W,  65,  989, HU,
EP, 08, 2002082300,   , MIWU, 0, 142N, 1138W,  70,  986, HU,
EP, 08, 2002082306,   , MIWU, 0, 144N, 1153W,  80,  980, HU,
EP, 08, 2002082312,   , MIWU, 0, 146N, 1166W,  90,  972, HU,
EP, 08, 2002082318,   , MIWU, 0, 149N, 1179W, 105,  960, HU,
EP, 08, 2002082400,   , MIWU, 0, 152N, 1194W, 105,  958, HU,
EP, 08, 2002082406,   , MIWU, 0, 155N, 1207W, 110,  954, HU,
EP, 08, 2002082412,   , MIWU, 0, 158N, 1218W, 120,  950, HU,
EP, 08, 2002082418,   , MIWU, 0, 160N, 1229W, 120,  948, HU,
EP, 08, 2002082500,   , MIWU, 0, 164N, 1240W, 115,  950, HU,
EP, 08, 2002082506,   , MIWU, 0, 170N, 1252W, 110,  952, HU,
EP, 08, 2002082512,   , MIWU, 0, 178N, 1265W, 100,  956, HU,
EP, 08, 2002082518,   , MIWU, 0, 185N, 1279W,  95,  959, HU,
EP, 08, 2002082600,   , MIWU, 0, 193N, 1292W,  85,  965, HU,
EP, 08, 2002082606,   , MIWU, 0, 202N, 1306W,  70,  976, HU,
EP, 08, 2002082612,   , MIWU, 0, 209N, 1322W,  55,  988, TS,
EP, 08, 2002082618,   , MIWU, 0, 215N, 1340W,  45,  996, TS,
EP, 08, 2002082700,   , MIWU, 0, 220N, 1356W,  45,  998, TS,
EP, 08, 2002082706,   , MIWU, 0, 226N, 1369W,  40, 1002, LO,
EP, 08, 2002082712,   , MIWU, 0, 234N, 1384W,  35, 1005, LO,
EP, 08, 2002082718,   , MIWU, 0, 243N, 1399W,  35, 1006, LO,
EP, 08, 2002082800,   , MIWU, 0, 253N, 1413W,  30, 1008, LO,
EP, 08, 2002082806,   , MIWU, 0, 261N, 1425W,  30, 1009, LO,
EP, 08, 2002082812,   , MIWU, 0, 266N, 1441W,  25, 1011, LO,
EP, 08, 2002082818,   , MIWU, 0, 271N, 1464W,  20, 1013, LO,
EP, 08, 2002082900,   , MIWU, 0, 275N, 1486W,  15, 1015, LO,
EP, 08, 2002082906,   , MIWU, 0, 278N, 1506W,  15, 1016, LO,
EP, 08, 2002082912,   , MIWU, 0, 279N, 1521W,  20, 1014, LO,
EP, 08, 2002082918,   , MIWU, 0, 280N, 1540W,  20, 1014, LO,
EP, 08, 2002083000,   , MIWU, 0, 280N, 1553W,  20, 1014, LO,
EP, 08, 2002083006,   , MIWU, 0, 283N, 1560W,  20, 1014, LO,
EP, 08, 2002083012,   , MIWU, 0, 290N, 1567W,  20, 1013, LO,
EP, 08, 2002083018,   , MIWU, 0, 299N, 1574W,  20, 1013, LO,
EP, 08, 2002083100,   , MIWU, 0, 309N, 1581W,  25, 1011, LO,
EP, 08, 2002083106,   , MIWU, 0, 317N, 1592W,  25, 1010, LO,
EP, 08, 2002083112,   , MIWU, 0, 323N, 1607W,  25, 1010, LO,
EP, 08, 2002083118,   , MIWU, 0, 328N, 1624W,  30, 1008, LO,
EP, 08, 2002090100,   , MIWU, 0, 332N, 1638W,  35, 1006, TS,
EP, 08, 2002090106,   , MIWU, 0, 337N, 1651W,  35, 1005, TS,
EP, 08, 2002090112,   , MIWU, 0, 342N, 1662W,  40, 1003, TS,
EP, 08, 2002090118,   , MIWU, 0, 346N, 1674W,  40, 1003, TS,
EP, 08, 2002090200,   , MIWU, 0, 350N, 1685W,  40, 1003, TS,
EP, 08, 2002090206,   , MIWU, 0, 359N, 1694W,  40, 1002, TS,
EP, 08, 2002090212,   , MIWU, 0, 375N, 1700W,  45, 1000, TS,
EP, 08, 2002090218,   , MIWU, 0, 400N, 1699W,  50,  998, TS,
EP, 08, 2002090300,   , MIWU, 0, 432N, 1696W,  55,  996, TS,
EP, 08, 2002090306,   , MIWU, 0, 466N, 1691W,  45, 1000, EX,
EP, 08, 2002090312,   , MIWU, 0, 510N, 1684W,  35, 1004, EX,
EP, 08, 2002090318,   , MIWU, 0, 558N, 1678W,  25, 1008, EX,
