EP, 04, 2002070912,   , MIWU, 0, 120N,  992W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Cristina,
EP, 04, 2002070918,   , MIWU, 0, 124N, 1009W,  20, 1010, DB,
EP, 04, 2002071000,   , MIWU, 0, 126N, 1026W,  20, 1010, DB,
EP, 04, 2002071006,   , MIWU, 0, 125N, 1042W,  20, 1010, DB,
EP, 04, 2002071012,   , MIWU, 0, 124N, 1059W,  20, 1009, DB,
EP, 04, 2002071018,   , MIWU, 0, 126N, 1074W,  20, 1009, DB,
EP, 04, 2002071100,   , MIWU, 0, 130N, 1086W,  20, 1009, DB,
EP, 04, 2002071106,   , MIWU, 0, 137N, 1097W,  25, 1008, TD,
EP, 04, 2002071112,   , MIWU, 0, 142N, 1106W,  30, 1007, TD,
EP, 04, 2002071118,   , MIWU, 0, 143N, 1114W,  30, 1007, TD,
EP, 04, 2002071200,   , MIWU, 0, 142N, 1121W,  35, 1006, TS,
EP, 04, 2002071206,   , MIWU, 0, 140N, 1130W,  40, 1004, TS,
EP, 04, 2002071212,   , MIWU, 0, 139N, 1140W,  40, 1004, TS,
EP, 04, 2002071218,   , MIWU, 0, 139N, 1149W,  40, 1004, TS,
EP, 04, 2002071300,   , MIWU, 0, 140N, 1156W,  40, 1004, TS,
EP, 04, 2002071306,   , MIWU, 0, 143N, 1160W,  45, 1002, TS,
EP, 04, 2002071312,   , MIWU, 0, 147N, 1163W,  45, 1002, TS,
EP, 04, 2002071318,   , MIWU, 0, 152N, 1167W,  45, 1001, TS,
EP, 04, 2002071400,   , MIWU, 0, 157N, 1172W,  50,  999, TS,
EP, 04, 2002071406,   , MIWU, 0, 162N, 1176W,  55,  997, TS,
EP, 04, 2002071412,   , MIWU, 0, 166N, 1178W,  55,  996, TS,
EP, 04, 2002071418,   , MIWU, 0, 170N, 1178W,  45, 1000, TS,
EP, 04, 2002071500,   , MIWU, 0, 176N, 1179W,  40, 1002, TS,
EP, 04, 2002071506,   , MIWU, 0, 182N, 1183W,  35, 1004, TS,
EP, 04, 2002071512,   , MIWU, 0, 187N, 1190W,  35, 1005, LO,
EP, 04, 2002071518,   , MIWU, 0, 191N, 1197W,  30, 1007, LO,
EP, 04, 2002071600,   , MIWU, 0, 195N, 1203W,  30, 1007, LO,
EP, 04, 2002071606,   , MIWU, 0, 198N, 1208W,  25, 1008, LO,
EP, 04, 2002071612,   , MIWU, 0, 200N, 1216W,  20, 1009, LO,
EP, 04, 2002071618,   , MIWU, 0, 201N, 1225W,  20, 1009, LO,
EP, 04, 2002071700,   , MIWU, 0, 203N, 1235W,  20, 1009, LO,
EP, 04, 2002071706,   , MIWU, 0, 205N, 1244W,  15, 1010, LO,
EP, 04, 2002071712,   , MIWU, 0, 206N, 1254W,  15, 1009, LO,
