EP, 09, 2002082500,   , MIWU, 0, 164N, 1075W,  15, 1013, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Genevieve,
EP, 09, 2002082506,   , MIWU, 0, 159N, 1082W,  20, 1011, DB,
EP, 09, 2002082512,   , MIWU, 0, 156N, 1088W,  25, 1010, TD,
EP, 09, 2002082518,   , MIWU, 0, 155N, 1093W,  30, 1008, TD,
EP, 09, 2002082600,   , MIWU, 0, 155N, 1100W,  35, 1006, TS,
EP, 09, 2002082606,   , MIWU, 0, 153N, 1110W,  35, 1006, TS,
EP, 09, 2002082612,   , MIWU, 0, 150N, 1119W,  30, 1007, TD,
EP, 09, 2002082618,   , MIWU, 0, 146N, 1126W,  30, 1007, TD,
EP, 09, 2002082700,   , MIWU, 0, 143N, 1131W,  35, 1005, TS,
EP, 09, 2002082706,   , MIWU, 0, 140N, 1136W,  45, 1001, TS,
EP, 09, 2002082712,   , MIWU, 0, 140N, 1142W,  55,  995, TS,
EP, 09, 2002082718,   , MIWU, 0, 143N, 1148W,  60,  993, TS,
EP, 09, 2002082800,   , MIWU, 0, 147N, 1154W,  65,  990, HU,
EP, 09, 2002082806,   , MIWU, 0, 154N, 1160W,  65,  991, HU,
EP, 09, 2002082812,   , MIWU, 0, 159N, 1168W,  60,  993, TS,
EP, 09, 2002082818,   , MIWU, 0, 164N, 1177W,  55,  995, TS,
EP, 09, 2002082900,   , MIWU, 0, 169N, 1185W,  55,  996, TS,
EP, 09, 2002082906,   , MIWU, 0, 174N, 1194W,  50,  998, TS,
EP, 09, 2002082912,   , MIWU, 0, 179N, 1200W,  45, 1000, TS,
EP, 09, 2002082918,   , MIWU, 0, 185N, 1207W,  40, 1002, TS,
EP, 09, 2002083000,   , MIWU, 0, 191N, 1215W,  40, 1002, TS,
EP, 09, 2002083006,   , MIWU, 0, 198N, 1221W,  40, 1003, TS,
EP, 09, 2002083012,   , MIWU, 0, 202N, 1228W,  35, 1005, TS,
EP, 09, 2002083018,   , MIWU, 0, 207N, 1236W,  35, 1005, LO,
EP, 09, 2002083100,   , MIWU, 0, 215N, 1240W,  35, 1005, LO,
EP, 09, 2002083106,   , MIWU, 0, 224N, 1245W,  30, 1007, LO,
EP, 09, 2002083112,   , MIWU, 0, 233N, 1249W,  30, 1007, LO,
EP, 09, 2002083118,   , MIWU, 0, 240N, 1257W,  30, 1008, LO,
EP, 09, 2002090100,   , MIWU, 0, 244N, 1263W,  25, 1009, LO,
EP, 09, 2002090106,   , MIWU, 0, 249N, 1268W,  20, 1010, LO,
EP, 09, 2002090112,   , MIWU, 0, 254N, 1273W,  20, 1010, LO,
EP, 09, 2002090118,   , MIWU, 0, 259N, 1278W,  20, 1010, LO,
EP, 09, 2002090200,   , MIWU, 0, 261N, 1282W,  20, 1010, LO,
EP, 09, 2002090206,   , MIWU, 0, 261N, 1285W,  15, 1011, LO,
EP, 09, 2002090212,   , MIWU, 0, 260N, 1290W,  15, 1011, LO,
EP, 09, 2002090218,   , MIWU, 0, 261N, 1296W,  15, 1011, LO,
EP, 09, 2002090300,   , MIWU, 0, 262N, 1301W,  15, 1012, LO,
EP, 09, 2002090306,   , MIWU, 0, 264N, 1305W,  15, 1012, LO,
EP, 09, 2002090312,   , MIWU, 0, 268N, 1306W,  15, 1012, LO,
