EP, 05, 2002071818,   , MIWU, 0, 104N, 1050W,  15, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Douglas,
EP, 05, 2002071900,   , MIWU, 0, 107N, 1053W,  20, 1010, DB,
EP, 05, 2002071906,   , MIWU, 0, 111N, 1054W,  20, 1009, DB,
EP, 05, 2002071912,   , MIWU, 0, 115N, 1054W,  20, 1009, DB,
EP, 05, 2002071918,   , MIWU, 0, 118N, 1055W,  25, 1008, TD,
EP, 05, 2002072000,   , MIWU, 0, 120N, 1057W,  30, 1006, TD,
EP, 05, 2002072006,   , MIWU, 0, 124N, 1060W,  35, 1004, TS,
EP, 05, 2002072012,   , MIWU, 0, 130N, 1063W,  40, 1002, TS,
EP, 05, 2002072018,   , MIWU, 0, 137N, 1066W,  45, 1000, TS,
EP, 05, 2002072100,   , MIWU, 0, 144N, 1070W,  50,  997, TS,
EP, 05, 2002072106,   , MIWU, 0, 154N, 1075W,  55,  994, TS,
EP, 05, 2002072112,   , MIWU, 0, 161N, 1082W,  60,  990, TS,
EP, 05, 2002072118,   , MIWU, 0, 166N, 1092W,  60,  990, TS,
EP, 05, 2002072200,   , MIWU, 0, 169N, 1102W,  65,  985, HU,
EP, 05, 2002072206,   , MIWU, 0, 172N, 1112W,  75,  975, HU,
EP, 05, 2002072212,   , MIWU, 0, 173N, 1120W,  85,  965, HU,
EP, 05, 2002072218,   , MIWU, 0, 172N, 1126W,  90,  960, HU,
EP, 05, 2002072300,   , MIWU, 0, 173N, 1133W,  90,  958, HU,
EP, 05, 2002072306,   , MIWU, 0, 174N, 1140W,  85,  958, HU,
EP, 05, 2002072312,   , MIWU, 0, 177N, 1148W,  85,  959, HU,
EP, 05, 2002072318,   , MIWU, 0, 182N, 1159W,  85,  959, HU,
EP, 05, 2002072400,   , MIWU, 0, 187N, 1170W,  85,  960, HU,
EP, 05, 2002072406,   , MIWU, 0, 195N, 1183W,  80,  963, HU,
EP, 05, 2002072412,   , MIWU, 0, 200N, 1200W,  70,  970, HU,
EP, 05, 2002072418,   , MIWU, 0, 203N, 1217W,  60,  978, TS,
EP, 05, 2002072500,   , MIWU, 0, 205N, 1238W,  55,  982, TS,
EP, 05, 2002072506,   , MIWU, 0, 207N, 1255W,  45,  990, TS,
EP, 05, 2002072512,   , MIWU, 0, 207N, 1275W,  40,  994, TS,
EP, 05, 2002072518,   , MIWU, 0, 206N, 1294W,  35,  998, LO,
EP, 05, 2002072600,   , MIWU, 0, 208N, 1314W,  35, 1000, LO,
EP, 05, 2002072606,   , MIWU, 0, 211N, 1334W,  35, 1000, LO,
EP, 05, 2002072612,   , MIWU, 0, 215N, 1354W,  30, 1003, LO,
EP, 05, 2002072618,   , MIWU, 0, 217N, 1374W,  25, 1005, LO,
EP, 05, 2002072700,   , MIWU, 0, 217N, 1394W,  20, 1007, LO,
EP, 05, 2002072706,   , MIWU, 0, 217N, 1414W,  20, 1008, LO,
EP, 05, 2002072712,   , MIWU, 0, 216N, 1434W,  20, 1008, LO,
EP, 05, 2002072718,   , MIWU, 0, 213N, 1453W,  15, 1010, LO,
EP, 05, 2002072800,   , MIWU, 0, 210N, 1471W,  15, 1011, LO,
