EP, 02, 2002060712,   , MIWU, 0, 160N, 1013W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Boris,
EP, 02, 2002060718,   , MIWU, 0, 162N, 1019W,  20, 1010, DB,
EP, 02, 2002060800,   , MIWU, 0, 163N, 1024W,  20, 1010, DB,
EP, 02, 2002060806,   , MIWU, 0, 162N, 1028W,  25, 1008, TD,
EP, 02, 2002060812,   , MIWU, 0, 164N, 1031W,  30, 1006, TD,
EP, 02, 2002060818,   , MIWU, 0, 167N, 1035W,  40, 1002, TS,
EP, 02, 2002060900,   , MIWU, 0, 169N, 1040W,  50,  998, TS,
EP, 02, 2002060906,   , MIWU, 0, 170N, 1043W,  50,  999, TS,
EP, 02, 2002060912,   , MIWU, 0, 171N, 1044W,  45, 1001, TS,
EP, 02, 2002060918,   , MIWU, 0, 172N, 1043W,  35, 1005, TS,
EP, 02, 2002061000,   , MIWU, 0, 173N, 1041W,  25, 1008, TD,
EP, 02, 2002061006,   , MIWU, 0, 173N, 1040W,  25, 1008, TD,
EP, 02, 2002061012,   , MIWU, 0, 172N, 1038W,  25, 1008, TD,
EP, 02, 2002061018,   , MIWU, 0, 170N, 1037W,  30, 1007, TD,
EP, 02, 2002061100,   , MIWU, 0, 170N, 1036W,  30, 1007, TD,
EP, 02, 2002061106,   , MIWU, 0, 170N, 1035W,  20, 1010, DB,
EP, 02, 2002061112,   , MIWU, 0, 170N, 1033W,  20, 1010, DB,
EP, 02, 2002061118,   , MIWU, 0, 169N, 1031W,  20, 1010, DB,
EP, 02, 2002061200,   , MIWU, 0, 167N, 1027W,  15, 1011, DB,
EP, 02, 2002061206,   , MIWU, 0, 168N, 1021W,  15, 1011, DB,
