SH, 02, 2024111100,   , MIWU, 0,  88S,  820E,  20, 1008, DB, 34, NEQ,   0,   0,   0,   0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Bheki,
SH, 02, 2024111106,   , MIWU, 0,  90S,  810E,  20, 1008, DB,
SH, 02, 2024111112,   , MIWU, 0,  92S,  800E,  20, 1008, DB,
SH, 02, 2024111118,   , MIWU, 0,  95S,  791E,  25, 1006, TD,
SH, 02, 2024111200,   , MIWU, 0,  98S,  783E,  30, 1004, TD,
SH, 02, 2024111206,   , MIWU, 0, 100S,  777E,  30, 1004, TD,
SH, 02, 2024111212,   , MIWU, 0, 101S,  772E,  30, 1005, TD,
SH, 02, 2024111218,   , MIWU, 0, 101S,  770E,  30, 1005, TD,
SH, 02, 2024111300,   , MIWU, 0, 100S,  770E,  25, 1007, TD,
SH, 02, 2024111306,   , MIWU, 0, 100S,  769E,  25, 1006, TD,
SH, 02, 2024111312,   , MIWU, 0, 100S,  767E,  30, 1004, TD,
SH, 02, 2024111318,   , MIWU, 0, 100S,  764E,  30, 1004, TD,
SH, 02, 2024111400,   , MIWU, 0, 101S,  761E,  35, 1002, TS,
SH, 02, 2024111406,   , MIWU, 0, 102S,  759E,  40,  999, TS,
SH, 02, 2024111412,   , MIWU, 0, 105S,  757E,  45,  996, TS,
SH, 02, 2024111418,   , MIWU, 0, 109S,  756E,  50,  993, TS,
SH, 02, 2024111500,   , MIWU, 0, 114S,  754E,  55,  990, TS,
SH, 02, 2024111506,   , MIWU, 0, 119S,  752E,  55,  989, TS,
SH, 02, 2024111512,   , MIWU, 0, 124S,  749E,  60,  986, TS,
SH, 02, 2024111518,   , MIWU, 0, 130S,  745E,  70,  978, TY,
SH, 02, 2024111600,   , MIWU, 0, 136S,  738E,  70,  976, TY,
SH, 02, 2024111606,   , MIWU, 0, 141S,  732E,  75,  972, TY,
SH, 02, 2024111612,   , MIWU, 0, 147S,  725E,  80,  968, TY,
SH, 02, 2024111618,   , MIWU, 0, 152S,  718E,  90,  960, TY,
SH, 02, 2024111700,   , MIWU, 0, 156S,  712E, 100,  952, TY,
SH, 02, 2024111706,   , MIWU, 0, 160S,  707E, 105,  949, TY,
SH, 02, 2024111712,   , MIWU, 0, 164S,  703E, 110,  946, TY,
SH, 02, 2024111718,   , MIWU, 0, 168S,  700E, 105,  945, TY,
SH, 02, 2024111800,   , MIWU, 0, 171S,  697E, 100,  947, TY,
SH, 02, 2024111806,   , MIWU, 0, 173S,  694E, 100,  948, TY,
SH, 02, 2024111812,   , MIWU, 0, 175S,  691E,  90,  956, TY,
SH, 02, 2024111818,   , MIWU, 0, 176S,  687E,  80,  964, TY,
SH, 02, 2024111900,   , MIWU, 0, 176S,  681E,  75,  967, TY,
SH, 02, 2024111906,   , MIWU, 0, 177S,  672E,  70,  970, TY,
SH, 02, 2024111912,   , MIWU, 0, 179S,  662E,  65,  974, TY,
SH, 02, 2024111918,   , MIWU, 0, 181S,  650E,  60,  978, TS,
SH, 02, 2024112000,   , MIWU, 0, 184S,  637E,  50,  986, TS,
SH, 02, 2024112006,   , MIWU, 0, 188S,  623E,  40,  992, LO,
SH, 02, 2024112012,   , MIWU, 0, 192S,  610E,  35,  995, LO,
SH, 02, 2024112018,   , MIWU, 0, 196S,  598E,  35,  995, LO,
SH, 02, 2024112100,   , MIWU, 0, 200S,  587E,  35,  996, LO,
SH, 02, 2024112106,   , MIWU, 0, 205S,  576E,  35,  996, TS,
SH, 02, 2024112112,   , MIWU, 0, 211S,  566E,  40,  994, TS,
SH, 02, 2024112118,   , MIWU, 0, 216S,  558E,  40,  994, TS,
SH, 02, 2024112200,   , MIWU, 0, 220S,  551E,  35,  997, LO,
SH, 02, 2024112206,   , MIWU, 0, 223S,  544E,  35,  997, LO,
SH, 02, 2024112212,   , MIWU, 0, 226S,  536E,  35,  997, LO,
SH, 02, 2024112218,   , MIWU, 0, 228S,  530E,  30, 1000, LO,
SH, 02, 2024112300,   , MIWU, 0, 229S,  525E,  30, 1000, LO,
SH, 02, 2024112306,   , MIWU, 0, 231S,  520E,  25, 1003, LO,
SH, 02, 2024112312,   , MIWU, 0, 234S,  515E,  25, 1003, LO,
SH, 02, 2024112318,   , MIWU, 0, 238S,  511E,  20, 1006, LO,
SH, 02, 2024112400,   , MIWU, 0, 243S,  510E,  20, 1006, LO,
SH, 02, 2024112406,   , MIWU, 0, 248S,  510E,  20, 1006, LO,
SH, 02, 2024112412,   , MIWU, 0, 252S,  509E,  15, 1009, LO,
SH, 02, 2024112418,   , MIWU, 0, 255S,  507E,  15, 1010, LO,
SH, 02, 2024112500,   , MIWU, 0, 257S,  504E,  15, 1010, LO,
