SH, 18, 2025022100,   , MIWU, 0, 140S, 1482E,  20, 1008, DB, 34, NEQ,   0,   0,   0,   0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Alfred,
SH, 18, 2025022106,   , MIWU, 0, 144S, 1488E,  20, 1008, DB,
SH, 18, 2025022112,   , MIWU, 0, 148S, 1493E,  25, 1006, TD,
SH, 18, 2025022118,   , MIWU, 0, 151S, 1498E,  30, 1004, TD,
SH, 18, 2025022200,   , MIWU, 0, 154S, 1502E,  30, 1003, TD,
SH, 18, 2025022206,   , MIWU, 0, 155S, 1506E,  35, 1000, TS,
SH, 18, 2025022212,   , MIWU, 0, 153S, 1510E,  35, 1000, TS,
SH, 18, 2025022218,   , MIWU, 0, 150S, 1515E,  40,  997, TS,
SH, 18, 2025022300,   , MIWU, 0, 147S, 1520E,  45,  994, TS,
SH, 18, 2025022306,   , MIWU, 0, 145S, 1525E,  50,  991, TS,
SH, 18, 2025022312,   , MIWU, 0, 145S, 1530E,  55,  988, TS,
SH, 18, 2025022318,   , MIWU, 0, 143S, 1534E,  60,  985, TS,
SH, 18, 2025022400,   , MIWU, 0, 141S, 1537E,  65,  982, TY,
SH, 18, 2025022406,   , MIWU, 0, 140S, 1540E,  65,  982, TY,
SH, 18, 2025022412,   , MIWU, 0, 139S, 1543E,  60,  984, TS,
SH, 18, 2025022418,   , MIWU, 0, 140S, 1545E,  65,  981, TY,
SH, 18, 2025022500,   , MIWU, 0, 142S, 1546E,  65,  980, TY,
SH, 18, 2025022506,   , MIWU, 0, 144S, 1548E,  60,  983, TS,
SH, 18, 2025022512,   , MIWU, 0, 146S, 1550E,  65,  981, TY,
SH, 18, 2025022518,   , MIWU, 0, 147S, 1551E,  65,  980, TY,
SH, 18, 2025022600,   , MIWU, 0, 149S, 1550E,  70,  977, TY,
SH, 18, 2025022606,   , MIWU, 0, 152S, 1550E,  75,  974, TY,
SH, 18, 2025022612,   , MIWU, 0, 156S, 1552E,  80,  971, TY,
SH, 18, 2025022618,   , MIWU, 0, 161S, 1554E,  85,  968, TY,
SH, 18, 2025022700,   , MIWU, 0, 167S, 1555E,  90,  964, TY,
SH, 18, 2025022706,   , MIWU, 0, 174S, 1554E, 100,  956, TY,
SH, 18, 2025022712,   , MIWU, 0, 180S, 1555E,  90,  960, TY,
SH, 18, 2025022718,   , MIWU, 0, 186S, 1556E,  95,  957, TY,
SH, 18, 2025022800,   , MIWU, 0, 193S, 1557E, 105,  951, TY,
SH, 18, 2025022803,   , MIWU, 0, 196S, 1558E, 120,  940, TY,
SH, 18, 2025022806,   , MIWU, 0, 200S, 1558E, 110,  944, TY,
SH, 18, 2025022812,   , MIWU, 0, 205S, 1557E, 100,  950, TY,
SH, 18, 2025022818,   , MIWU, 0, 210S, 1556E,  90,  956, TY,
SH, 18, 2025030100,   , MIWU, 0, 214S, 1555E,  80,  962, TY,
SH, 18, 2025030106,   , MIWU, 0, 219S, 1556E,  70,  970, TY,
SH, 18, 2025030112,   , MIWU, 0, 224S, 1556E,  60,  978, TS,
SH, 18, 2025030118,   , MIWU, 0, 228S, 1555E,  50,  986, SS,
SH, 18, 2025030200,   , MIWU, 0, 232S, 1555E,  50,  986, SS,
SH, 18, 2025030206,   , MIWU, 0, 237S, 1557E,  50,  986, SS,
SH, 18, 2025030212,   , MIWU, 0, 243S, 1561E,  55,  984, TS,
SH, 18, 2025030218,   , MIWU, 0, 250S, 1566E,  55,  984, TS,
SH, 18, 2025030300,   , MIWU, 0, 256S, 1570E,  50,  987, TS,
SH, 18, 2025030306,   , MIWU, 0, 261S, 1575E,  45,  990, TS,
SH, 18, 2025030312,   , MIWU, 0, 266S, 1581E,  45,  990, SS,
SH, 18, 2025030318,   , MIWU, 0, 270S, 1586E,  50,  988, SS,
SH, 18, 2025030400,   , MIWU, 0, 273S, 1589E,  50,  988, SS,
SH, 18, 2025030406,   , MIWU, 0, 275S, 1591E,  45,  990, SS,
SH, 18, 2025030412,   , MIWU, 0, 276S, 1588E,  40,  992, SS,
SH, 18, 2025030418,   , MIWU, 0, 274S, 1581E,  40,  992, SS,
SH, 18, 2025030500,   , MIWU, 0, 272S, 1572E,  45,  990, SS,
SH, 18, 2025030506,   , MIWU, 0, 271S, 1567E,  45,  990, SS,
SH, 18, 2025030512,   , MIWU, 0, 273S, 1564E,  45,  990, SS,
SH, 18, 2025030518,   , MIWU, 0, 275S, 1561E,  45,  990, SS,
SH, 18, 2025030600,   , MIWU, 0, 274S, 1557E,  45,  990, TS,
SH, 18, 2025030606,   , MIWU, 0, 272S, 1553E,  45,  989, TS,
SH, 18, 2025030612,   , MIWU, 0, 274S, 1550E,  50,  987, TS,
SH, 18, 2025030618,   , MIWU, 0, 275S, 1550E,  50,  988, TS,
SH, 18, 2025030700,   , MIWU, 0, 276S, 1548E,  45,  990, TS,
SH, 18, 2025030706,   , MIWU, 0, 276S, 1545E,  45,  990, TS,
SH, 18, 2025030712,   , MIWU, 0, 274S, 1540E,  45,  991, TS,
SH, 18, 2025030718,   , MIWU, 0, 272S, 1536E,  40,  994, TS,
SH, 18, 2025030800,   , MIWU, 0, 270S, 1533E,  35,  996, TS,
SH, 18, 2025030806,   , MIWU, 0, 269S, 1531E,  35,  996, TS,
SH, 18, 2025030812,   , MIWU, 0, 269S, 1529E,  30,  999, TD,
SH, 18, 2025030818,   , MIWU, 0, 270S, 1525E,  25, 1002, LO,
SH, 18, 2025030900,   , MIWU, 0, 271S, 1518E,  20, 1005, LO,
SH, 18, 2025030906,   , MIWU, 0, 272S, 1506E,  15, 1008, LO,
