SH, 04, 2024120706,   , MIWU, 0, 102S,  744E,  20, 1010, DB, 34, NEQ,   0,   0,   0,   0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Chido,
SH, 04, 2024120712,   , MIWU, 0, 105S,  731E,  20, 1010, DB,
SH, 04, 2024120718,   , MIWU, 0, 108S,  717E,  20, 1010, DB,
SH, 04, 2024120800,   , MIWU, 0, 110S,  702E,  25, 1008, TD,
SH, 04, 2024120806,   , MIWU, 0, 109S,  686E,  25, 1008, TD,
SH, 04, 2024120812,   , MIWU, 0, 109S,  670E,  30, 1006, TD,
SH, 04, 2024120818,   , MIWU, 0, 110S,  657E,  35, 1004, TS,
SH, 04, 2024120900,   , MIWU, 0, 112S,  646E,  40, 1002, TS,
SH, 04, 2024120906,   , MIWU, 0, 113S,  636E,  40, 1002, TS,
SH, 04, 2024120912,   , MIWU, 0, 112S,  628E,  45, 1000, TS,
SH, 04, 2024120918,   , MIWU, 0, 110S,  620E,  45,  999, TS,
SH, 04, 2024121000,   , MIWU, 0, 107S,  613E,  50,  996, TS,
SH, 04, 2024121006,   , MIWU, 0, 105S,  607E,  60,  990, TS,
SH, 04, 2024121012,   , MIWU, 0, 104S,  601E,  70,  984, TY,
SH, 04, 2024121018,   , MIWU, 0, 104S,  596E,  75,  981, TY,
SH, 04, 2024121100,   , MIWU, 0, 105S,  590E,  85,  974, TY,
SH, 04, 2024121106,   , MIWU, 0, 105S,  583E,  95,  966, TY,
SH, 04, 2024121112,   , MIWU, 0, 103S,  574E, 105,  958, TY,
SH, 04, 2024121118,   , MIWU, 0, 103S,  565E, 120,  946, TY,
SH, 04, 2024121200,   , MIWU, 0, 104S,  554E, 130,  940, ST,
SH, 04, 2024121206,   , MIWU, 0, 106S,  543E, 140,  934, ST,
SH, 04, 2024121209,   , MIWU, 0, 107S,  537E, 145,  930, ST,
SH, 04, 2024121212,   , MIWU, 0, 109S,  532E, 135,  934, ST,
SH, 04, 2024121218,   , MIWU, 0, 110S,  520E, 120,  943, TY,
SH, 04, 2024121300,   , MIWU, 0, 110S,  509E, 105,  952, TY,
SH, 04, 2024121306,   , MIWU, 0, 112S,  498E, 110,  950, TY,
SH, 04, 2024121312,   , MIWU, 0, 115S,  487E, 120,  946, TY,
SH, 04, 2024121318,   , MIWU, 0, 119S,  475E, 115,  949, TY,
SH, 04, 2024121400,   , MIWU, 0, 122S,  463E, 105,  955, TY,
SH, 04, 2024121406,   , MIWU, 0, 126S,  451E, 115,  951, TY,
SH, 04, 2024121412,   , MIWU, 0, 130S,  439E, 110,  954, TY,
SH, 04, 2024121418,   , MIWU, 0, 132S,  427E, 110,  954, TY,
SH, 04, 2024121500,   , MIWU, 0, 133S,  414E, 115,  952, TY,
SH, 04, 2024121504,   , MIWU, 0, 133S,  406E, 120,  950, TY,
SH, 04, 2024121506,   , MIWU, 0, 133S,  400E, 105,  959, TY,
SH, 04, 2024121512,   , MIWU, 0, 136S,  385E,  65,  989, TY,
SH, 04, 2024121518,   , MIWU, 0, 140S,  372E,  40, 1000, TS,
SH, 04, 2024121600,   , MIWU, 0, 144S,  359E,  25, 1006, TD,
SH, 04, 2024121606,   , MIWU, 0, 149S,  346E,  25, 1006, TD,
SH, 04, 2024121612,   , MIWU, 0, 154S,  334E,  20, 1008, DB,
SH, 04, 2024121618,   , MIWU, 0, 160S,  325E,  15, 1010, DB,
SH, 04, 2024121700,   , MIWU, 0, 169S,  318E,  10, 1012, DB,
