WP, 16, 1996081112,   , MIWU, 0, 229N, 1084E,  20, 1004, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Marty,
WP, 16, 1996081118,   , MIWU, 0, 224N, 1086E,  20, 1004, DB,
WP, 16, 1996081200,   , MIWU, 0, 219N, 1085E,  20, 1003, DB,
WP, 16, 1996081206,   , MIWU, 0, 215N, 1082E,  25, 1001, TD,
WP, 16, 1996081212,   , MIWU, 0, 212N, 1079E,  25, 1001, TD,
WP, 16, 1996081218,   , MIWU, 0, 210N, 1077E,  30,  999, TD,
WP, 16, 1996081300,   , MIWU, 0, 208N, 1075E,  35,  997, TS,
WP, 16, 1996081306,   , MIWU, 0, 206N, 1073E,  35,  996, TS,
WP, 16, 1996081312,   , MIWU, 0, 205N, 1070E,  35,  996, TS,
WP, 16, 1996081318,   , MIWU, 0, 204N, 1068E,  40,  994, TS,
WP, 16, 1996081400,   , MIWU, 0, 204N, 1065E,  45,  992, TS,
WP, 16, 1996081406,   , MIWU, 0, 203N, 1062E,  40,  994, TS,
WP, 16, 1996081412,   , MIWU, 0, 203N, 1059E,  35,  996, TS,
WP, 16, 1996081418,   , MIWU, 0, 203N, 1056E,  30,  998, TD,
WP, 16, 1996081500,   , MIWU, 0, 204N, 1053E,  30,  998, TD,
WP, 16, 1996081506,   , MIWU, 0, 205N, 1049E,  25, 1000, TD,
WP, 16, 1996081512,   , MIWU, 0, 204N, 1044E,  25, 1000, TD,
WP, 16, 1996081518,   , MIWU, 0, 203N, 1039E,  20, 1002, DB,
WP, 16, 1996081600,   , MIWU, 0, 203N, 1034E,  20, 1002, DB,
WP, 16, 1996081606,   , MIWU, 0, 203N, 1030E,  20, 1003, DB,
WP, 16, 1996081612,   , MIWU, 0, 204N, 1027E,  15, 1005, DB,
WP, 16, 1996081618,   , MIWU, 0, 204N, 1024E,  15, 1006, DB,
WP, 16, 1996081700,   , MIWU, 0, 204N, 1021E,  15, 1006, DB,
