WP, 39, 1996110706,   , MIWU, 0, 158N, 1248E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, ThirtyNine-W,
WP, 39, 1996110712,   , MIWU, 0, 163N, 1244E,  20, 1005, DB,
WP, 39, 1996110718,   , MIWU, 0, 168N, 1238E,  20, 1004, DB,
WP, 39, 1996110800,   , MIWU, 0, 173N, 1228E,  20, 1004, DB,
WP, 39, 1996110806,   , MIWU, 0, 178N, 1216E,  20, 1004, DB,
WP, 39, 1996110812,   , MIWU, 0, 184N, 1205E,  25, 1002, TD,
WP, 39, 1996110818,   , MIWU, 0, 188N, 1196E,  30, 1000, TD,
WP, 39, 1996110900,   , MIWU, 0, 192N, 1190E,  30, 1000, TD,
WP, 39, 1996110906,   , MIWU, 0, 196N, 1185E,  30,  999, TD,
WP, 39, 1996110912,   , MIWU, 0, 199N, 1181E,  30,  999, TD,
WP, 39, 1996110918,   , MIWU, 0, 197N, 1178E,  25, 1001, TD,
WP, 39, 1996111000,   , MIWU, 0, 194N, 1179E,  25, 1002, LO,
WP, 39, 1996111006,   , MIWU, 0, 195N, 1181E,  20, 1004, LO,
