WP, 01, 2009043018,   , MIWU, 0, 131N, 1239E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Kujira,
WP, 01, 2009050100,   , MIWU, 0, 131N, 1235E,  20, 1009, DB,
WP, 01, 2009050106,   , MIWU, 0, 131N, 1233E,  20, 1008, DB,
WP, 01, 2009050112,   , MIWU, 0, 132N, 1232E,  25, 1006, TD,
WP, 01, 2009050118,   , MIWU, 0, 133N, 1233E,  30, 1004, TD,
WP, 01, 2009050200,   , MIWU, 0, 134N, 1234E,  35, 1002, TS,
WP, 01, 2009050206,   , MIWU, 0, 135N, 1236E,  40, 1000, TS,
WP, 01, 2009050212,   , MIWU, 0, 135N, 1238E,  45,  998, TS,
WP, 01, 2009050218,   , MIWU, 0, 137N, 1241E,  50,  995, TS,
WP, 01, 2009050300,   , MIWU, 0, 139N, 1245E,  55,  992, TS,
WP, 01, 2009050306,   , MIWU, 0, 141N, 1251E,  65,  986, TY,
WP, 01, 2009050312,   , MIWU, 0, 146N, 1259E,  75,  980, TY,
WP, 01, 2009050318,   , MIWU, 0, 152N, 1268E,  85,  972, TY,
WP, 01, 2009050400,   , MIWU, 0, 157N, 1277E,  95,  964, TY,
WP, 01, 2009050406,   , MIWU, 0, 163N, 1287E, 110,  952, TY,
WP, 01, 2009050412,   , MIWU, 0, 167N, 1298E, 125,  940, TY,
WP, 01, 2009050415,   , MIWU, 0, 169N, 1305E, 130,  935, ST,
WP, 01, 2009050418,   , MIWU, 0, 172N, 1312E, 125,  932, ST,
WP, 01, 2009050500,   , MIWU, 0, 177N, 1326E, 110,  942, TY,
WP, 01, 2009050506,   , MIWU, 0, 183N, 1340E, 100,  950, TY,
WP, 01, 2009050512,   , MIWU, 0, 188N, 1355E, 115,  944, TY,
WP, 01, 2009050518,   , MIWU, 0, 195N, 1369E, 110,  946, TY,
WP, 01, 2009050600,   , MIWU, 0, 204N, 1384E, 105,  949, TY,
WP, 01, 2009050606,   , MIWU, 0, 216N, 1400E, 100,  952, TY,
WP, 01, 2009050612,   , MIWU, 0, 229N, 1415E,  90,  960, TY,
WP, 01, 2009050618,   , MIWU, 0, 244N, 1428E,  75,  972, TY,
WP, 01, 2009050700,   , MIWU, 0, 260N, 1440E,  60,  981, TS,
WP, 01, 2009050706,   , MIWU, 0, 281N, 1453E,  50,  987, EX,
WP, 01, 2009050712,   , MIWU, 0, 302N, 1473E,  45,  990, EX,
WP, 01, 2009050718,   , MIWU, 0, 322N, 1496E,  40,  992, EX,
WP, 01, 2009050800,   , MIWU, 0, 342N, 1509E,  30,  996, EX,
WP, 01, 2009050806,   , MIWU, 0, 360N, 1516E,  25,  998, EX,
WP, 01, 2009050812,   , MIWU, 0, 377N, 1526E,  20, 1000, EX,
