WP, 02, 2009050118,   , MIWU, 0, 105N, 1121E,  15, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Chan-hom,
WP, 02, 2009050200,   , MIWU, 0, 106N, 1120E,  20, 1010, DB,
WP, 02, 2009050206,   , MIWU, 0, 106N, 1118E,  20, 1009, DB,
WP, 02, 2009050212,   , MIWU, 0, 104N, 1116E,  25, 1007, TD,
WP, 02, 2009050218,   , MIWU, 0, 101N, 1115E,  30, 1005, TD,
WP, 02, 2009050300,   , MIWU, 0,  98N, 1115E,  35, 1003, TS,
WP, 02, 2009050306,   , MIWU, 0,  97N, 1116E,  35, 1003, TS,
WP, 02, 2009050312,   , MIWU, 0,  99N, 1118E,  35, 1002, TS,
WP, 02, 2009050318,   , MIWU, 0, 103N, 1120E,  40, 1000, TS,
WP, 02, 2009050400,   , MIWU, 0, 107N, 1123E,  40,  999, TS,
WP, 02, 2009050406,   , MIWU, 0, 111N, 1124E,  45,  997, TS,
WP, 02, 2009050412,   , MIWU, 0, 114N, 1122E,  50,  995, TS,
WP, 02, 2009050418,   , MIWU, 0, 117N, 1119E,  65,  989, TY,
WP, 02, 2009050500,   , MIWU, 0, 121N, 1119E,  65,  988, TY,
WP, 02, 2009050506,   , MIWU, 0, 125N, 1120E,  60,  990, TS,
WP, 02, 2009050512,   , MIWU, 0, 130N, 1123E,  55,  992, TS,
WP, 02, 2009050518,   , MIWU, 0, 134N, 1127E,  55,  991, TS,
WP, 02, 2009050600,   , MIWU, 0, 137N, 1133E,  55,  990, TS,
WP, 02, 2009050606,   , MIWU, 0, 141N, 1140E,  60,  987, TS,
WP, 02, 2009050612,   , MIWU, 0, 144N, 1150E,  60,  986, TS,
WP, 02, 2009050618,   , MIWU, 0, 148N, 1162E,  70,  980, TY,
WP, 02, 2009050700,   , MIWU, 0, 153N, 1176E,  85,  971, TY,
WP, 02, 2009050706,   , MIWU, 0, 158N, 1188E,  85,  970, TY,
WP, 02, 2009050712,   , MIWU, 0, 164N, 1203E,  75,  974, TY,
WP, 02, 2009050718,   , MIWU, 0, 168N, 1218E,  45,  992, TS,
WP, 02, 2009050800,   , MIWU, 0, 170N, 1234E,  45,  993, TS,
WP, 02, 2009050806,   , MIWU, 0, 170N, 1252E,  40,  995, TS,
WP, 02, 2009050812,   , MIWU, 0, 169N, 1264E,  40,  996, TS,
WP, 02, 2009050818,   , MIWU, 0, 170N, 1271E,  35,  998, TS,
WP, 02, 2009050900,   , MIWU, 0, 172N, 1277E,  30, 1000, TD,
WP, 02, 2009050906,   , MIWU, 0, 175N, 1282E,  30, 1000, TD,
WP, 02, 2009050912,   , MIWU, 0, 179N, 1285E,  30, 1001, TD,
WP, 02, 2009050918,   , MIWU, 0, 184N, 1284E,  30, 1001, LO,
WP, 02, 2009051000,   , MIWU, 0, 190N, 1282E,  25, 1003, LO,
WP, 02, 2009051006,   , MIWU, 0, 197N, 1281E,  25, 1003, LO,
WP, 02, 2009051012,   , MIWU, 0, 203N, 1278E,  25, 1003, LO,
WP, 02, 2009051018,   , MIWU, 0, 207N, 1275E,  25, 1004, LO,
WP, 02, 2009051100,   , MIWU, 0, 211N, 1272E,  25, 1004, LO,
WP, 02, 2009051106,   , MIWU, 0, 216N, 1268E,  20, 1006, LO,
WP, 02, 2009051112,   , MIWU, 0, 222N, 1270E,  20, 1006, LO,
WP, 02, 2009051118,   , MIWU, 0, 230N, 1270E,  20, 1006, LO,
WP, 02, 2009051200,   , MIWU, 0, 237N, 1268E,  20, 1006, LO,
WP, 02, 2009051206,   , MIWU, 0, 242N, 1270E,  15, 1008, LO,
WP, 02, 2009051212,   , MIWU, 0, 247N, 1276E,  15, 1008, LO,
WP, 02, 2009051218,   , MIWU, 0, 254N, 1283E,  15, 1009, LO,
WP, 02, 2009051300,   , MIWU, 0, 258N, 1288E,  15, 1009, LO,
WP, 02, 2009051306,   , MIWU, 0, 260N, 1294E,  15, 1009, LO,
