WP, 15, 1992082206,   , MIWU, 0,  71N, 1655E,  20, 1006, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Omar,
WP, 15, 1992082212,   , MIWU, 0,  72N, 1642E,  20, 1006, DB,
WP, 15, 1992082218,   , MIWU, 0,  72N, 1628E,  20, 1006, DB,
WP, 15, 1992082300,   , MIWU, 0,  73N, 1613E,  20, 1005, DB,
WP, 15, 1992082306,   , MIWU, 0,  74N, 1597E,  20, 1005, DB,
WP, 15, 1992082312,   , MIWU, 0,  75N, 1583E,  25, 1002, TD,
WP, 15, 1992082318,   , MIWU, 0,  77N, 1571E,  25, 1001, TD,
WP, 15, 1992082400,   , MIWU, 0,  80N, 1560E,  30,  999, TD,
WP, 15, 1992082406,   , MIWU, 0,  84N, 1551E,  35,  997, TS,
WP, 15, 1992082412,   , MIWU, 0,  89N, 1545E,  35,  997, TS,
WP, 15, 1992082418,   , MIWU, 0,  92N, 1538E,  35,  998, TS,
WP, 15, 1992082500,   , MIWU, 0,  95N, 1529E,  30, 1000, TD,
WP, 15, 1992082506,   , MIWU, 0,  99N, 1520E,  30, 1001, TD,
WP, 15, 1992082512,   , MIWU, 0, 104N, 1512E,  40,  995, TS,
WP, 15, 1992082518,   , MIWU, 0, 109N, 1504E,  40,  994, TS,
WP, 15, 1992082600,   , MIWU, 0, 111N, 1497E,  45,  991, TS,
WP, 15, 1992082606,   , MIWU, 0, 112N, 1492E,  45,  990, TS,
WP, 15, 1992082612,   , MIWU, 0, 113N, 1489E,  50,  987, TS,
WP, 15, 1992082618,   , MIWU, 0, 115N, 1487E,  55,  983, TS,
WP, 15, 1992082700,   , MIWU, 0, 118N, 1484E,  60,  978, TS,
WP, 15, 1992082706,   , MIWU, 0, 122N, 1480E,  65,  972, TY,
WP, 15, 1992082712,   , MIWU, 0, 125N, 1475E,  70,  966, TY,
WP, 15, 1992082718,   , MIWU, 0, 127N, 1468E,  75,  960, TY,
WP, 15, 1992082800,   , MIWU, 0, 131N, 1460E,  80,  955, TY,
WP, 15, 1992082806,   , MIWU, 0, 134N, 1451E, 100,  935, TY,
WP, 15, 1992082812,   , MIWU, 0, 137N, 1442E, 120,  916, TY,
WP, 15, 1992082818,   , MIWU, 0, 140N, 1433E, 130,  908, ST,
WP, 15, 1992082900,   , MIWU, 0, 142N, 1425E, 135,  905, ST,
WP, 15, 1992082906,   , MIWU, 0, 143N, 1417E, 135,  906, ST,
WP, 15, 1992082910,   , MIWU, 0, 142N, 1413E, 135,  905, ST,
WP, 15, 1992082912,   , MIWU, 0, 142N, 1411E, 135,  904, ST,
WP, 15, 1992082918,   , MIWU, 0, 144N, 1406E, 130,  906, ST,
WP, 15, 1992083000,   , MIWU, 0, 148N, 1401E, 120,  912, TY,
WP, 15, 1992083006,   , MIWU, 0, 153N, 1396E, 105,  924, TY,
WP, 15, 1992083012,   , MIWU, 0, 157N, 1391E, 110,  922, TY,
WP, 15, 1992083018,   , MIWU, 0, 161N, 1385E, 120,  918, TY,
WP, 15, 1992083100,   , MIWU, 0, 165N, 1377E, 125,  916, TY,
WP, 15, 1992083106,   , MIWU, 0, 169N, 1369E, 125,  915, TY,
WP, 15, 1992083112,   , MIWU, 0, 172N, 1360E, 115,  922, TY,
WP, 15, 1992083118,   , MIWU, 0, 178N, 1351E, 105,  930, TY,
WP, 15, 1992090100,   , MIWU, 0, 185N, 1341E,  95,  938, TY,
WP, 15, 1992090106,   , MIWU, 0, 191N, 1331E,  85,  946, TY,
WP, 15, 1992090112,   , MIWU, 0, 200N, 1319E,  75,  954, TY,
WP, 15, 1992090118,   , MIWU, 0, 207N, 1306E,  75,  956, TY,
WP, 15, 1992090200,   , MIWU, 0, 211N, 1294E,  70,  960, TY,
