WP, 32, 1992111506,   , MIWU, 0, 130N, 1593E,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Hunt,
WP, 32, 1992111512,   , MIWU, 0, 132N, 1587E,  20, 1010, DB,
WP, 32, 1992111518,   , MIWU, 0, 133N, 1580E,  20, 1009, DB,
WP, 32, 1992111600,   , MIWU, 0, 132N, 1571E,  20, 1009, DB,
WP, 32, 1992111606,   , MIWU, 0, 130N, 1560E,  25, 1006, TD,
WP, 32, 1992111612,   , MIWU, 0, 128N, 1548E,  30, 1003, TD,
WP, 32, 1992111618,   , MIWU, 0, 127N, 1534E,  35, 1000, TS,
WP, 32, 1992111700,   , MIWU, 0, 126N, 1515E,  40,  997, TS,
WP, 32, 1992111706,   , MIWU, 0, 125N, 1496E,  45,  994, TS,
WP, 32, 1992111712,   , MIWU, 0, 125N, 1482E,  55,  989, TS,
WP, 32, 1992111718,   , MIWU, 0, 126N, 1470E,  65,  982, TY,
WP, 32, 1992111800,   , MIWU, 0, 130N, 1459E,  75,  974, TY,
WP, 32, 1992111806,   , MIWU, 0, 137N, 1449E,  80,  970, TY,
WP, 32, 1992111812,   , MIWU, 0, 143N, 1439E,  90,  962, TY,
WP, 32, 1992111818,   , MIWU, 0, 150N, 1430E, 105,  950, TY,
WP, 32, 1992111821,   , MIWU, 0, 153N, 1426E, 120,  939, TY,
WP, 32, 1992111900,   , MIWU, 0, 155N, 1422E, 120,  938, TY,
WP, 32, 1992111903,   , MIWU, 0, 159N, 1419E, 110,  942, TY,
WP, 32, 1992111906,   , MIWU, 0, 163N, 1414E,  90,  950, TY,
WP, 32, 1992111912,   , MIWU, 0, 172N, 1405E,  95,  948, TY,
WP, 32, 1992111918,   , MIWU, 0, 180N, 1397E, 105,  944, TY,
WP, 32, 1992112000,   , MIWU, 0, 189N, 1394E, 120,  935, TY,
WP, 32, 1992112006,   , MIWU, 0, 200N, 1395E, 130,  931, ST,
WP, 32, 1992112012,   , MIWU, 0, 215N, 1402E, 115,  940, TY,
WP, 32, 1992112018,   , MIWU, 0, 234N, 1414E, 100,  950, TY,
WP, 32, 1992112100,   , MIWU, 0, 255N, 1433E,  90,  958, TY,
WP, 32, 1992112106,   , MIWU, 0, 280N, 1460E,  75,  967, TY,
WP, 32, 1992112112,   , MIWU, 0, 310N, 1500E,  60,  976, TS,
WP, 32, 1992112118,   , MIWU, 0, 340N, 1541E,  50,  981, TS,
WP, 32, 1992112200,   , MIWU, 0, 387N, 1602E,  45,  983, EX,
WP, 32, 1992112206,   , MIWU, 0, 426N, 1676E,  45,  982, EX,
WP, 32, 1992112212,   , MIWU, 0, 454N, 1753E,  50,  979, EX,
WP, 32, 1992112218,   , MIWU, 0, 490N, 1777W,  60,  975, EX,
WP, 32, 1992112300,   , MIWU, 0, 506N, 1726W,  60,  974, EX,
WP, 32, 1992112306,   , MIWU, 0, 512N, 1692W,  55,  974, EX,
WP, 32, 1992112312,   , MIWU, 0, 516N, 1662W,  55,  976, EX,
WP, 32, 1992112318,   , MIWU, 0, 520N, 1626W,  50,  979, EX,
WP, 32, 1992112400,   , MIWU, 0, 525N, 1585W,  45,  983, EX,
WP, 32, 1992112406,   , MIWU, 0, 527N, 1547W,  35,  991, EX,
WP, 32, 1992112412,   , MIWU, 0, 524N, 1506W,  25,  999, EX,
