EP, 01, 2024070306,   , MIWU, 0, 135N, 1031W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Aletta,
EP, 01, 2024070312,   , MIWU, 0, 139N, 1037W,  20, 1010, DB,
EP, 01, 2024070318,   , MIWU, 0, 144N, 1041W,  20, 1010, DB,
EP, 01, 2024070400,   , MIWU, 0, 154N, 1045W,  30, 1007, TD,
EP, 01, 2024070406,   , MIWU, 0, 164N, 1051W,  35, 1006, TS,
EP, 01, 2024070412,   , MIWU, 0, 171N, 1059W,  40, 1005, TS,
EP, 01, 2024070416,   , MIWU, 0, 175N, 1064W,  40, 1005, TS,
EP, 01, 2024070418,   , MIWU, 0, 178N, 1068W,  40, 1005, TS,
EP, 01, 2024070500,   , MIWU, 0, 184N, 1076W,  35, 1005, TS,
EP, 01, 2024070506,   , MIWU, 0, 188N, 1084W,  30, 1007, TD,
EP, 01, 2024070512,   , MIWU, 0, 190N, 1092W,  30, 1007, TD,
EP, 01, 2024070518,   , MIWU, 0, 189N, 1100W,  25, 1008, LO,
EP, 01, 2024070600,   , MIWU, 0, 186N, 1108W,  20, 1010, LO,
EP, 01, 2024070606,   , MIWU, 0, 183N, 1116W,  20, 1010, LO,
EP, 01, 2024070612,   , MIWU, 0, 181N, 1124W,  15, 1012, LO,
EP, 01, 2024070618,   , MIWU, 0, 180N, 1131W,  15, 1012, LO,
