EP, 04, 2024080100,   , MIWU, 0, 135N, 1240W,  15, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Daniel,
EP, 04, 2024080106,   , MIWU, 0, 136N, 1246W,  20, 1010, DB,
EP, 04, 2024080112,   , MIWU, 0, 134N, 1253W,  20, 1010, DB,
EP, 04, 2024080118,   , MIWU, 0, 131N, 1260W,  20, 1010, DB,
EP, 04, 2024080200,   , MIWU, 0, 130N, 1269W,  25, 1008, TD,
EP, 04, 2024080206,   , MIWU, 0, 128N, 1277W,  25, 1007, TD,
EP, 04, 2024080212,   , MIWU, 0, 125N, 1285W,  30, 1005, TD,
EP, 04, 2024080218,   , MIWU, 0, 123N, 1290W,  30, 1005, TD,
EP, 04, 2024080300,   , MIWU, 0, 123N, 1294W,  30, 1004, TD,
EP, 04, 2024080306,   , MIWU, 0, 122N, 1297W,  30, 1004, TD,
EP, 04, 2024080312,   , MIWU, 0, 121N, 1300W,  35, 1002, TS,
EP, 04, 2024080318,   , MIWU, 0, 121N, 1304W,  40, 1000, TS,
EP, 04, 2024080400,   , MIWU, 0, 122N, 1307W,  40, 1000, TS,
EP, 04, 2024080406,   , MIWU, 0, 124N, 1307W,  40, 1001, TS,
EP, 04, 2024080412,   , MIWU, 0, 126N, 1306W,  35, 1003, TS,
EP, 04, 2024080418,   , MIWU, 0, 130N, 1304W,  35, 1004, TS,
EP, 04, 2024080500,   , MIWU, 0, 137N, 1300W,  35, 1004, TS,
EP, 04, 2024080506,   , MIWU, 0, 144N, 1294W,  30, 1006, TD,
EP, 04, 2024080512,   , MIWU, 0, 150N, 1283W,  30, 1006, TD,
EP, 04, 2024080518,   , MIWU, 0, 156N, 1271W,  30, 1007, LO,
EP, 04, 2024080600,   , MIWU, 0, 163N, 1263W,  25, 1008, LO,
EP, 04, 2024080606,   , MIWU, 0, 168N, 1257W,  25, 1008, LO,
EP, 04, 2024080612,   , MIWU, 0, 174N, 1254W,  25, 1008, LO,
EP, 04, 2024080618,   , MIWU, 0, 178N, 1255W,  20, 1009, LO,
EP, 04, 2024080700,   , MIWU, 0, 179N, 1258W,  20, 1009, LO,
EP, 04, 2024080706,   , MIWU, 0, 180N, 1263W,  20, 1009, LO,
EP, 04, 2024080712,   , MIWU, 0, 180N, 1268W,  20, 1009, LO,
EP, 04, 2024080718,   , MIWU, 0, 180N, 1273W,  20, 1009, LO,
EP, 04, 2024080800,   , MIWU, 0, 178N, 1277W,  15, 1010, LO,
EP, 04, 2024080806,   , MIWU, 0, 175N, 1280W,  15, 1010, LO,
EP, 04, 2024080812,   , MIWU, 0, 170N, 1278W,  15, 1011, LO,
EP, 04, 2024080818,   , MIWU, 0, 165N, 1273W,  15, 1011, LO,
EP, 04, 2024080900,   , MIWU, 0, 163N, 1269W,  15, 1011, LO,
