WP, 03, 1979040906,   , MIWU, 0,  46N, 1425E,  20, 1004, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Cecil,
WP, 03, 1979040912,   , MIWU, 0,  51N, 1422E,  20, 1004, DB,
WP, 03, 1979040918,   , MIWU, 0,  55N, 1419E,  20, 1004, DB,
WP, 03, 1979041000,   , MIWU, 0,  57N, 1415E,  20, 1003, DB,
WP, 03, 1979041006,   , MIWU, 0,  59N, 1411E,  20, 1003, DB,
WP, 03, 1979041012,   , MIWU, 0,  61N, 1407E,  25, 1001, TD,
WP, 03, 1979041018,   , MIWU, 0,  62N, 1402E,  25, 1000, TD,
WP, 03, 1979041100,   , MIWU, 0,  63N, 1396E,  30, 1000, TD,
WP, 03, 1979041106,   , MIWU, 0,  65N, 1391E,  30,  999, TD,
WP, 03, 1979041112,   , MIWU, 0,  67N, 1385E,  30,  999, TD,
WP, 03, 1979041118,   , MIWU, 0,  69N, 1379E,  35,  997, TS,
WP, 03, 1979041200,   , MIWU, 0,  70N, 1373E,  40,  995, TS,
WP, 03, 1979041206,   , MIWU, 0,  69N, 1367E,  40,  994, TS,
WP, 03, 1979041212,   , MIWU, 0,  69N, 1361E,  40,  993, TS,
WP, 03, 1979041218,   , MIWU, 0,  71N, 1356E,  45,  990, TS,
WP, 03, 1979041300,   , MIWU, 0,  74N, 1349E,  45,  989, TS,
WP, 03, 1979041306,   , MIWU, 0,  77N, 1342E,  45,  989, TS,
WP, 03, 1979041312,   , MIWU, 0,  79N, 1333E,  50,  988, TS,
WP, 03, 1979041318,   , MIWU, 0,  81N, 1324E,  55,  988, TS,
WP, 03, 1979041400,   , MIWU, 0,  82N, 1314E,  55,  987, TS,
WP, 03, 1979041406,   , MIWU, 0,  84N, 1305E,  60,  984, TS,
WP, 03, 1979041412,   , MIWU, 0,  86N, 1295E,  70,  976, TY,
WP, 03, 1979041418,   , MIWU, 0,  89N, 1285E,  85,  967, TY,
WP, 03, 1979041500,   , MIWU, 0,  93N, 1275E, 100,  961, TY,
WP, 03, 1979041506,   , MIWU, 0, 100N, 1265E,  95,  964, TY,
WP, 03, 1979041512,   , MIWU, 0, 107N, 1255E,  85,  970, TY,
WP, 03, 1979041518,   , MIWU, 0, 113N, 1244E,  75,  975, TY,
WP, 03, 1979041600,   , MIWU, 0, 119N, 1233E,  65,  984, TY,
WP, 03, 1979041606,   , MIWU, 0, 122N, 1226E,  65,  986, TY,
WP, 03, 1979041612,   , MIWU, 0, 125N, 1223E,  70,  984, TY,
WP, 03, 1979041618,   , MIWU, 0, 128N, 1222E,  75,  982, TY,
WP, 03, 1979041700,   , MIWU, 0, 130N, 1222E,  80,  980, TY,
WP, 03, 1979041706,   , MIWU, 0, 133N, 1223E,  90,  976, TY,
WP, 03, 1979041709,   , MIWU, 0, 134N, 1224E,  95,  970, TY,
WP, 03, 1979041712,   , MIWU, 0, 136N, 1225E,  90,  973, TY,
WP, 03, 1979041718,   , MIWU, 0, 140N, 1228E,  75,  982, TY,
WP, 03, 1979041800,   , MIWU, 0, 145N, 1231E,  50,  988, TS,
WP, 03, 1979041806,   , MIWU, 0, 150N, 1236E,  40,  992, TS,
WP, 03, 1979041812,   , MIWU, 0, 156N, 1240E,  45,  990, TS,
WP, 03, 1979041818,   , MIWU, 0, 163N, 1244E,  50,  992, TS,
WP, 03, 1979041900,   , MIWU, 0, 169N, 1250E,  55,  989, TS,
WP, 03, 1979041906,   , MIWU, 0, 175N, 1259E,  60,  986, TS,
WP, 03, 1979041912,   , MIWU, 0, 183N, 1269E,  60,  986, TS,
WP, 03, 1979041918,   , MIWU, 0, 196N, 1280E,  65,  984, TY,
WP, 03, 1979042000,   , MIWU, 0, 210N, 1292E,  60,  988, TS,
WP, 03, 1979042006,   , MIWU, 0, 220N, 1306E,  50,  995, TS,
WP, 03, 1979042012,   , MIWU, 0, 224N, 1320E,  40, 1001, TS,
WP, 03, 1979042018,   , MIWU, 0, 226N, 1338E,  35, 1004, TS,
WP, 03, 1979042100,   , MIWU, 0, 228N, 1360E,  35, 1005, EX,
WP, 03, 1979042106,   , MIWU, 0, 231N, 1384E,  30, 1007, EX,
WP, 03, 1979042112,   , MIWU, 0, 236N, 1410E,  25, 1009, EX,
