WP, 19, 1979092112,   , MIWU, 0, 120N, 1400E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Owen,
WP, 19, 1979092118,   , MIWU, 0, 122N, 1394E,  20, 1004, DB,
WP, 19, 1979092200,   , MIWU, 0, 125N, 1389E,  20, 1004, DB,
WP, 19, 1979092206,   , MIWU, 0, 125N, 1383E,  25, 1002, TD,
WP, 19, 1979092212,   , MIWU, 0, 123N, 1377E,  30, 1000, TD,
WP, 19, 1979092218,   , MIWU, 0, 122N, 1372E,  30, 1000, TD,
WP, 19, 1979092300,   , MIWU, 0, 126N, 1369E,  30,  999, TD,
WP, 19, 1979092306,   , MIWU, 0, 132N, 1367E,  35,  996, TS,
WP, 19, 1979092312,   , MIWU, 0, 138N, 1363E,  40,  993, TS,
WP, 19, 1979092318,   , MIWU, 0, 148N, 1358E,  45,  990, TS,
WP, 19, 1979092400,   , MIWU, 0, 162N, 1354E,  50,  987, TS,
WP, 19, 1979092406,   , MIWU, 0, 175N, 1344E,  55,  984, TS,
WP, 19, 1979092412,   , MIWU, 0, 189N, 1333E,  65,  975, TY,
WP, 19, 1979092418,   , MIWU, 0, 202N, 1321E,  70,  970, TY,
WP, 19, 1979092500,   , MIWU, 0, 210N, 1310E,  75,  964, TY,
WP, 19, 1979092506,   , MIWU, 0, 213N, 1302E,  85,  956, TY,
WP, 19, 1979092509,   , MIWU, 0, 216N, 1299E, 105,  946, TY,
WP, 19, 1979092512,   , MIWU, 0, 220N, 1298E, 125,  928, TY,
WP, 19, 1979092518,   , MIWU, 0, 226N, 1295E, 130,  922, ST,
WP, 19, 1979092600,   , MIWU, 0, 231N, 1293E, 125,  918, TY,
WP, 19, 1979092606,   , MIWU, 0, 235N, 1292E, 115,  925, TY,
WP, 19, 1979092612,   , MIWU, 0, 239N, 1293E, 105,  935, TY,
WP, 19, 1979092618,   , MIWU, 0, 244N, 1294E, 100,  940, TY,
WP, 19, 1979092700,   , MIWU, 0, 249N, 1295E,  95,  944, TY,
WP, 19, 1979092706,   , MIWU, 0, 254N, 1296E,  90,  947, TY,
WP, 19, 1979092712,   , MIWU, 0, 259N, 1297E,  85,  949, TY,
WP, 19, 1979092718,   , MIWU, 0, 264N, 1298E,  80,  951, TY,
WP, 19, 1979092800,   , MIWU, 0, 269N, 1297E,  80,  951, TY,
WP, 19, 1979092806,   , MIWU, 0, 272N, 1296E,  80,  952, TY,
WP, 19, 1979092812,   , MIWU, 0, 275N, 1297E,  80,  952, TY,
WP, 19, 1979092818,   , MIWU, 0, 277N, 1298E,  80,  952, TY,
WP, 19, 1979092900,   , MIWU, 0, 280N, 1298E,  85,  950, TY,
WP, 19, 1979092906,   , MIWU, 0, 284N, 1299E,  90,  948, TY,
WP, 19, 1979092912,   , MIWU, 0, 290N, 1301E,  90,  948, TY,
WP, 19, 1979092918,   , MIWU, 0, 297N, 1305E,  85,  950, TY,
WP, 19, 1979093000,   , MIWU, 0, 308N, 1312E,  85,  951, TY,
WP, 19, 1979093006,   , MIWU, 0, 323N, 1329E,  80,  953, TY,
WP, 19, 1979093012,   , MIWU, 0, 340N, 1348E,  70,  958, TY,
WP, 19, 1979093018,   , MIWU, 0, 367N, 1380E,  60,  964, EX,
WP, 19, 1979100100,   , MIWU, 0, 400N, 1420E,  50,  970, EX,
WP, 19, 1979100106,   , MIWU, 0, 434N, 1456E,  55,  968, EX,
WP, 19, 1979100112,   , MIWU, 0, 450N, 1490E,  55,  967, EX,
WP, 19, 1979100118,   , MIWU, 0, 460N, 1524E,  50,  969, EX,
WP, 19, 1979100200,   , MIWU, 0, 466N, 1560E,  45,  972, EX,
WP, 19, 1979100206,   , MIWU, 0, 469N, 1600E,  40,  976, EX,
WP, 19, 1979100212,   , MIWU, 0, 470N, 1640E,  40,  978, EX,
WP, 19, 1979100218,   , MIWU, 0, 470N, 1680E,  35,  982, EX,
WP, 19, 1979100300,   , MIWU, 0, 470N, 1727E,  35,  984, EX,
WP, 19, 1979100306,   , MIWU, 0, 471N, 1780E,  30,  988, EX,
WP, 19, 1979100312,   , MIWU, 0, 472N, 1767W,  30,  990, EX,
WP, 19, 1979100318,   , MIWU, 0, 474N, 1712W,  25,  994, EX,
WP, 19, 1979100400,   , MIWU, 0, 477N, 1655W,  25,  996, EX,
