WP, 07, 1979070106,   , MIWU, 0,  60N, 1510E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Faye,
WP, 07, 1979070112,   , MIWU, 0,  62N, 1500E,  20, 1008, DB,
WP, 07, 1979070118,   , MIWU, 0,  65N, 1490E,  20, 1008, DB,
WP, 07, 1979070200,   , MIWU, 0,  69N, 1480E,  25, 1006, TD,
WP, 07, 1979070206,   , MIWU, 0,  74N, 1469E,  25, 1005, TD,
WP, 07, 1979070212,   , MIWU, 0,  79N, 1457E,  30, 1003, TD,
WP, 07, 1979070218,   , MIWU, 0,  84N, 1445E,  35, 1001, TS,
WP, 07, 1979070300,   , MIWU, 0,  90N, 1432E,  35, 1000, TS,
WP, 07, 1979070306,   , MIWU, 0,  94N, 1422E,  40,  998, TS,
WP, 07, 1979070312,   , MIWU, 0,  98N, 1414E,  40,  998, TS,
WP, 07, 1979070318,   , MIWU, 0, 100N, 1406E,  35,  999, TS,
WP, 07, 1979070400,   , MIWU, 0, 103N, 1398E,  35,  999, TS,
WP, 07, 1979070406,   , MIWU, 0, 105N, 1389E,  40,  996, TS,
WP, 07, 1979070412,   , MIWU, 0, 106N, 1378E,  45,  993, TS,
WP, 07, 1979070418,   , MIWU, 0, 105N, 1368E,  50,  991, TS,
WP, 07, 1979070500,   , MIWU, 0, 107N, 1360E,  50,  990, TS,
WP, 07, 1979070506,   , MIWU, 0, 110N, 1355E,  45,  992, TS,
WP, 07, 1979070512,   , MIWU, 0, 117N, 1352E,  40,  996, TS,
WP, 07, 1979070518,   , MIWU, 0, 124N, 1346E,  35,  999, TS,
WP, 07, 1979070600,   , MIWU, 0, 132N, 1338E,  35, 1000, TS,
WP, 07, 1979070606,   , MIWU, 0, 142N, 1329E,  30, 1000, TD,
WP, 07, 1979070612,   , MIWU, 0, 152N, 1319E,  30, 1000, TD,
WP, 07, 1979070618,   , MIWU, 0, 163N, 1309E,  30, 1001, TD,
WP, 07, 1979070700,   , MIWU, 0, 172N, 1300E,  30, 1001, TD,
WP, 07, 1979070706,   , MIWU, 0, 180N, 1290E,  25, 1003, TD,
WP, 07, 1979070712,   , MIWU, 0, 185N, 1281E,  25, 1002, TD,
WP, 07, 1979070718,   , MIWU, 0, 189N, 1271E,  30, 1000, TD,
WP, 07, 1979070800,   , MIWU, 0, 192N, 1260E,  30, 1000, TD,
WP, 07, 1979070806,   , MIWU, 0, 195N, 1249E,  25, 1002, TD,
WP, 07, 1979070812,   , MIWU, 0, 197N, 1238E,  25, 1003, TD,
WP, 07, 1979070818,   , MIWU, 0, 198N, 1226E,  20, 1005, DB,
WP, 07, 1979070900,   , MIWU, 0, 200N, 1211E,  20, 1006, DB,
WP, 07, 1979070906,   , MIWU, 0, 202N, 1194E,  15, 1008, DB,
WP, 07, 1979070912,   , MIWU, 0, 203N, 1178E,  15, 1009, DB,
