WP, 23, 1979100306,   , MIWU, 0,  57N, 1560E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Tip,
WP, 23, 1979100312,   , MIWU, 0,  60N, 1554E,  20, 1005, DB,
WP, 23, 1979100318,   , MIWU, 0,  62N, 1547E,  20, 1005, DB,
WP, 23, 1979100400,   , MIWU, 0,  63N, 1540E,  20, 1004, DB,
WP, 23, 1979100406,   , MIWU, 0,  62N, 1536E,  20, 1004, DB,
WP, 23, 1979100412,   , MIWU, 0,  60N, 1536E,  20, 1004, DB,
WP, 23, 1979100418,   , MIWU, 0,  57N, 1539E,  20, 1004, DB,
WP, 23, 1979100500,   , MIWU, 0,  55N, 1544E,  25, 1002, TD,
WP, 23, 1979100506,   , MIWU, 0,  57N, 1548E,  25, 1001, TD,
WP, 23, 1979100512,   , MIWU, 0,  62N, 1545E,  30,  999, TD,
WP, 23, 1979100518,   , MIWU, 0,  67N, 1540E,  30,  998, TD,
WP, 23, 1979100600,   , MIWU, 0,  71N, 1535E,  30,  998, TD,
WP, 23, 1979100606,   , MIWU, 0,  75N, 1532E,  35,  996, TS,
WP, 23, 1979100612,   , MIWU, 0,  77N, 1529E,  40,  994, TS,
WP, 23, 1979100618,   , MIWU, 0,  77N, 1526E,  40,  994, TS,
WP, 23, 1979100700,   , MIWU, 0,  75N, 1523E,  40,  994, TS,
WP, 23, 1979100706,   , MIWU, 0,  72N, 1521E,  40,  993, TS,
WP, 23, 1979100712,   , MIWU, 0,  70N, 1519E,  40,  993, TS,
WP, 23, 1979100718,   , MIWU, 0,  71N, 1518E,  40,  994, TS,
WP, 23, 1979100800,   , MIWU, 0,  75N, 1517E,  40,  994, TS,
WP, 23, 1979100806,   , MIWU, 0,  85N, 1514E,  40,  993, TS,
WP, 23, 1979100812,   , MIWU, 0,  98N, 1506E,  45,  990, TS,
WP, 23, 1979100818,   , MIWU, 0, 110N, 1495E,  50,  986, TS,
WP, 23, 1979100900,   , MIWU, 0, 122N, 1475E,  50,  984, TS,
WP, 23, 1979100906,   , MIWU, 0, 127N, 1458E,  55,  980, TS,
WP, 23, 1979100912,   , MIWU, 0, 128N, 1445E,  65,  970, TY,
WP, 23, 1979100918,   , MIWU, 0, 129N, 1435E,  75,  962, TY,
WP, 23, 1979101000,   , MIWU, 0, 130N, 1426E,  85,  954, TY,
WP, 23, 1979101006,   , MIWU, 0, 133N, 1418E,  95,  946, TY,
WP, 23, 1979101009,   , MIWU, 0, 136N, 1414E, 105,  938, TY,
WP, 23, 1979101012,   , MIWU, 0, 138N, 1410E, 120,  926, TY,
WP, 23, 1979101018,   , MIWU, 0, 140N, 1401E, 145,  908, ST,
WP, 23, 1979101100,   , MIWU, 0, 143N, 1394E, 155,  900, ST,
WP, 23, 1979101106,   , MIWU, 0, 147N, 1392E, 160,  896, ST,
WP, 23, 1979101112,   , MIWU, 0, 152N, 1391E, 150,  894, ST,
WP, 23, 1979101118,   , MIWU, 0, 158N, 1389E, 165,  880, ST,
WP, 23, 1979101200,   , MIWU, 0, 165N, 1383E, 175,  870, ST,
WP, 23, 1979101206,   , MIWU, 0, 168N, 1377E, 160,  866, ST,
WP, 23, 1979101212,   , MIWU, 0, 169N, 1372E, 140,  880, ST,
WP, 23, 1979101218,   , MIWU, 0, 169N, 1367E, 130,  890, ST,
WP, 23, 1979101300,   , MIWU, 0, 168N, 1363E, 135,  895, ST,
WP, 23, 1979101306,   , MIWU, 0, 167N, 1358E, 125,  904, TY,
WP, 23, 1979101312,   , MIWU, 0, 168N, 1352E, 115,  912, TY,
WP, 23, 1979101318,   , MIWU, 0, 169N, 1346E, 100,  920, TY,
WP, 23, 1979101400,   , MIWU, 0, 170N, 1339E, 100,  920, TY,
WP, 23, 1979101406,   , MIWU, 0, 172N, 1333E, 100,  920, TY,
WP, 23, 1979101412,   , MIWU, 0, 174N, 1326E, 105,  918, TY,
WP, 23, 1979101418,   , MIWU, 0, 177N, 1318E, 105,  918, TY,
WP, 23, 1979101500,   , MIWU, 0, 180N, 1309E, 100,  920, TY,
WP, 23, 1979101506,   , MIWU, 0, 183N, 1303E,  95,  922, TY,
WP, 23, 1979101512,   , MIWU, 0, 186N, 1298E,  95,  922, TY,
WP, 23, 1979101518,   , MIWU, 0, 190N, 1294E,  95,  923, TY,
