WP, 01, 1998070600,   , MIWU, 0, 172N, 1323E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, One-W,
WP, 01, 1998070606,   , MIWU, 0, 176N, 1320E,  20, 1009, DB,
WP, 01, 1998070612,   , MIWU, 0, 181N, 1316E,  20, 1008, DB,
WP, 01, 1998070618,   , MIWU, 0, 186N, 1311E,  20, 1008, DB,
WP, 01, 1998070700,   , MIWU, 0, 190N, 1307E,  20, 1008, DB,
WP, 01, 1998070706,   , MIWU, 0, 193N, 1304E,  25, 1006, TD,
WP, 01, 1998070712,   , MIWU, 0, 196N, 1302E,  25, 1005, TD,
WP, 01, 1998070718,   , MIWU, 0, 198N, 1299E,  30, 1003, TD,
WP, 01, 1998070800,   , MIWU, 0, 201N, 1295E,  35, 1001, TS,
WP, 01, 1998070806,   , MIWU, 0, 205N, 1291E,  35, 1002, TS,
WP, 01, 1998070812,   , MIWU, 0, 208N, 1287E,  30, 1004, TD,
WP, 01, 1998070818,   , MIWU, 0, 210N, 1284E,  30, 1004, TD,
WP, 01, 1998070900,   , MIWU, 0, 212N, 1281E,  30, 1004, TD,
WP, 01, 1998070906,   , MIWU, 0, 214N, 1278E,  35, 1002, TS,
WP, 01, 1998070912,   , MIWU, 0, 217N, 1274E,  35, 1002, TS,
WP, 01, 1998070918,   , MIWU, 0, 221N, 1267E,  30, 1004, TD,
WP, 01, 1998071000,   , MIWU, 0, 226N, 1258E,  25, 1006, TD,
WP, 01, 1998071006,   , MIWU, 0, 232N, 1248E,  25, 1007, TD,
WP, 01, 1998071012,   , MIWU, 0, 240N, 1238E,  20, 1009, DB,
WP, 01, 1998071018,   , MIWU, 0, 246N, 1228E,  20, 1010, DB,
WP, 01, 1998071100,   , MIWU, 0, 250N, 1217E,  15, 1012, DB,
