WP, 17, 1998100506,   , MIWU, 0, 281N, 1256E,  20, 1002, LO, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Seventeen-W,
WP, 17, 1998100512,   , MIWU, 0, 285N, 1257E,  25, 1000, TD,
WP, 17, 1998100518,   , MIWU, 0, 290N, 1259E,  30,  998, TD,
WP, 17, 1998100600,   , MIWU, 0, 294N, 1261E,  30,  999, EX,
WP, 17, 1998100606,   , MIWU, 0, 297N, 1262E,  25, 1001, EX,
WP, 17, 1998100612,   , MIWU, 0, 299N, 1263E,  25, 1002, EX,
WP, 17, 1998100618,   , MIWU, 0, 300N, 1264E,  20, 1004, EX,
WP, 17, 1998100700,   , MIWU, 0, 301N, 1264E,  15, 1006, EX,
