WP, 02, 1998070700,   , MIWU, 0, 183N, 1170E,  20, 1008, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Nichole,
WP, 02, 1998070706,   , MIWU, 0, 188N, 1174E,  20, 1008, DB,
WP, 02, 1998070712,   , MIWU, 0, 195N, 1178E,  20, 1008, DB,
WP, 02, 1998070718,   , MIWU, 0, 202N, 1182E,  25, 1006, TD,
WP, 02, 1998070800,   , MIWU, 0, 209N, 1185E,  30, 1004, TD,
WP, 02, 1998070806,   , MIWU, 0, 215N, 1188E,  30, 1003, TD,
WP, 02, 1998070812,   , MIWU, 0, 220N, 1190E,  35, 1001, TS,
WP, 02, 1998070818,   , MIWU, 0, 224N, 1191E,  40,  999, TS,
WP, 02, 1998070900,   , MIWU, 0, 227N, 1192E,  45,  996, TS,
WP, 02, 1998070906,   , MIWU, 0, 229N, 1194E,  55,  992, TS,
WP, 02, 1998070912,   , MIWU, 0, 230N, 1197E,  65,  988, TY,
WP, 02, 1998070918,   , MIWU, 0, 231N, 1201E,  55,  992, TS,
WP, 02, 1998071000,   , MIWU, 0, 233N, 1200E,  30, 1002, TD,
WP, 02, 1998071006,   , MIWU, 0, 236N, 1197E,  20, 1006, DB,
WP, 02, 1998071012,   , MIWU, 0, 240N, 1195E,  10, 1010, DB,
