WP, 24, 1998120718,   , MIWU, 0,  60N, 1410E,  20, 1006, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Faith,
WP, 24, 1998120800,   , MIWU, 0,  63N, 1399E,  20, 1006, DB,
WP, 24, 1998120806,   , MIWU, 0,  67N, 1388E,  20, 1005, DB,
WP, 24, 1998120812,   , MIWU, 0,  73N, 1376E,  20, 1005, DB,
WP, 24, 1998120818,   , MIWU, 0,  84N, 1364E,  25, 1003, TD,
WP, 24, 1998120900,   , MIWU, 0,  96N, 1350E,  30, 1001, TD,
WP, 24, 1998120906,   , MIWU, 0, 104N, 1335E,  35,  999, TS,
WP, 24, 1998120912,   , MIWU, 0, 108N, 1320E,  35,  998, TS,
WP, 24, 1998120918,   , MIWU, 0, 110N, 1304E,  40,  995, TS,
WP, 24, 1998121000,   , MIWU, 0, 112N, 1287E,  45,  992, TS,
WP, 24, 1998121006,   , MIWU, 0, 115N, 1269E,  50,  989, TS,
WP, 24, 1998121012,   , MIWU, 0, 119N, 1253E,  55,  986, TS,
WP, 24, 1998121018,   , MIWU, 0, 121N, 1236E,  65,  978, TY,
WP, 24, 1998121100,   , MIWU, 0, 120N, 1218E,  75,  970, TY,
WP, 24, 1998121106,   , MIWU, 0, 117N, 1202E,  70,  972, TY,
WP, 24, 1998121112,   , MIWU, 0, 112N, 1187E,  65,  975, TY,
WP, 24, 1998121118,   , MIWU, 0, 109N, 1173E,  65,  976, TY,
WP, 24, 1998121200,   , MIWU, 0, 106N, 1158E,  60,  979, TS,
WP, 24, 1998121206,   , MIWU, 0, 103N, 1145E,  60,  980, TS,
WP, 24, 1998121212,   , MIWU, 0, 102N, 1135E,  55,  984, TS,
WP, 24, 1998121218,   , MIWU, 0, 103N, 1127E,  50,  988, TS,
WP, 24, 1998121300,   , MIWU, 0, 106N, 1121E,  50,  989, TS,
WP, 24, 1998121306,   , MIWU, 0, 110N, 1115E,  50,  989, TS,
WP, 24, 1998121312,   , MIWU, 0, 114N, 1108E,  45,  992, TS,
WP, 24, 1998121318,   , MIWU, 0, 118N, 1100E,  40,  995, TS,
WP, 24, 1998121400,   , MIWU, 0, 126N, 1090E,  35,  998, TS,
WP, 24, 1998121406,   , MIWU, 0, 136N, 1079E,  30, 1000, TD,
WP, 24, 1998121412,   , MIWU, 0, 146N, 1068E,  20, 1006, DB,
WP, 24, 1998121418,   , MIWU, 0, 154N, 1059E,  15, 1009, DB,
