EP, 10, 2023082512,   , MIWU, 0, 130N, 1128W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Irwin,
EP, 10, 2023082518,   , MIWU, 0, 135N, 1142W,  20, 1009, DB,
EP, 10, 2023082600,   , MIWU, 0, 139N, 1155W,  20, 1008, DB,
EP, 10, 2023082606,   , MIWU, 0, 143N, 1166W,  20, 1008, DB,
EP, 10, 2023082612,   , MIWU, 0, 146N, 1173W,  25, 1006, TD,
EP, 10, 2023082618,   , MIWU, 0, 150N, 1179W,  30, 1004, TD,
EP, 10, 2023082700,   , MIWU, 0, 154N, 1186W,  35, 1002, TS,
EP, 10, 2023082706,   , MIWU, 0, 159N, 1195W,  35, 1002, TS,
EP, 10, 2023082712,   , MIWU, 0, 163N, 1204W,  35, 1001, TS,
EP, 10, 2023082718,   , MIWU, 0, 167N, 1212W,  35, 1001, TS,
EP, 10, 2023082800,   , MIWU, 0, 170N, 1220W,  35, 1001, TS,
EP, 10, 2023082806,   , MIWU, 0, 175N, 1226W,  35, 1001, TS,
EP, 10, 2023082812,   , MIWU, 0, 180N, 1232W,  40,  999, TS,
EP, 10, 2023082818,   , MIWU, 0, 188N, 1239W,  40,  998, TS,
EP, 10, 2023082900,   , MIWU, 0, 197N, 1252W,  40,  998, TS,
EP, 10, 2023082906,   , MIWU, 0, 200N, 1267W,  40,  998, TS,
EP, 10, 2023082912,   , MIWU, 0, 199N, 1282W,  35, 1000, LO,
EP, 10, 2023082918,   , MIWU, 0, 194N, 1297W,  35, 1000, LO,
EP, 10, 2023083000,   , MIWU, 0, 189N, 1311W,  35, 1000, LO,
EP, 10, 2023083006,   , MIWU, 0, 186N, 1324W,  30, 1002, LO,
EP, 10, 2023083012,   , MIWU, 0, 187N, 1335W,  30, 1002, LO,
EP, 10, 2023083018,   , MIWU, 0, 189N, 1345W,  30, 1002, LO,
EP, 10, 2023083100,   , MIWU, 0, 192N, 1356W,  30, 1001, LO,
EP, 10, 2023083106,   , MIWU, 0, 195N, 1365W,  30, 1001, LO,
EP, 10, 2023083112,   , MIWU, 0, 195N, 1372W,  25, 1003, LO,
EP, 10, 2023083118,   , MIWU, 0, 194N, 1379W,  25, 1003, LO,
EP, 10, 2023090100,   , MIWU, 0, 192N, 1385W,  25, 1003, LO,
EP, 10, 2023090106,   , MIWU, 0, 189N, 1390W,  20, 1005, LO,
EP, 10, 2023090112,   , MIWU, 0, 185N, 1394W,  20, 1005, LO,
EP, 10, 2023090118,   , MIWU, 0, 181N, 1398W,  20, 1005, LO,
EP, 10, 2023090200,   , MIWU, 0, 178N, 1402W,  15, 1007, LO,
EP, 10, 2023090206,   , MIWU, 0, 175N, 1405W,  15, 1007, LO,
EP, 10, 2023090212,   , MIWU, 0, 171N, 1407W,  15, 1007, LO,
EP, 10, 2023090218,   , MIWU, 0, 167N, 1409W,  15, 1008, LO,
EP, 10, 2023090300,   , MIWU, 0, 164N, 1412W,  15, 1008, LO,
EP, 10, 2023090306,   , MIWU, 0, 163N, 1416W,  15, 1008, LO,
