EP, 15, 2023100200,   , MIWU, 0, 114N, 1025W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Lidia,
EP, 15, 2023100206,   , MIWU, 0, 115N, 1035W,  20, 1010, DB,
EP, 15, 2023100212,   , MIWU, 0, 115N, 1044W,  20, 1010, DB,
EP, 15, 2023100218,   , MIWU, 0, 115N, 1053W,  20, 1010, DB,
EP, 15, 2023100300,   , MIWU, 0, 116N, 1060W,  25, 1009, TD,
EP, 15, 2023100306,   , MIWU, 0, 118N, 1066W,  35, 1005, TS,
EP, 15, 2023100312,   , MIWU, 0, 121N, 1072W,  35, 1005, TS,
EP, 15, 2023100318,   , MIWU, 0, 126N, 1077W,  40, 1003, TS,
EP, 15, 2023100400,   , MIWU, 0, 130N, 1081W,  40, 1002, TS,
EP, 15, 2023100406,   , MIWU, 0, 136N, 1083W,  45, 1000, TS,
EP, 15, 2023100412,   , MIWU, 0, 143N, 1085W,  45, 1000, TS,
EP, 15, 2023100418,   , MIWU, 0, 149N, 1088W,  40, 1002, TS,
EP, 15, 2023100500,   , MIWU, 0, 153N, 1091W,  40, 1002, TS,
EP, 15, 2023100506,   , MIWU, 0, 156N, 1093W,  40, 1001, TS,
EP, 15, 2023100512,   , MIWU, 0, 158N, 1095W,  45,  999, TS,
EP, 15, 2023100518,   , MIWU, 0, 159N, 1096W,  45,  999, TS,
EP, 15, 2023100600,   , MIWU, 0, 160N, 1098W,  50,  997, TS,
EP, 15, 2023100606,   , MIWU, 0, 161N, 1100W,  55,  995, TS,
EP, 15, 2023100612,   , MIWU, 0, 161N, 1102W,  50,  996, TS,
EP, 15, 2023100618,   , MIWU, 0, 160N, 1106W,  50,  996, TS,
EP, 15, 2023100700,   , MIWU, 0, 160N, 1110W,  50,  996, TS,
EP, 15, 2023100706,   , MIWU, 0, 160N, 1114W,  45,  998, TS,
EP, 15, 2023100712,   , MIWU, 0, 159N, 1117W,  45,  997, TS,
EP, 15, 2023100718,   , MIWU, 0, 160N, 1119W,  45,  995, TS,
EP, 15, 2023100800,   , MIWU, 0, 161N, 1121W,  45,  995, TS,
EP, 15, 2023100806,   , MIWU, 0, 162N, 1122W,  45,  994, TS,
EP, 15, 2023100812,   , MIWU, 0, 165N, 1123W,  50,  992, TS,
EP, 15, 2023100818,   , MIWU, 0, 170N, 1123W,  50,  993, TS,
EP, 15, 2023100900,   , MIWU, 0, 176N, 1123W,  40,  995, TS,
EP, 15, 2023100906,   , MIWU, 0, 180N, 1122W,  45,  992, TS,
EP, 15, 2023100912,   , MIWU, 0, 180N, 1119W,  50,  989, TS,
EP, 15, 2023100918,   , MIWU, 0, 179N, 1115W,  60,  983, TS,
EP, 15, 2023101000,   , MIWU, 0, 180N, 1106W,  70,  977, HU,
EP, 15, 2023101006,   , MIWU, 0, 183N, 1095W,  80,  971, HU,
EP, 15, 2023101012,   , MIWU, 0, 187N, 1084W,  90,  965, HU,
EP, 15, 2023101018,   , MIWU, 0, 193N, 1072W, 105,  953, HU,
EP, 15, 2023101021, 30, MIWU, 0, 197N, 1064W, 125,  938, HU,
EP, 15, 2023101100,   , MIWU, 0, 201N, 1057W, 120,  940, HU,
EP, 15, 2023101100, 10, MIWU, 0, 202N, 1056W, 110,  947, HU,
EP, 15, 2023101106,   , MIWU, 0, 222N, 1033W,  50,  991, TS,
EP, 15, 2023101112,   , MIWU, 0, 250N, 1000W,  15, 1009, DB,
