EP, 18, 2023102018,   , MIWU, 0,  85N,  960W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Otis,
EP, 18, 2023102100,   , MIWU, 0,  88N,  964W,  20, 1011, DB,
EP, 18, 2023102106,   , MIWU, 0,  91N,  967W,  20, 1011, DB,
EP, 18, 2023102112,   , MIWU, 0,  94N,  969W,  20, 1010, DB,
EP, 18, 2023102118,   , MIWU, 0,  97N,  969W,  20, 1010, DB,
EP, 18, 2023102200,   , MIWU, 0,  99N,  969W,  25, 1008, TD,
EP, 18, 2023102206,   , MIWU, 0, 100N,  969W,  30, 1007, TD,
EP, 18, 2023102212,   , MIWU, 0, 101N,  970W,  30, 1007, TD,
EP, 18, 2023102218,   , MIWU, 0, 103N,  971W,  35, 1006, TS,
EP, 18, 2023102300,   , MIWU, 0, 107N,  971W,  35, 1006, TS,
EP, 18, 2023102306,   , MIWU, 0, 113N,  972W,  40, 1004, TS,
EP, 18, 2023102312,   , MIWU, 0, 120N,  974W,  40, 1004, TS,
EP, 18, 2023102318,   , MIWU, 0, 126N,  977W,  45, 1002, TS,
EP, 18, 2023102400,   , MIWU, 0, 134N,  982W,  50, 1000, TS,
EP, 18, 2023102406,   , MIWU, 0, 139N,  986W,  70,  988, HU,
EP, 18, 2023102412,   , MIWU, 0, 144N,  989W,  80,  982, HU,
EP, 18, 2023102415,   , MIWU, 0, 146N,  991W,  90,  976, HU,
EP, 18, 2023102418,   , MIWU, 0, 150N,  993W, 105,  966, HU,
EP, 18, 2023102500,   , MIWU, 0, 158N,  996W, 130,  946, HU,
EP, 18, 2023102504, 50, MIWU, 0, 163N,  997W, 145,  934, HU,
EP, 18, 2023102506,   , MIWU, 0, 166N,  998W, 140,  936, HU,
EP, 18, 2023102506, 40, MIWU, 0, 169N,  999W, 135,  940, HU,
EP, 18, 2023102512,   , MIWU, 0, 178N, 1003W,  70,  990, HU,
EP, 18, 2023102518,   , MIWU, 0, 191N, 1009W,  30, 1005, TD,
EP, 18, 2023102600,   , MIWU, 0, 203N, 1010W,  20, 1009, DB,
EP, 18, 2023102606,   , MIWU, 0, 213N, 1010W,  15, 1011, DB,
