EP, 20, 2023112006,   , MIWU, 0,  93N, 1180W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Ramon,
EP, 20, 2023112012,   , MIWU, 0,  94N, 1182W,  20, 1009, DB,
EP, 20, 2023112018,   , MIWU, 0,  96N, 1185W,  20, 1009, DB,
EP, 20, 2023112100,   , MIWU, 0,  99N, 1189W,  20, 1009, DB,
EP, 20, 2023112106,   , MIWU, 0, 102N, 1194W,  20, 1009, DB,
EP, 20, 2023112112,   , MIWU, 0, 104N, 1198W,  20, 1009, DB,
EP, 20, 2023112118,   , MIWU, 0, 105N, 1200W,  25, 1008, TD,
EP, 20, 2023112200,   , MIWU, 0, 106N, 1201W,  25, 1008, TD,
EP, 20, 2023112206,   , MIWU, 0, 109N, 1202W,  25, 1007, TD,
EP, 20, 2023112212,   , MIWU, 0, 113N, 1204W,  30, 1005, TD,
EP, 20, 2023112218,   , MIWU, 0, 117N, 1206W,  30, 1005, TD,
EP, 20, 2023112300,   , MIWU, 0, 118N, 1208W,  35, 1003, TS,
EP, 20, 2023112306,   , MIWU, 0, 118N, 1210W,  35, 1003, TS,
EP, 20, 2023112312,   , MIWU, 0, 118N, 1213W,  35, 1003, TS,
EP, 20, 2023112318,   , MIWU, 0, 119N, 1217W,  30, 1004, TD,
EP, 20, 2023112400,   , MIWU, 0, 122N, 1222W,  30, 1004, TD,
EP, 20, 2023112406,   , MIWU, 0, 126N, 1225W,  30, 1004, TD,
EP, 20, 2023112412,   , MIWU, 0, 130N, 1226W,  35, 1002, TS,
EP, 20, 2023112418,   , MIWU, 0, 134N, 1228W,  35, 1002, TS,
EP, 20, 2023112500,   , MIWU, 0, 138N, 1230W,  40, 1000, TS,
EP, 20, 2023112506,   , MIWU, 0, 142N, 1231W,  40, 1000, TS,
EP, 20, 2023112512,   , MIWU, 0, 148N, 1232W,  40, 1000, TS,
EP, 20, 2023112518,   , MIWU, 0, 152N, 1231W,  45,  998, TS,
EP, 20, 2023112600,   , MIWU, 0, 151N, 1229W,  45,  997, TS,
EP, 20, 2023112606,   , MIWU, 0, 146N, 1232W,  35, 1001, TS,
EP, 20, 2023112612,   , MIWU, 0, 143N, 1237W,  30, 1003, TD,
EP, 20, 2023112618,   , MIWU, 0, 141N, 1241W,  25, 1005, TD,
EP, 20, 2023112700,   , MIWU, 0, 140N, 1245W,  25, 1005, TD,
EP, 20, 2023112706,   , MIWU, 0, 140N, 1248W,  25, 1005, TD,
EP, 20, 2023112712,   , MIWU, 0, 140N, 1252W,  25, 1005, TD,
EP, 20, 2023112718,   , MIWU, 0, 141N, 1257W,  20, 1007, DB,
EP, 20, 2023112800,   , MIWU, 0, 144N, 1262W,  20, 1007, DB,
EP, 20, 2023112806,   , MIWU, 0, 151N, 1269W,  15, 1009, DB,
EP, 20, 2023112812,   , MIWU, 0, 157N, 1275W,  15, 1009, DB,
EP, 20, 2023112818,   , MIWU, 0, 163N, 1280W,  15, 1010, DB,
EP, 20, 2023112900,   , MIWU, 0, 166N, 1283W,  15, 1010, DB,
EP, 20, 2023112906,   , MIWU, 0, 167N, 1285W,  15, 1010, DB,
