EP, 19, 2023102612,   , MIWU, 0, 116N,  895W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Pilar,
EP, 19, 2023102618,   , MIWU, 0, 113N,  907W,  20, 1011, DB,
EP, 19, 2023102700,   , MIWU, 0, 111N,  920W,  20, 1011, DB,
EP, 19, 2023102706,   , MIWU, 0, 110N,  929W,  20, 1010, DB,
EP, 19, 2023102712,   , MIWU, 0, 110N,  934W,  25, 1008, TD,
EP, 19, 2023102718,   , MIWU, 0, 110N,  937W,  25, 1008, TD,
EP, 19, 2023102800,   , MIWU, 0, 111N,  938W,  20, 1009, DB,
EP, 19, 2023102806,   , MIWU, 0, 113N,  938W,  20, 1009, DB,
EP, 19, 2023102812,   , MIWU, 0, 114N,  937W,  25, 1007, TD,
EP, 19, 2023102818,   , MIWU, 0, 114N,  934W,  35, 1003, TS,
EP, 19, 2023102900,   , MIWU, 0, 113N,  931W,  35, 1004, TS,
EP, 19, 2023102906,   , MIWU, 0, 112N,  928W,  35, 1004, TS,
EP, 19, 2023102912,   , MIWU, 0, 111N,  925W,  30, 1006, TD,
EP, 19, 2023102918,   , MIWU, 0, 110N,  922W,  30, 1006, TD,
EP, 19, 2023103000,   , MIWU, 0, 110N,  920W,  30, 1005, TD,
EP, 19, 2023103006,   , MIWU, 0, 111N,  918W,  35, 1003, TS,
EP, 19, 2023103012,   , MIWU, 0, 112N,  916W,  35, 1002, TS,
EP, 19, 2023103018,   , MIWU, 0, 113N,  914W,  35, 1002, TS,
EP, 19, 2023103100,   , MIWU, 0, 114N,  911W,  35, 1002, TS,
EP, 19, 2023103106,   , MIWU, 0, 114N,  907W,  35, 1002, TS,
EP, 19, 2023103112,   , MIWU, 0, 115N,  902W,  40, 1000, TS,
EP, 19, 2023103118,   , MIWU, 0, 117N,  898W,  40, 1000, TS,
EP, 19, 2023110100,   , MIWU, 0, 120N,  898W,  40,  999, TS,
EP, 19, 2023110106,   , MIWU, 0, 122N,  899W,  40, 1000, TS,
EP, 19, 2023110112,   , MIWU, 0, 123N,  903W,  40,  999, TS,
EP, 19, 2023110118,   , MIWU, 0, 123N,  910W,  40,  999, TS,
EP, 19, 2023110200,   , MIWU, 0, 123N,  920W,  40,  999, TS,
EP, 19, 2023110206,   , MIWU, 0, 122N,  932W,  40,  998, TS,
EP, 19, 2023110212,   , MIWU, 0, 120N,  948W,  40,  998, TS,
EP, 19, 2023110218,   , MIWU, 0, 116N,  963W,  40,  998, TS,
EP, 19, 2023110300,   , MIWU, 0, 111N,  980W,  35, 1000, TS,
EP, 19, 2023110306,   , MIWU, 0, 106N,  999W,  25, 1004, TD,
EP, 19, 2023110312,   , MIWU, 0, 103N, 1018W,  25, 1003, TD,
EP, 19, 2023110318,   , MIWU, 0, 101N, 1037W,  30, 1000, TD,
EP, 19, 2023110400,   , MIWU, 0, 100N, 1054W,  30, 1000, TD,
EP, 19, 2023110406,   , MIWU, 0,  99N, 1070W,  30,  999, TD,
EP, 19, 2023110412,   , MIWU, 0,  99N, 1085W,  35,  997, TS,
EP, 19, 2023110418,   , MIWU, 0, 100N, 1099W,  45,  993, TS,
EP, 19, 2023110500,   , MIWU, 0, 103N, 1109W,  45,  993, TS,
EP, 19, 2023110506,   , MIWU, 0, 105N, 1118W,  45,  993, TS,
EP, 19, 2023110512,   , MIWU, 0, 105N, 1128W,  40,  995, TS,
EP, 19, 2023110518,   , MIWU, 0, 104N, 1138W,  30,  999, TD,
EP, 19, 2023110600,   , MIWU, 0, 104N, 1144W,  30, 1000, TD,
EP, 19, 2023110606,   , MIWU, 0, 106N, 1148W,  25, 1002, TD,
EP, 19, 2023110612,   , MIWU, 0, 107N, 1150W,  20, 1004, DB,
EP, 19, 2023110618,   , MIWU, 0, 106N, 1153W,  20, 1005, DB,
EP, 19, 2023110700,   , MIWU, 0, 106N, 1158W,  15, 1007, DB,
EP, 19, 2023110706,   , MIWU, 0, 107N, 1166W,  15, 1007, DB,
EP, 19, 2023110712,   , MIWU, 0, 109N, 1176W,  15, 1008, DB,
EP, 19, 2023110718,   , MIWU, 0, 113N, 1186W,  15, 1008, DB,
EP, 19, 2023110800,   , MIWU, 0, 119N, 1197W,  15, 1008, DB,
