WP, 07, 2010082618,   , MIWU, 0, 140N, 1180E,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Lionrock,
WP, 07, 2010082700,   , MIWU, 0, 148N, 1178E,  20, 1009, DB,
WP, 07, 2010082706,   , MIWU, 0, 155N, 1175E,  20, 1009, DB,
WP, 07, 2010082712,   , MIWU, 0, 161N, 1175E,  25, 1007, TD,
WP, 07, 2010082718,   , MIWU, 0, 167N, 1176E,  25, 1006, TD,
WP, 07, 2010082800,   , MIWU, 0, 175N, 1177E,  30, 1004, TD,
WP, 07, 2010082806,   , MIWU, 0, 182N, 1173E,  35, 1002, TS,
WP, 07, 2010082812,   , MIWU, 0, 188N, 1167E,  35, 1001, TS,
WP, 07, 2010082818,   , MIWU, 0, 193N, 1164E,  40,  998, TS,
WP, 07, 2010082900,   , MIWU, 0, 197N, 1163E,  40,  997, TS,
WP, 07, 2010082906,   , MIWU, 0, 201N, 1163E,  40,  997, TS,
WP, 07, 2010082912,   , MIWU, 0, 204N, 1164E,  45,  994, TS,
WP, 07, 2010082918,   , MIWU, 0, 207N, 1166E,  45,  993, TS,
WP, 07, 2010083000,   , MIWU, 0, 208N, 1169E,  50,  990, TS,
WP, 07, 2010083006,   , MIWU, 0, 208N, 1172E,  60,  984, TS,
WP, 07, 2010083012,   , MIWU, 0, 206N, 1175E,  60,  983, TS,
WP, 07, 2010083018,   , MIWU, 0, 204N, 1178E,  55,  985, TS,
WP, 07, 2010083100,   , MIWU, 0, 203N, 1181E,  55,  986, TS,
WP, 07, 2010083106,   , MIWU, 0, 204N, 1185E,  50,  988, TS,
WP, 07, 2010083112,   , MIWU, 0, 207N, 1190E,  45,  990, TS,
WP, 07, 2010083118,   , MIWU, 0, 214N, 1196E,  45,  991, TS,
WP, 07, 2010090100,   , MIWU, 0, 222N, 1198E,  40,  993, TS,
WP, 07, 2010090106,   , MIWU, 0, 229N, 1194E,  45,  991, TS,
WP, 07, 2010090112,   , MIWU, 0, 233N, 1189E,  45,  990, TS,
WP, 07, 2010090118,   , MIWU, 0, 236N, 1182E,  45,  990, TS,
WP, 07, 2010090200,   , MIWU, 0, 238N, 1173E,  40,  992, TS,
WP, 07, 2010090206,   , MIWU, 0, 242N, 1163E,  40,  994, TS,
WP, 07, 2010090212,   , MIWU, 0, 244N, 1152E,  35,  998, TS,
WP, 07, 2010090218,   , MIWU, 0, 244N, 1142E,  30, 1001, TD,
WP, 07, 2010090300,   , MIWU, 0, 242N, 1134E,  25, 1003, TD,
WP, 07, 2010090306,   , MIWU, 0, 240N, 1129E,  20, 1005, DB,
WP, 07, 2010090312,   , MIWU, 0, 238N, 1126E,  20, 1005, DB,
WP, 07, 2010090318,   , MIWU, 0, 235N, 1124E,  20, 1006, DB,
WP, 07, 2010090400,   , MIWU, 0, 232N, 1121E,  15, 1008, DB,
WP, 07, 2010090406,   , MIWU, 0, 230N, 1117E,  15, 1009, DB,
