WP, 03, 1990051406,   , MIWU, 0,  65N, 1210E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Marian,
WP, 03, 1990051412,   , MIWU, 0,  74N, 1200E,  20, 1009, DB,
WP, 03, 1990051418,   , MIWU, 0,  82N, 1190E,  20, 1008, DB,
WP, 03, 1990051500,   , MIWU, 0,  89N, 1180E,  25, 1006, TD,
WP, 03, 1990051506,   , MIWU, 0,  94N, 1170E,  30, 1004, TD,
WP, 03, 1990051512,   , MIWU, 0, 101N, 1161E,  40, 1000, TS,
WP, 03, 1990051518,   , MIWU, 0, 107N, 1152E,  45,  998, TS,
WP, 03, 1990051600,   , MIWU, 0, 114N, 1144E,  55,  994, TS,
WP, 03, 1990051606,   , MIWU, 0, 123N, 1135E,  65,  988, TY,
WP, 03, 1990051612,   , MIWU, 0, 131N, 1128E,  75,  980, TY,
WP, 03, 1990051618,   , MIWU, 0, 139N, 1125E,  85,  972, TY,
WP, 03, 1990051700,   , MIWU, 0, 149N, 1124E, 100,  960, TY,
WP, 03, 1990051706,   , MIWU, 0, 160N, 1125E, 110,  954, TY,
WP, 03, 1990051712,   , MIWU, 0, 171N, 1127E, 125,  948, TY,
WP, 03, 1990051718,   , MIWU, 0, 181N, 1133E, 120,  950, TY,
WP, 03, 1990051800,   , MIWU, 0, 190N, 1141E, 100,  959, TY,
WP, 03, 1990051806,   , MIWU, 0, 200N, 1153E,  90,  965, TY,
WP, 03, 1990051812,   , MIWU, 0, 210N, 1167E,  75,  974, TY,
WP, 03, 1990051818,   , MIWU, 0, 219N, 1184E,  60,  983, TS,
WP, 03, 1990051900,   , MIWU, 0, 228N, 1200E,  45,  992, EX,
WP, 03, 1990051906,   , MIWU, 0, 238N, 1215E,  30, 1001, EX,
WP, 03, 1990051912,   , MIWU, 0, 248N, 1230E,  25, 1004, EX,
WP, 03, 1990051918,   , MIWU, 0, 259N, 1244E,  25, 1005, EX,
WP, 03, 1990052000,   , MIWU, 0, 270N, 1257E,  30, 1003, EX,
WP, 03, 1990052006,   , MIWU, 0, 279N, 1270E,  30, 1002, EX,
WP, 03, 1990052012,   , MIWU, 0, 287N, 1284E,  30, 1002, EX,
WP, 03, 1990052018,   , MIWU, 0, 294N, 1303E,  25, 1004, EX,
WP, 03, 1990052100,   , MIWU, 0, 299N, 1327E,  20, 1006, EX,
WP, 03, 1990052106,   , MIWU, 0, 301N, 1356E,  20, 1007, EX,
WP, 03, 1990052112,   , MIWU, 0, 304N, 1389E,  15, 1009, EX,
