WP, 27, 1990110606,   , MIWU, 0,  63N, 1518E,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Mike,
WP, 27, 1990110612,   , MIWU, 0,  63N, 1508E,  20, 1010, DB,
WP, 27, 1990110618,   , MIWU, 0,  64N, 1496E,  20, 1009, DB,
WP, 27, 1990110700,   , MIWU, 0,  66N, 1483E,  20, 1009, DB,
WP, 27, 1990110706,   , MIWU, 0,  68N, 1470E,  25, 1006, TD,
WP, 27, 1990110712,   , MIWU, 0,  70N, 1458E,  30, 1003, TD,
WP, 27, 1990110718,   , MIWU, 0,  73N, 1447E,  35, 1000, TS,
WP, 27, 1990110800,   , MIWU, 0,  76N, 1437E,  45,  994, TS,
WP, 27, 1990110806,   , MIWU, 0,  79N, 1427E,  55,  988, TS,
WP, 27, 1990110812,   , MIWU, 0,  82N, 1416E,  65,  982, TY,
WP, 27, 1990110818,   , MIWU, 0,  85N, 1406E,  80,  972, TY,
WP, 27, 1990110900,   , MIWU, 0,  87N, 1396E,  95,  960, TY,
WP, 27, 1990110906,   , MIWU, 0,  88N, 1386E, 105,  953, TY,
WP, 27, 1990110912,   , MIWU, 0,  88N, 1376E, 100,  954, TY,
WP, 27, 1990110918,   , MIWU, 0,  87N, 1367E,  95,  954, TY,
WP, 27, 1990111000,   , MIWU, 0,  85N, 1359E, 110,  942, TY,
WP, 27, 1990111006,   , MIWU, 0,  82N, 1352E, 130,  925, ST,
WP, 27, 1990111012,   , MIWU, 0,  79N, 1347E, 155,  900, ST,
WP, 27, 1990111018,   , MIWU, 0,  79N, 1342E, 170,  888, ST,
WP, 27, 1990111100,   , MIWU, 0,  81N, 1336E, 165,  884, ST,
WP, 27, 1990111106,   , MIWU, 0,  84N, 1328E, 160,  885, ST,
WP, 27, 1990111112,   , MIWU, 0,  88N, 1318E, 160,  884, ST,
WP, 27, 1990111118,   , MIWU, 0,  91N, 1306E, 150,  890, ST,
WP, 27, 1990111200,   , MIWU, 0,  94N, 1293E, 135,  902, ST,
WP, 27, 1990111206,   , MIWU, 0,  97N, 1280E, 120,  914, TY,
WP, 27, 1990111212,   , MIWU, 0, 100N, 1266E, 100,  930, TY,
WP, 27, 1990111218,   , MIWU, 0, 103N, 1250E,  85,  945, TY,
WP, 27, 1990111300,   , MIWU, 0, 106N, 1234E,  75,  955, TY,
WP, 27, 1990111306,   , MIWU, 0, 109N, 1219E,  65,  965, TY,
WP, 27, 1990111312,   , MIWU, 0, 115N, 1205E,  60,  970, TS,
WP, 27, 1990111318,   , MIWU, 0, 122N, 1191E,  65,  970, TY,
WP, 27, 1990111400,   , MIWU, 0, 128N, 1176E,  70,  967, TY,
WP, 27, 1990111406,   , MIWU, 0, 132N, 1161E,  75,  964, TY,
WP, 27, 1990111412,   , MIWU, 0, 134N, 1146E,  80,  961, TY,
WP, 27, 1990111418,   , MIWU, 0, 136N, 1132E,  85,  958, TY,
WP, 27, 1990111500,   , MIWU, 0, 138N, 1120E,  85,  959, TY,
WP, 27, 1990111506,   , MIWU, 0, 141N, 1112E,  75,  965, TY,
WP, 27, 1990111512,   , MIWU, 0, 146N, 1105E,  70,  968, TY,
WP, 27, 1990111518,   , MIWU, 0, 152N, 1101E,  60,  974, TS,
WP, 27, 1990111600,   , MIWU, 0, 158N, 1099E,  50,  982, TS,
WP, 27, 1990111606,   , MIWU, 0, 165N, 1097E,  45,  986, TS,
WP, 27, 1990111612,   , MIWU, 0, 172N, 1094E,  45,  987, TS,
WP, 27, 1990111618,   , MIWU, 0, 180N, 1091E,  40,  990, TS,
WP, 27, 1990111700,   , MIWU, 0, 188N, 1087E,  35,  993, TS,
WP, 27, 1990111706,   , MIWU, 0, 196N, 1084E,  30,  996, TD,
WP, 27, 1990111712,   , MIWU, 0, 202N, 1082E,  30,  997, TD,
WP, 27, 1990111718,   , MIWU, 0, 207N, 1081E,  25, 1000, TD,
WP, 27, 1990111800,   , MIWU, 0, 212N, 1079E,  20, 1003, DB,
WP, 27, 1990111806,   , MIWU, 0, 217N, 1075E,  15, 1006, DB,
WP, 27, 1990111812,   , MIWU, 0, 223N, 1070E,  15, 1007, DB,
