WP, 23, 1990093012,   , MIWU, 0, 118N, 1175E,  20, 1007, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Ira,
WP, 23, 1990093018,   , MIWU, 0, 121N, 1169E,  20, 1007, DB,
WP, 23, 1990100100,   , MIWU, 0, 124N, 1162E,  20, 1007, DB,
WP, 23, 1990100106,   , MIWU, 0, 127N, 1155E,  20, 1006, DB,
WP, 23, 1990100112,   , MIWU, 0, 130N, 1148E,  20, 1006, DB,
WP, 23, 1990100118,   , MIWU, 0, 132N, 1142E,  25, 1004, TD,
WP, 23, 1990100200,   , MIWU, 0, 133N, 1136E,  30, 1002, TD,
WP, 23, 1990100206,   , MIWU, 0, 134N, 1129E,  30, 1001, TD,
WP, 23, 1990100212,   , MIWU, 0, 135N, 1118E,  35,  999, TS,
WP, 23, 1990100218,   , MIWU, 0, 135N, 1104E,  40,  996, TS,
WP, 23, 1990100300,   , MIWU, 0, 136N, 1090E,  40,  995, TS,
WP, 23, 1990100306,   , MIWU, 0, 137N, 1075E,  35,  997, TS,
WP, 23, 1990100312,   , MIWU, 0, 139N, 1062E,  30,  999, TD,
WP, 23, 1990100318,   , MIWU, 0, 142N, 1050E,  25, 1001, TD,
WP, 23, 1990100400,   , MIWU, 0, 144N, 1040E,  20, 1003, DB,
WP, 23, 1990100406,   , MIWU, 0, 145N, 1030E,  20, 1003, DB,
WP, 23, 1990100412,   , MIWU, 0, 147N, 1021E,  20, 1004, DB,
WP, 23, 1990100418,   , MIWU, 0, 148N, 1014E,  20, 1004, DB,
WP, 23, 1990100500,   , MIWU, 0, 148N, 1009E,  20, 1004, DB,
WP, 23, 1990100506,   , MIWU, 0, 149N, 1004E,  15, 1006, DB,
WP, 23, 1990100512,   , MIWU, 0, 151N,  999E,  15, 1007, DB,
