WP, 16, 1990082106,   , MIWU, 0, 160N, 1362E,  20, 1006, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Becky,
WP, 16, 1990082112,   , MIWU, 0, 160N, 1353E,  20, 1006, DB,
WP, 16, 1990082118,   , MIWU, 0, 160N, 1345E,  20, 1005, DB,
WP, 16, 1990082200,   , MIWU, 0, 160N, 1337E,  20, 1005, DB,
WP, 16, 1990082206,   , MIWU, 0, 161N, 1330E,  20, 1005, DB,
WP, 16, 1990082212,   , MIWU, 0, 162N, 1323E,  20, 1005, DB,
WP, 16, 1990082218,   , MIWU, 0, 164N, 1317E,  25, 1003, TD,
WP, 16, 1990082300,   , MIWU, 0, 167N, 1312E,  25, 1003, TD,
WP, 16, 1990082306,   , MIWU, 0, 171N, 1308E,  25, 1002, TD,
WP, 16, 1990082312,   , MIWU, 0, 175N, 1304E,  25, 1002, TD,
WP, 16, 1990082318,   , MIWU, 0, 178N, 1301E,  25, 1002, TD,
WP, 16, 1990082400,   , MIWU, 0, 179N, 1298E,  30, 1000, TD,
WP, 16, 1990082406,   , MIWU, 0, 178N, 1294E,  30, 1000, TD,
WP, 16, 1990082412,   , MIWU, 0, 178N, 1290E,  30,  999, TD,
WP, 16, 1990082418,   , MIWU, 0, 179N, 1285E,  35,  996, TS,
WP, 16, 1990082500,   , MIWU, 0, 183N, 1280E,  40,  993, TS,
WP, 16, 1990082506,   , MIWU, 0, 188N, 1274E,  40,  992, TS,
WP, 16, 1990082512,   , MIWU, 0, 190N, 1264E,  45,  989, TS,
WP, 16, 1990082518,   , MIWU, 0, 188N, 1248E,  50,  986, TS,
WP, 16, 1990082600,   , MIWU, 0, 184N, 1234E,  65,  977, TY,
WP, 16, 1990082606,   , MIWU, 0, 182N, 1221E,  70,  974, TY,
WP, 16, 1990082612,   , MIWU, 0, 181N, 1209E,  60,  978, TS,
WP, 16, 1990082618,   , MIWU, 0, 180N, 1199E,  55,  981, TS,
WP, 16, 1990082700,   , MIWU, 0, 179N, 1189E,  55,  980, TS,
WP, 16, 1990082706,   , MIWU, 0, 178N, 1177E,  60,  978, TS,
WP, 16, 1990082712,   , MIWU, 0, 177N, 1165E,  65,  975, TY,
WP, 16, 1990082718,   , MIWU, 0, 177N, 1152E,  70,  972, TY,
WP, 16, 1990082800,   , MIWU, 0, 176N, 1138E,  75,  969, TY,
WP, 16, 1990082806,   , MIWU, 0, 175N, 1125E,  75,  968, TY,
WP, 16, 1990082812,   , MIWU, 0, 176N, 1112E,  75,  968, TY,
WP, 16, 1990082818,   , MIWU, 0, 178N, 1100E,  75,  968, TY,
WP, 16, 1990082900,   , MIWU, 0, 180N, 1087E,  70,  970, TY,
WP, 16, 1990082906,   , MIWU, 0, 180N, 1075E,  70,  971, TY,
WP, 16, 1990082912,   , MIWU, 0, 180N, 1064E,  65,  974, TY,
WP, 16, 1990082918,   , MIWU, 0, 178N, 1052E,  55,  980, TS,
WP, 16, 1990083000,   , MIWU, 0, 176N, 1040E,  45,  988, TS,
WP, 16, 1990083006,   , MIWU, 0, 175N, 1029E,  30,  997, TD,
WP, 16, 1990083012,   , MIWU, 0, 175N, 1019E,  20, 1002, DB,
WP, 16, 1990083018,   , MIWU, 0, 174N, 1010E,  15, 1004, DB,
