WP, 10, 2016081618,   , MIWU, 0, 154N, 1382E,  20, 1004, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Mindulle,
WP, 10, 2016081700,   , MIWU, 0, 153N, 1391E,  20, 1004, DB,
WP, 10, 2016081706,   , MIWU, 0, 153N, 1399E,  25, 1002, TD,
WP, 10, 2016081712,   , MIWU, 0, 153N, 1407E,  30, 1000, TD,
WP, 10, 2016081718,   , MIWU, 0, 153N, 1415E,  35,  998, TS,
WP, 10, 2016081800,   , MIWU, 0, 154N, 1421E,  35,  997, TS,
WP, 10, 2016081806,   , MIWU, 0, 157N, 1427E,  40,  995, TS,
WP, 10, 2016081812,   , MIWU, 0, 164N, 1431E,  40,  994, TS,
WP, 10, 2016081818,   , MIWU, 0, 170N, 1429E,  45,  992, TS,
WP, 10, 2016081900,   , MIWU, 0, 175N, 1424E,  45,  992, TS,
WP, 10, 2016081906,   , MIWU, 0, 180N, 1417E,  45,  991, TS,
WP, 10, 2016081912,   , MIWU, 0, 187N, 1412E,  45,  991, TS,
WP, 10, 2016081918,   , MIWU, 0, 194N, 1406E,  50,  989, TS,
WP, 10, 2016082000,   , MIWU, 0, 204N, 1408E,  60,  983, TS,
WP, 10, 2016082006,   , MIWU, 0, 220N, 1412E,  60,  983, TS,
WP, 10, 2016082012,   , MIWU, 0, 240N, 1411E,  55,  985, TS,
WP, 10, 2016082018,   , MIWU, 0, 261N, 1406E,  55,  986, TS,
WP, 10, 2016082100,   , MIWU, 0, 280N, 1404E,  55,  986, TS,
WP, 10, 2016082106,   , MIWU, 0, 298N, 1400E,  60,  983, TS,
WP, 10, 2016082112,   , MIWU, 0, 317N, 1396E,  60,  982, TS,
WP, 10, 2016082118,   , MIWU, 0, 331N, 1392E,  65,  979, TY,
WP, 10, 2016082200,   , MIWU, 0, 343N, 1395E,  70,  976, TY,
WP, 10, 2016082206,   , MIWU, 0, 360N, 1400E,  65,  978, TY,
WP, 10, 2016082212,   , MIWU, 0, 382N, 1408E,  60,  980, TS,
WP, 10, 2016082218,   , MIWU, 0, 409N, 1420E,  50,  986, TS,
WP, 10, 2016082300,   , MIWU, 0, 439N, 1440E,  45,  990, EX,
WP, 10, 2016082306,   , MIWU, 0, 480N, 1464E,  35,  996, EX,
