WP, 10, 1997071612,   , MIWU, 0,  82N, 1406E,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Rosie,
WP, 10, 1997071618,   , MIWU, 0,  82N, 1403E,  20, 1009, DB,
WP, 10, 1997071700,   , MIWU, 0,  82N, 1400E,  20, 1009, DB,
WP, 10, 1997071706,   , MIWU, 0,  83N, 1397E,  20, 1009, DB,
WP, 10, 1997071712,   , MIWU, 0,  85N, 1394E,  20, 1008, DB,
WP, 10, 1997071718,   , MIWU, 0,  88N, 1390E,  20, 1008, DB,
WP, 10, 1997071800,   , MIWU, 0,  92N, 1385E,  25, 1006, TD,
WP, 10, 1997071806,   , MIWU, 0,  97N, 1381E,  25, 1006, TD,
WP, 10, 1997071812,   , MIWU, 0, 103N, 1378E,  25, 1005, TD,
WP, 10, 1997071818,   , MIWU, 0, 109N, 1378E,  30, 1003, TD,
WP, 10, 1997071900,   , MIWU, 0, 115N, 1380E,  30, 1002, TD,
WP, 10, 1997071906,   , MIWU, 0, 121N, 1383E,  30, 1002, TD,
WP, 10, 1997071912,   , MIWU, 0, 128N, 1383E,  35, 1000, TS,
WP, 10, 1997071918,   , MIWU, 0, 134N, 1378E,  40,  997, TS,
WP, 10, 1997072000,   , MIWU, 0, 137N, 1370E,  40,  996, TS,
WP, 10, 1997072006,   , MIWU, 0, 141N, 1363E,  45,  993, TS,
WP, 10, 1997072012,   , MIWU, 0, 145N, 1356E,  55,  987, TS,
WP, 10, 1997072018,   , MIWU, 0, 150N, 1351E,  65,  981, TY,
WP, 10, 1997072100,   , MIWU, 0, 155N, 1346E,  75,  974, TY,
WP, 10, 1997072106,   , MIWU, 0, 160N, 1341E,  70,  976, TY,
WP, 10, 1997072112,   , MIWU, 0, 165N, 1336E,  70,  974, TY,
WP, 10, 1997072118,   , MIWU, 0, 170N, 1331E,  75,  970, TY,
WP, 10, 1997072200,   , MIWU, 0, 174N, 1326E,  90,  955, TY,
WP, 10, 1997072203,   , MIWU, 0, 176N, 1324E, 105,  942, TY,
WP, 10, 1997072206,   , MIWU, 0, 177N, 1322E, 120,  930, TY,
WP, 10, 1997072212,   , MIWU, 0, 182N, 1320E, 135,  918, ST,
WP, 10, 1997072218,   , MIWU, 0, 187N, 1319E, 130,  915, ST,
WP, 10, 1997072300,   , MIWU, 0, 193N, 1318E, 125,  916, TY,
WP, 10, 1997072306,   , MIWU, 0, 200N, 1319E, 115,  922, TY,
WP, 10, 1997072312,   , MIWU, 0, 207N, 1321E, 105,  928, TY,
WP, 10, 1997072318,   , MIWU, 0, 215N, 1323E, 100,  932, TY,
WP, 10, 1997072400,   , MIWU, 0, 224N, 1325E,  90,  940, TY,
WP, 10, 1997072406,   , MIWU, 0, 234N, 1328E,  85,  944, TY,
WP, 10, 1997072412,   , MIWU, 0, 246N, 1332E,  80,  947, TY,
WP, 10, 1997072418,   , MIWU, 0, 259N, 1336E,  75,  950, TY,
WP, 10, 1997072500,   , MIWU, 0, 271N, 1340E,  70,  954, TY,
WP, 10, 1997072506,   , MIWU, 0, 283N, 1345E,  75,  952, TY,
WP, 10, 1997072512,   , MIWU, 0, 295N, 1348E,  75,  953, TY,
WP, 10, 1997072518,   , MIWU, 0, 307N, 1350E,  70,  956, TY,
WP, 10, 1997072600,   , MIWU, 0, 319N, 1350E,  70,  960, TY,
WP, 10, 1997072606,   , MIWU, 0, 333N, 1347E,  70,  965, TY,
WP, 10, 1997072612,   , MIWU, 0, 348N, 1340E,  60,  975, TS,
WP, 10, 1997072618,   , MIWU, 0, 357N, 1330E,  55,  980, LO,
WP, 10, 1997072700,   , MIWU, 0, 359N, 1324E,  45,  988, LO,
WP, 10, 1997072706,   , MIWU, 0, 357N, 1325E,  40,  992, LO,
WP, 10, 1997072712,   , MIWU, 0, 359N, 1329E,  40,  994, LO,
WP, 10, 1997072718,   , MIWU, 0, 362N, 1337E,  35,  998, LO,
WP, 10, 1997072800,   , MIWU, 0, 363N, 1346E,  30, 1001, LO,
WP, 10, 1997072806,   , MIWU, 0, 359N, 1355E,  25, 1003, LO,
WP, 10, 1997072812,   , MIWU, 0, 355N, 1364E,  20, 1005, LO,
WP, 10, 1997072818,   , MIWU, 0, 350N, 1370E,  20, 1006, LO,
WP, 10, 1997072900,   , MIWU, 0, 344N, 1374E,  20, 1006, LO,
WP, 10, 1997072906,   , MIWU, 0, 338N, 1377E,  25, 1004, LO,
WP, 10, 1997072912,   , MIWU, 0, 335N, 1380E,  25, 1004, LO,
WP, 10, 1997072918,   , MIWU, 0, 332N, 1382E,  25, 1005, LO,
WP, 10, 1997073000,   , MIWU, 0, 329N, 1381E,  25, 1005, LO,
WP, 10, 1997073006,   , MIWU, 0, 325N, 1379E,  20, 1007, LO,
WP, 10, 1997073012,   , MIWU, 0, 322N, 1376E,  20, 1008, LO,
WP, 10, 1997073018,   , MIWU, 0, 320N, 1371E,  20, 1008, LO,
WP, 10, 1997073100,   , MIWU, 0, 319N, 1366E,  15, 1010, LO,
WP, 10, 1997073106,   , MIWU, 0, 319N, 1362E,  15, 1011, LO,
