WP, 72, 2007100200,   , MIWU, 0, 155N, 1478E,  20, 1006, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Podul,
WP, 72, 2007100206,   , MIWU, 0, 165N, 1475E,  20, 1006, DB,
WP, 72, 2007100212,   , MIWU, 0, 175N, 1471E,  20, 1005, DB,
WP, 72, 2007100218,   , MIWU, 0, 185N, 1466E,  25, 1003, TD,
WP, 72, 2007100300,   , MIWU, 0, 197N, 1466E,  25, 1002, TD,
WP, 72, 2007100306,   , MIWU, 0, 211N, 1473E,  30, 1000, TD,
WP, 72, 2007100312,   , MIWU, 0, 224N, 1478E,  35,  998, TS,
WP, 72, 2007100318,   , MIWU, 0, 233N, 1480E,  35,  997, TS,
WP, 72, 2007100400,   , MIWU, 0, 240N, 1479E,  40,  995, TS,
WP, 72, 2007100406,   , MIWU, 0, 243N, 1481E,  40,  995, TS,
WP, 72, 2007100412,   , MIWU, 0, 245N, 1485E,  40,  994, TS,
WP, 72, 2007100418,   , MIWU, 0, 249N, 1490E,  40,  994, TS,
WP, 72, 2007100500,   , MIWU, 0, 253N, 1496E,  45,  992, TS,
WP, 72, 2007100506,   , MIWU, 0, 260N, 1504E,  50,  990, TS,
WP, 72, 2007100512,   , MIWU, 0, 271N, 1514E,  55,  987, TS,
WP, 72, 2007100518,   , MIWU, 0, 283N, 1523E,  60,  982, TS,
WP, 72, 2007100600,   , MIWU, 0, 300N, 1534E,  70,  978, TY,
WP, 72, 2007100606,   , MIWU, 0, 322N, 1555E,  65,  980, TY,
WP, 72, 2007100612,   , MIWU, 0, 344N, 1580E,  60,  982, TS,
WP, 72, 2007100618,   , MIWU, 0, 364N, 1608E,  55,  984, TS,
WP, 72, 2007100700,   , MIWU, 0, 394N, 1640E,  50,  986, EX,
WP, 72, 2007100706,   , MIWU, 0, 423N, 1659E,  40,  990, EX,
WP, 72, 2007100712,   , MIWU, 0, 441N, 1676E,  40,  991, EX,
WP, 72, 2007100718,   , MIWU, 0, 454N, 1696E,  35,  993, EX,
WP, 72, 2007100800,   , MIWU, 0, 462N, 1704E,  25,  997, EX,
WP, 72, 2007100806,   , MIWU, 0, 470N, 1709E,  25,  998, EX,
WP, 72, 2007100812,   , MIWU, 0, 478N, 1712E,  25,  998, EX,
