WP, 23, 2007111718,   , MIWU, 0,  56N, 1290E,  20, 1005, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Hagibis,
WP, 23, 2007111800,   , MIWU, 0,  65N, 1288E,  20, 1005, DB,
WP, 23, 2007111806,   , MIWU, 0,  75N, 1285E,  20, 1004, DB,
WP, 23, 2007111812,   , MIWU, 0,  85N, 1278E,  20, 1004, DB,
WP, 23, 2007111818,   , MIWU, 0,  93N, 1271E,  25, 1002, TD,
WP, 23, 2007111900,   , MIWU, 0,  98N, 1260E,  25, 1001, TD,
WP, 23, 2007111906,   , MIWU, 0, 100N, 1248E,  30,  999, TD,
WP, 23, 2007111912,   , MIWU, 0, 102N, 1234E,  35,  997, TS,
WP, 23, 2007111918,   , MIWU, 0, 102N, 1221E,  35,  998, TS,
WP, 23, 2007112000,   , MIWU, 0, 100N, 1208E,  30, 1000, TD,
WP, 23, 2007112006,   , MIWU, 0,  96N, 1196E,  30, 1001, TD,
WP, 23, 2007112012,   , MIWU, 0,  94N, 1184E,  30, 1001, TD,
WP, 23, 2007112018,   , MIWU, 0,  95N, 1172E,  35,  999, TS,
WP, 23, 2007112100,   , MIWU, 0,  97N, 1160E,  45,  993, TS,
WP, 23, 2007112106,   , MIWU, 0,  99N, 1150E,  55,  986, TS,
WP, 23, 2007112112,   , MIWU, 0, 100N, 1143E,  65,  978, TY,
WP, 23, 2007112118,   , MIWU, 0, 102N, 1136E,  70,  974, TY,
WP, 23, 2007112200,   , MIWU, 0, 104N, 1130E,  75,  970, TY,
WP, 23, 2007112206,   , MIWU, 0, 107N, 1125E,  80,  966, TY,
WP, 23, 2007112212,   , MIWU, 0, 111N, 1121E,  80,  964, TY,
WP, 23, 2007112218,   , MIWU, 0, 114N, 1117E,  80,  964, TY,
WP, 23, 2007112300,   , MIWU, 0, 116N, 1115E,  75,  967, TY,
WP, 23, 2007112306,   , MIWU, 0, 117N, 1115E,  65,  973, TY,
WP, 23, 2007112312,   , MIWU, 0, 118N, 1115E,  55,  980, TS,
WP, 23, 2007112318,   , MIWU, 0, 119N, 1115E,  55,  980, TS,
WP, 23, 2007112400,   , MIWU, 0, 120N, 1116E,  55,  982, TS,
WP, 23, 2007112406,   , MIWU, 0, 120N, 1118E,  55,  982, TS,
WP, 23, 2007112412,   , MIWU, 0, 120N, 1121E,  50,  986, TS,
WP, 23, 2007112418,   , MIWU, 0, 119N, 1125E,  50,  986, TS,
WP, 23, 2007112500,   , MIWU, 0, 119N, 1130E,  50,  988, TS,
WP, 23, 2007112506,   , MIWU, 0, 118N, 1134E,  45,  991, TS,
WP, 23, 2007112512,   , MIWU, 0, 116N, 1139E,  45,  992, TS,
WP, 23, 2007112518,   , MIWU, 0, 113N, 1144E,  40,  995, TS,
WP, 23, 2007112600,   , MIWU, 0, 110N, 1150E,  40,  996, TS,
WP, 23, 2007112606,   , MIWU, 0, 113N, 1157E,  35,  998, TS,
WP, 23, 2007112612,   , MIWU, 0, 117N, 1166E,  35,  999, TS,
WP, 23, 2007112618,   , MIWU, 0, 118N, 1180E,  35,  999, TS,
WP, 23, 2007112700,   , MIWU, 0, 120N, 1198E,  30, 1001, TD,
WP, 23, 2007112706,   , MIWU, 0, 124N, 1213E,  25, 1003, TD,
WP, 23, 2007112712,   , MIWU, 0, 134N, 1230E,  25, 1004, TD,
WP, 23, 2007112718,   , MIWU, 0, 145N, 1242E,  20, 1006, DB,
WP, 23, 2007112800,   , MIWU, 0, 156N, 1250E,  15, 1008, DB,
