EP, 06, 1999072518,   , MIWU, 0, 126N, 1248W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Six-E,
EP, 06, 1999072600,   , MIWU, 0, 131N, 1250W,  20, 1010, DB,
EP, 06, 1999072606,   , MIWU, 0, 135N, 1254W,  20, 1010, DB,
EP, 06, 1999072612,   , MIWU, 0, 138N, 1260W,  25, 1008, TD,
EP, 06, 1999072618,   , MIWU, 0, 140N, 1268W,  30, 1006, TD,
EP, 06, 1999072700,   , MIWU, 0, 143N, 1276W,  35, 1004, TS,
EP, 06, 1999072706,   , MIWU, 0, 147N, 1283W,  35, 1004, TS,
EP, 06, 1999072712,   , MIWU, 0, 150N, 1290W,  30, 1006, TD,
EP, 06, 1999072718,   , MIWU, 0, 153N, 1297W,  25, 1008, TD,
EP, 06, 1999072800,   , MIWU, 0, 156N, 1305W,  20, 1010, DB,
EP, 06, 1999072806,   , MIWU, 0, 158N, 1315W,  20, 1010, DB,
EP, 06, 1999072812,   , MIWU, 0, 159N, 1325W,  20, 1011, DB,
EP, 06, 1999072818,   , MIWU, 0, 159N, 1334W,  20, 1011, LO,
EP, 06, 1999072900,   , MIWU, 0, 158N, 1344W,  20, 1011, LO,
EP, 06, 1999072906,   , MIWU, 0, 158N, 1353W,  15, 1013, LO,
EP, 06, 1999072912,   , MIWU, 0, 159N, 1361W,  15, 1013, LO,
