EP, 10, 1999081512,   , MIWU, 0, 100N, 1080W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Fernanda,
EP, 10, 1999081518,   , MIWU, 0, 100N, 1084W,  20, 1009, DB,
EP, 10, 1999081600,   , MIWU, 0, 101N, 1089W,  20, 1008, DB,
EP, 10, 1999081606,   , MIWU, 0, 105N, 1096W,  20, 1008, DB,
EP, 10, 1999081612,   , MIWU, 0, 110N, 1105W,  20, 1008, DB,
EP, 10, 1999081618,   , MIWU, 0, 116N, 1115W,  25, 1006, TD,
EP, 10, 1999081700,   , MIWU, 0, 121N, 1123W,  25, 1006, TD,
EP, 10, 1999081706,   , MIWU, 0, 124N, 1131W,  25, 1005, TD,
EP, 10, 1999081712,   , MIWU, 0, 128N, 1141W,  30, 1003, TD,
EP, 10, 1999081718,   , MIWU, 0, 133N, 1152W,  35, 1001, TS,
EP, 10, 1999081800,   , MIWU, 0, 140N, 1165W,  40,  999, TS,
EP, 10, 1999081806,   , MIWU, 0, 147N, 1177W,  40,  999, TS,
EP, 10, 1999081812,   , MIWU, 0, 153N, 1187W,  40,  998, TS,
EP, 10, 1999081818,   , MIWU, 0, 157N, 1196W,  45,  996, TS,
EP, 10, 1999081900,   , MIWU, 0, 160N, 1205W,  50,  994, TS,
EP, 10, 1999081906,   , MIWU, 0, 164N, 1213W,  50,  994, TS,
EP, 10, 1999081912,   , MIWU, 0, 167N, 1221W,  55,  992, TS,
EP, 10, 1999081918,   , MIWU, 0, 167N, 1228W,  50,  994, TS,
EP, 10, 1999082000,   , MIWU, 0, 166N, 1235W,  45,  996, TS,
EP, 10, 1999082006,   , MIWU, 0, 165N, 1241W,  40,  998, TS,
EP, 10, 1999082012,   , MIWU, 0, 163N, 1248W,  40,  998, TS,
EP, 10, 1999082018,   , MIWU, 0, 160N, 1256W,  35, 1000, TS,
EP, 10, 1999082100,   , MIWU, 0, 158N, 1264W,  35, 1000, TS,
EP, 10, 1999082106,   , MIWU, 0, 156N, 1272W,  30, 1002, TD,
EP, 10, 1999082112,   , MIWU, 0, 153N, 1279W,  30, 1002, TD,
EP, 10, 1999082118,   , MIWU, 0, 150N, 1286W,  30, 1002, TD,
EP, 10, 1999082200,   , MIWU, 0, 146N, 1293W,  30, 1003, TD,
EP, 10, 1999082206,   , MIWU, 0, 143N, 1298W,  30, 1003, TD,
EP, 10, 1999082212,   , MIWU, 0, 140N, 1302W,  30, 1003, TD,
EP, 10, 1999082218,   , MIWU, 0, 138N, 1307W,  30, 1003, TD,
EP, 10, 1999082300,   , MIWU, 0, 136N, 1313W,  25, 1005, TD,
EP, 10, 1999082306,   , MIWU, 0, 135N, 1321W,  25, 1005, LO,
EP, 10, 1999082312,   , MIWU, 0, 135N, 1330W,  20, 1007, LO,
EP, 10, 1999082318,   , MIWU, 0, 134N, 1338W,  20, 1007, LO,
EP, 10, 1999082400,   , MIWU, 0, 133N, 1344W,  20, 1008, LO,
EP, 10, 1999082406,   , MIWU, 0, 132N, 1348W,  15, 1010, LO,
EP, 10, 1999082412,   , MIWU, 0, 132N, 1350W,  15, 1011, LO,
