EP, 01, 1999061718,   , MIWU, 0, 135N,  965W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Adrian,
EP, 01, 1999061800,   , MIWU, 0, 134N,  973W,  20, 1008, DB,
EP, 01, 1999061806,   , MIWU, 0, 134N,  982W,  25, 1006, TD,
EP, 01, 1999061812,   , MIWU, 0, 136N,  992W,  30, 1004, TD,
EP, 01, 1999061818,   , MIWU, 0, 140N, 1004W,  35, 1002, TS,
EP, 01, 1999061900,   , MIWU, 0, 146N, 1018W,  40, 1000, TS,
EP, 01, 1999061906,   , MIWU, 0, 152N, 1031W,  50,  996, TS,
EP, 01, 1999061912,   , MIWU, 0, 156N, 1045W,  55,  994, TS,
EP, 01, 1999061918,   , MIWU, 0, 161N, 1057W,  60,  991, TS,
EP, 01, 1999062000,   , MIWU, 0, 167N, 1068W,  65,  988, HU,
EP, 01, 1999062006,   , MIWU, 0, 172N, 1078W,  70,  985, HU,
EP, 01, 1999062012,   , MIWU, 0, 176N, 1088W,  75,  982, HU,
EP, 01, 1999062018,   , MIWU, 0, 179N, 1098W,  85,  974, HU,
EP, 01, 1999062100,   , MIWU, 0, 181N, 1106W,  80,  976, HU,
EP, 01, 1999062106,   , MIWU, 0, 183N, 1113W,  70,  982, HU,
EP, 01, 1999062112,   , MIWU, 0, 185N, 1117W,  55,  991, TS,
EP, 01, 1999062118,   , MIWU, 0, 186N, 1120W,  40,  998, LO,
EP, 01, 1999062200,   , MIWU, 0, 187N, 1123W,  35, 1000, LO,
EP, 01, 1999062206,   , MIWU, 0, 187N, 1126W,  30, 1002, LO,
EP, 01, 1999062212,   , MIWU, 0, 187N, 1129W,  25, 1004, LO,
EP, 01, 1999062218,   , MIWU, 0, 188N, 1131W,  25, 1004, LO,
EP, 01, 1999062300,   , MIWU, 0, 190N, 1133W,  25, 1004, LO,
EP, 01, 1999062306,   , MIWU, 0, 192N, 1134W,  25, 1005, LO,
EP, 01, 1999062312,   , MIWU, 0, 194N, 1133W,  25, 1005, LO,
EP, 01, 1999062318,   , MIWU, 0, 195N, 1132W,  25, 1005, LO,
EP, 01, 1999062400,   , MIWU, 0, 196N, 1132W,  20, 1007, LO,
EP, 01, 1999062406,   , MIWU, 0, 197N, 1132W,  20, 1007, LO,
EP, 01, 1999062412,   , MIWU, 0, 197N, 1131W,  20, 1008, LO,
EP, 01, 1999062418,   , MIWU, 0, 196N, 1129W,  20, 1008, LO,
EP, 01, 1999062500,   , MIWU, 0, 194N, 1126W,  20, 1008, LO,
EP, 01, 1999062506,   , MIWU, 0, 192N, 1122W,  15, 1010, LO,
EP, 01, 1999062512,   , MIWU, 0, 189N, 1117W,  15, 1010, LO,
EP, 01, 1999062518,   , MIWU, 0, 185N, 1111W,  15, 1011, LO,
EP, 01, 1999062600,   , MIWU, 0, 182N, 1103W,  15, 1011, LO,
