EP, 13, 1999091612,   , MIWU, 0, 147N, 1054W,  20, 1009, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Hilary,
EP, 13, 1999091618,   , MIWU, 0, 149N, 1060W,  25, 1008, DB,
EP, 13, 1999091700,   , MIWU, 0, 151N, 1066W,  30, 1006, TD,
EP, 13, 1999091706,   , MIWU, 0, 153N, 1073W,  35, 1004, TS,
EP, 13, 1999091712,   , MIWU, 0, 156N, 1080W,  35, 1003, TS,
EP, 13, 1999091718,   , MIWU, 0, 159N, 1088W,  40, 1001, TS,
EP, 13, 1999091800,   , MIWU, 0, 161N, 1096W,  40, 1000, TS,
EP, 13, 1999091806,   , MIWU, 0, 162N, 1104W,  45,  998, TS,
EP, 13, 1999091812,   , MIWU, 0, 162N, 1112W,  50,  996, TS,
EP, 13, 1999091818,   , MIWU, 0, 164N, 1118W,  50,  995, TS,
EP, 13, 1999091900,   , MIWU, 0, 168N, 1122W,  50,  995, TS,
EP, 13, 1999091906,   , MIWU, 0, 175N, 1125W,  55,  993, TS,
EP, 13, 1999091912,   , MIWU, 0, 186N, 1128W,  60,  991, TS,
EP, 13, 1999091918,   , MIWU, 0, 197N, 1131W,  65,  989, HU,
EP, 13, 1999092000,   , MIWU, 0, 207N, 1136W,  70,  986, HU,
EP, 13, 1999092006,   , MIWU, 0, 216N, 1141W,  65,  988, HU,
EP, 13, 1999092012,   , MIWU, 0, 223N, 1144W,  55,  992, TS,
EP, 13, 1999092018,   , MIWU, 0, 230N, 1145W,  45,  996, TS,
EP, 13, 1999092100,   , MIWU, 0, 236N, 1146W,  40,  998, LO,
EP, 13, 1999092106,   , MIWU, 0, 243N, 1147W,  35, 1000, LO,
EP, 13, 1999092112,   , MIWU, 0, 248N, 1147W,  30, 1002, LO,
EP, 13, 1999092118,   , MIWU, 0, 252N, 1145W,  25, 1004, LO,
EP, 13, 1999092200,   , MIWU, 0, 255N, 1143W,  25, 1004, LO,
EP, 13, 1999092206,   , MIWU, 0, 258N, 1143W,  25, 1005, LO,
EP, 13, 1999092212,   , MIWU, 0, 261N, 1144W,  25, 1005, LO,
EP, 13, 1999092218,   , MIWU, 0, 264N, 1147W,  25, 1005, LO,
EP, 13, 1999092300,   , MIWU, 0, 267N, 1150W,  20, 1007, LO,
EP, 13, 1999092306,   , MIWU, 0, 270N, 1152W,  20, 1007, LO,
EP, 13, 1999092312,   , MIWU, 0, 274N, 1153W,  20, 1007, LO,
EP, 13, 1999092318,   , MIWU, 0, 278N, 1151W,  15, 1009, LO,
EP, 13, 1999092400,   , MIWU, 0, 282N, 1147W,  15, 1010, LO,
