EP, 05, 1999072318,   , MIWU, 0, 112N, 1060W,  20, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Calvin,
EP, 05, 1999072400,   , MIWU, 0, 111N, 1075W,  20, 1012, DB,
EP, 05, 1999072406,   , MIWU, 0, 112N, 1088W,  20, 1011, DB,
EP, 05, 1999072412,   , MIWU, 0, 116N, 1100W,  25, 1009, TD,
EP, 05, 1999072418,   , MIWU, 0, 122N, 1112W,  25, 1008, TD,
EP, 05, 1999072500,   , MIWU, 0, 132N, 1126W,  30, 1006, TD,
EP, 05, 1999072506,   , MIWU, 0, 142N, 1143W,  35, 1004, TS,
EP, 05, 1999072512,   , MIWU, 0, 150N, 1158W,  40, 1002, TS,
EP, 05, 1999072518,   , MIWU, 0, 156N, 1171W,  40, 1001, TS,
EP, 05, 1999072600,   , MIWU, 0, 161N, 1182W,  40, 1001, TS,
EP, 05, 1999072606,   , MIWU, 0, 166N, 1192W,  35, 1003, TS,
EP, 05, 1999072612,   , MIWU, 0, 170N, 1203W,  30, 1005, LO,
EP, 05, 1999072618,   , MIWU, 0, 173N, 1214W,  25, 1007, LO,
EP, 05, 1999072700,   , MIWU, 0, 178N, 1221W,  25, 1007, LO,
EP, 05, 1999072706,   , MIWU, 0, 185N, 1226W,  25, 1008, LO,
EP, 05, 1999072712,   , MIWU, 0, 194N, 1230W,  25, 1008, LO,
EP, 05, 1999072718,   , MIWU, 0, 202N, 1235W,  25, 1008, LO,
EP, 05, 1999072800,   , MIWU, 0, 209N, 1241W,  20, 1010, LO,
EP, 05, 1999072806,   , MIWU, 0, 214N, 1247W,  20, 1010, LO,
EP, 05, 1999072812,   , MIWU, 0, 218N, 1255W,  20, 1010, LO,
EP, 05, 1999072818,   , MIWU, 0, 221N, 1264W,  20, 1011, LO,
EP, 05, 1999072900,   , MIWU, 0, 223N, 1272W,  20, 1011, LO,
EP, 05, 1999072906,   , MIWU, 0, 224N, 1278W,  15, 1012, LO,
EP, 05, 1999072912,   , MIWU, 0, 224N, 1282W,  15, 1013, LO,
