EP, 04, 1999072012,   , MIWU, 0, 100N, 1193W,  20, 1012, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Four-E,
EP, 04, 1999072018,   , MIWU, 0, 102N, 1202W,  20, 1012, DB,
EP, 04, 1999072100,   , MIWU, 0, 106N, 1212W,  20, 1012, DB,
EP, 04, 1999072106,   , MIWU, 0, 110N, 1222W,  20, 1011, DB,
EP, 04, 1999072112,   , MIWU, 0, 115N, 1232W,  20, 1011, DB,
EP, 04, 1999072118,   , MIWU, 0, 119N, 1241W,  25, 1009, TD,
EP, 04, 1999072200,   , MIWU, 0, 123N, 1250W,  25, 1009, TD,
EP, 04, 1999072206,   , MIWU, 0, 127N, 1260W,  30, 1007, TD,
EP, 04, 1999072212,   , MIWU, 0, 130N, 1273W,  35, 1005, TS,
EP, 04, 1999072218,   , MIWU, 0, 132N, 1288W,  35, 1004, TS,
EP, 04, 1999072300,   , MIWU, 0, 134N, 1306W,  35, 1004, TS,
EP, 04, 1999072306,   , MIWU, 0, 136N, 1321W,  35, 1004, TS,
EP, 04, 1999072312,   , MIWU, 0, 138N, 1334W,  40, 1002, TS,
EP, 04, 1999072318,   , MIWU, 0, 139N, 1348W,  40, 1001, TS,
EP, 04, 1999072400,   , MIWU, 0, 139N, 1363W,  35, 1003, TS,
EP, 04, 1999072406,   , MIWU, 0, 140N, 1379W,  30, 1005, TD,
EP, 04, 1999072412,   , MIWU, 0, 141N, 1396W,  25, 1007, LO,
EP, 04, 1999072418,   , MIWU, 0, 142N, 1415W,  25, 1008, LO,
EP, 04, 1999072500,   , MIWU, 0, 144N, 1437W,  20, 1010, LO,
EP, 04, 1999072506,   , MIWU, 0, 146N, 1460W,  20, 1011, LO,
EP, 04, 1999072512,   , MIWU, 0, 148N, 1483W,  15, 1013, LO,
EP, 04, 1999072518,   , MIWU, 0, 149N, 1505W,  15, 1013, LO,
EP, 04, 1999072600,   , MIWU, 0, 149N, 1526W,  15, 1014, LO,
EP, 04, 1999072606,   , MIWU, 0, 148N, 1546W,  15, 1014, LO,
