EP, 09, 1999081218,   , MIWU, 0, 124N, 1133W,  20, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Nine-E,
EP, 09, 1999081300,   , MIWU, 0, 128N, 1141W,  20, 1010, DB,
EP, 09, 1999081306,   , MIWU, 0, 132N, 1149W,  20, 1009, DB,
EP, 09, 1999081312,   , MIWU, 0, 137N, 1159W,  25, 1007, TD,
EP, 09, 1999081318,   , MIWU, 0, 142N, 1170W,  30, 1005, TD,
EP, 09, 1999081400,   , MIWU, 0, 146N, 1178W,  30, 1005, TD,
EP, 09, 1999081406,   , MIWU, 0, 148N, 1184W,  30, 1006, TD,
EP, 09, 1999081412,   , MIWU, 0, 149N, 1190W,  25, 1008, TD,
EP, 09, 1999081418,   , MIWU, 0, 151N, 1195W,  25, 1008, TD,
EP, 09, 1999081500,   , MIWU, 0, 153N, 1200W,  25, 1008, TD,
EP, 09, 1999081506,   , MIWU, 0, 156N, 1206W,  25, 1008, LO,
EP, 09, 1999081512,   , MIWU, 0, 157N, 1213W,  25, 1008, LO,
EP, 09, 1999081518,   , MIWU, 0, 156N, 1221W,  25, 1007, TD,
EP, 09, 1999081600,   , MIWU, 0, 154N, 1230W,  25, 1007, TD,
EP, 09, 1999081606,   , MIWU, 0, 154N, 1242W,  20, 1008, LO,
EP, 09, 1999081612,   , MIWU, 0, 155N, 1256W,  20, 1008, LO,
EP, 09, 1999081618,   , MIWU, 0, 156N, 1269W,  20, 1008, LO,
EP, 09, 1999081700,   , MIWU, 0, 157N, 1282W,  25, 1006, LO,
EP, 09, 1999081706,   , MIWU, 0, 157N, 1296W,  25, 1006, LO,
EP, 09, 1999081712,   , MIWU, 0, 157N, 1310W,  25, 1006, LO,
EP, 09, 1999081718,   , MIWU, 0, 157N, 1325W,  25, 1005, LO,
EP, 09, 1999081800,   , MIWU, 0, 156N, 1339W,  25, 1005, TD,
EP, 09, 1999081806,   , MIWU, 0, 155N, 1347W,  25, 1005, TD,
EP, 09, 1999081812,   , MIWU, 0, 154N, 1353W,  25, 1005, TD,
EP, 09, 1999081818,   , MIWU, 0, 152N, 1358W,  20, 1007, LO,
EP, 09, 1999081900,   , MIWU, 0, 149N, 1363W,  20, 1007, LO,
EP, 09, 1999081906,   , MIWU, 0, 145N, 1368W,  20, 1008, LO,
EP, 09, 1999081912,   , MIWU, 0, 140N, 1376W,  20, 1008, LO,
EP, 09, 1999081918,   , MIWU, 0, 136N, 1390W,  15, 1010, LO,
EP, 09, 1999082000,   , MIWU, 0, 132N, 1407W,  15, 1010, LO,
EP, 09, 1999082006,   , MIWU, 0, 129N, 1424W,  15, 1011, LO,
EP, 09, 1999082012,   , MIWU, 0, 126N, 1444W,  15, 1011, LO,
EP, 09, 1999082018,   , MIWU, 0, 124N, 1464W,  15, 1011, LO,
EP, 09, 1999082100,   , MIWU, 0, 123N, 1482W,  15, 1011, LO,
