EP, 03, 1999071200,   , MIWU, 0, 162N,  911W,  20, 1011, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Three-E,
EP, 03, 1999071206,   , MIWU, 0, 163N,  924W,  20, 1011, DB,
EP, 03, 1999071212,   , MIWU, 0, 161N,  939W,  20, 1010, DB,
EP, 03, 1999071218,   , MIWU, 0, 158N,  954W,  20, 1010, DB,
EP, 03, 1999071300,   , MIWU, 0, 154N,  972W,  25, 1008, TD,
EP, 03, 1999071306,   , MIWU, 0, 152N,  992W,  25, 1008, TD,
EP, 03, 1999071312,   , MIWU, 0, 154N, 1014W,  25, 1008, TD,
EP, 03, 1999071318,   , MIWU, 0, 158N, 1038W,  30, 1006, TD,
EP, 03, 1999071400,   , MIWU, 0, 163N, 1057W,  35, 1003, TS,
EP, 03, 1999071406,   , MIWU, 0, 168N, 1074W,  35, 1003, TS,
EP, 03, 1999071412,   , MIWU, 0, 172N, 1090W,  35, 1002, TS,
EP, 03, 1999071418,   , MIWU, 0, 175N, 1104W,  30, 1004, TD,
EP, 03, 1999071500,   , MIWU, 0, 176N, 1117W,  30, 1005, LO,
EP, 03, 1999071506,   , MIWU, 0, 176N, 1130W,  25, 1007, LO,
EP, 03, 1999071512,   , MIWU, 0, 175N, 1141W,  20, 1009, LO,
EP, 03, 1999071518,   , MIWU, 0, 174N, 1151W,  20, 1009, LO,
EP, 03, 1999071600,   , MIWU, 0, 172N, 1161W,  20, 1009, LO,
EP, 03, 1999071606,   , MIWU, 0, 168N, 1172W,  25, 1007, TD,
EP, 03, 1999071612,   , MIWU, 0, 162N, 1184W,  25, 1007, TD,
EP, 03, 1999071618,   , MIWU, 0, 154N, 1193W,  20, 1009, LO,
EP, 03, 1999071700,   , MIWU, 0, 148N, 1198W,  20, 1010, LO,
EP, 03, 1999071706,   , MIWU, 0, 144N, 1200W,  15, 1012, LO,
EP, 03, 1999071712,   , MIWU, 0, 142N, 1200W,  15, 1012, LO,
EP, 03, 1999071718,   , MIWU, 0, 141N, 1201W,  15, 1013, LO,
EP, 03, 1999071800,   , MIWU, 0, 142N, 1203W,  15, 1013, LO,
EP, 03, 1999071806,   , MIWU, 0, 144N, 1207W,  15, 1013, LO,
EP, 03, 1999071812,   , MIWU, 0, 146N, 1212W,  15, 1013, LO,
