WP, 26, 2002100812,   , MIWU, 0, 120N, 1583E,  20,  998, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Bavi,
WP, 26, 2002100818,   , MIWU, 0, 122N, 1568E,  20,  998, DB,
WP, 26, 2002100900,   , MIWU, 0, 125N, 1550E,  20,  997, DB,
WP, 26, 2002100906,   , MIWU, 0, 129N, 1530E,  25,  995, TD,
WP, 26, 2002100912,   , MIWU, 0, 133N, 1516E,  25,  994, TD,
WP, 26, 2002100918,   , MIWU, 0, 137N, 1505E,  30,  992, TD,
WP, 26, 2002101000,   , MIWU, 0, 142N, 1501E,  35,  990, TS,
WP, 26, 2002101006,   , MIWU, 0, 151N, 1499E,  45,  984, TS,
WP, 26, 2002101012,   , MIWU, 0, 164N, 1497E,  55,  978, TS,
WP, 26, 2002101018,   , MIWU, 0, 179N, 1496E,  60,  974, TS,
WP, 26, 2002101100,   , MIWU, 0, 191N, 1494E,  60,  974, TS,
WP, 26, 2002101106,   , MIWU, 0, 201N, 1491E,  60,  972, TS,
WP, 26, 2002101112,   , MIWU, 0, 211N, 1487E,  60,  972, TS,
WP, 26, 2002101118,   , MIWU, 0, 223N, 1481E,  65,  968, TY,
WP, 26, 2002101200,   , MIWU, 0, 233N, 1475E,  65,  966, TY,
WP, 26, 2002101206,   , MIWU, 0, 245N, 1472E,  65,  966, TY,
WP, 26, 2002101212,   , MIWU, 0, 258N, 1470E,  65,  966, TY,
WP, 26, 2002101218,   , MIWU, 0, 271N, 1470E,  60,  968, TS,
WP, 26, 2002101300,   , MIWU, 0, 283N, 1473E,  55,  970, TS,
WP, 26, 2002101306,   , MIWU, 0, 297N, 1477E,  50,  972, TS,
WP, 26, 2002101312,   , MIWU, 0, 311N, 1485E,  50,  972, TS,
WP, 26, 2002101318,   , MIWU, 0, 326N, 1500E,  50,  972, EX,
WP, 26, 2002101400,   , MIWU, 0, 351N, 1525E,  50,  970, EX,
WP, 26, 2002101406,   , MIWU, 0, 381N, 1552E,  55,  966, EX,
WP, 26, 2002101412,   , MIWU, 0, 410N, 1582E,  60,  962, EX,
WP, 26, 2002101418,   , MIWU, 0, 442N, 1610E,  65,  958, EX,
WP, 26, 2002101500,   , MIWU, 0, 458N, 1640E,  65,  956, EX,
WP, 26, 2002101506,   , MIWU, 0, 468N, 1674E,  60,  958, EX,
WP, 26, 2002101512,   , MIWU, 0, 469N, 1714E,  55,  962, EX,
WP, 26, 2002101518,   , MIWU, 0, 468N, 1747E,  50,  966, EX,
WP, 26, 2002101600,   , MIWU, 0, 465N, 1781E,  45,  970, EX,
WP, 26, 2002101606,   , MIWU, 0, 461N, 1790W,  40,  975, EX,
WP, 26, 2002101612,   , MIWU, 0, 455N, 1770W,  35,  980, EX,
WP, 26, 2002101618,   , MIWU, 0, 448N, 1742W,  30,  985, EX,
WP, 26, 2002101700,   , MIWU, 0, 449N, 1706W,  25,  990, EX,
