WP, 02, 2002022412,   , MIWU, 0,  46N, 1555E,  15, 1010, DB, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, Mitag,
WP, 02, 2002022418,   , MIWU, 0,  46N, 1551E,  20, 1009, DB,
WP, 02, 2002022500,   , MIWU, 0,  47N, 1549E,  20, 1009, DB,
WP, 02, 2002022506,   , MIWU, 0,  48N, 1548E,  20, 1009, DB,
WP, 02, 2002022512,   , MIWU, 0,  50N, 1550E,  25, 1007, TD,
WP, 02, 2002022518,   , MIWU, 0,  52N, 1552E,  30, 1005, TD,
WP, 02, 2002022600,   , MIWU, 0,  54N, 1554E,  30, 1005, TD,
WP, 02, 2002022606,   , MIWU, 0,  55N, 1555E,  30, 1005, TD,
WP, 02, 2002022612,   , MIWU, 0,  57N, 1555E,  30, 1004, TD,
WP, 02, 2002022618,   , MIWU, 0,  60N, 1554E,  35, 1002, TS,
WP, 02, 2002022700,   , MIWU, 0,  63N, 1553E,  35, 1001, TS,
WP, 02, 2002022706,   , MIWU, 0,  64N, 1550E,  40,  999, TS,
WP, 02, 2002022712,   , MIWU, 0,  66N, 1546E,  40,  999, TS,
WP, 02, 2002022718,   , MIWU, 0,  67N, 1540E,  40,  998, TS,
WP, 02, 2002022800,   , MIWU, 0,  68N, 1534E,  40,  998, TS,
WP, 02, 2002022806,   , MIWU, 0,  70N, 1526E,  45,  996, TS,
WP, 02, 2002022812,   , MIWU, 0,  72N, 1516E,  45,  996, TS,
WP, 02, 2002022818,   , MIWU, 0,  71N, 1505E,  50,  993, TS,
WP, 02, 2002030100,   , MIWU, 0,  68N, 1492E,  55,  990, TS,
WP, 02, 2002030106,   , MIWU, 0,  66N, 1480E,  65,  984, TY,
WP, 02, 2002030112,   , MIWU, 0,  67N, 1470E,  65,  984, TY,
WP, 02, 2002030118,   , MIWU, 0,  70N, 1458E,  65,  983, TY,
WP, 02, 2002030200,   , MIWU, 0,  73N, 1444E,  70,  979, TY,
WP, 02, 2002030206,   , MIWU, 0,  78N, 1427E,  75,  975, TY,
WP, 02, 2002030212,   , MIWU, 0,  81N, 1410E,  80,  970, TY,
WP, 02, 2002030218,   , MIWU, 0,  84N, 1393E,  90,  960, TY,
WP, 02, 2002030300,   , MIWU, 0,  89N, 1378E,  95,  955, TY,
WP, 02, 2002030306,   , MIWU, 0,  95N, 1366E,  95,  952, TY,
WP, 02, 2002030312,   , MIWU, 0, 101N, 1355E,  95,  950, TY,
WP, 02, 2002030318,   , MIWU, 0, 105N, 1342E, 100,  945, TY,
WP, 02, 2002030400,   , MIWU, 0, 108N, 1332E, 110,  935, TY,
WP, 02, 2002030406,   , MIWU, 0, 113N, 1325E, 120,  925, TY,
WP, 02, 2002030412,   , MIWU, 0, 119N, 1319E, 115,  926, TY,
WP, 02, 2002030418,   , MIWU, 0, 125N, 1312E, 115,  929, TY,
WP, 02, 2002030500,   , MIWU, 0, 131N, 1305E, 125,  923, TY,
WP, 02, 2002030506,   , MIWU, 0, 137N, 1300E, 130,  919, ST 
WP, 02, 2002030512,   , MIWU, 0, 143N, 1299E, 135,  915, ST,
WP, 02, 2002030518,   , MIWU, 0, 149N, 1300E, 135,  913, ST,
WP, 02, 2002030600,   , MIWU, 0, 156N, 1302E, 125,  916, TY,
WP, 02, 2002030606,   , MIWU, 0, 162N, 1305E, 120,  920, TY 
WP, 02, 2002030612,   , MIWU, 0, 166N, 1310E, 110,  930, TY,
WP, 02, 2002030618,   , MIWU, 0, 171N, 1317E, 100,  940, TY,
WP, 02, 2002030700,   , MIWU, 0, 176N, 1326E,  90,  950, TY,
WP, 02, 2002030706,   , MIWU, 0, 181N, 1336E,  75,  965, TY,
WP, 02, 2002030712,   , MIWU, 0, 182N, 1344E,  60,  980, TS,
WP, 02, 2002030718,   , MIWU, 0, 180N, 1350E,  50,  988, TS,
WP, 02, 2002030800,   , MIWU, 0, 177N, 1355E,  40,  995, LO,
WP, 02, 2002030806,   , MIWU, 0, 171N, 1354E,  35,  998, LO,
WP, 02, 2002030812,   , MIWU, 0, 165N, 1349E,  30, 1000, LO,
WP, 02, 2002030818,   , MIWU, 0, 162N, 1343E,  25, 1002, LO,
WP, 02, 2002030900,   , MIWU, 0, 157N, 1330E,  20, 1004, LO,
WP, 02, 2002030906,   , MIWU, 0, 150N, 1315E,  15, 1006, LO,
WP, 02, 2002030912,   , MIWU, 0, 139N, 1296E,  15, 1007, LO,
